english_text,korean_text,romanization
Startup,스타트업,seutateuop
Founder,창업자,changeopja
Co-founder,공동 창업자,gongdong changeopja
CEO,대표이사,daepyoisa
CTO,최고기술책임자,choegogisulchaeimja
Venture capital,벤처 캐피털,bencheo kaepiteol
Angel investor,엔젤 투자자,enjel tujaja
Funding,자금 조달,jageum jodal
Seed funding,시드 투자,sideu tuja
Series A,시리즈 A,sirijeu ei
IPO,기업공개,gieopgonggae
Valuation,기업 가치,gieop gachi
Unicorn company,유니콘 기업,yunikon gieop
Pitch,피칭,piching
Pitch deck,사업 소개서,saeop sogaeseo
Business model,비즈니스 모델,bijeunis model
Revenue model,수익 모델,suik model
Profit,수익,suik
Loss,손실,sonsil
Break even,손익분기점,sonikbungijeom
Burn rate,자금 소진율,jageum sojinyul
Runway,자금 여력,jageum yeoryeok
Pivot,피봇,pibot
Scale up,규모 확대,gyumo hwakdae
Market fit,시장 적합성,sijang jeokapseong
MVP (Minimum viable product),최소 기능 제품,choeso gineung jepum
Product launch,제품 출시,jepum chulsi
User acquisition,사용자 확보,sayongja hwakbo
Retention rate,유지율,yujiyul
Churn rate,이탈률,itallyul
Growth hacking,그로스 해킹,geuroseu haeking
KPI,핵심 성과 지표,haeksim seongwa jipyo
Accelerator,액셀러레이터,aekseleoreiteo
Incubator,인큐베이터,inkyubeiteo
Coworking space,공유 오피스,gongyu opiseu
Networking,네트워킹,netuoking
Mentoring,멘토링,mentoring
Mentor,멘토,mento
Team building,팀 빌딩,tim bilding
Hiring,채용,chaeyong
Equity,지분,jibun
Stock options,스톡옵션,seutokopsyeon
Board of directors,이사회,isahoe
Due diligence,실사,silsa
Term sheet,투자 조건서,tuja jogonseo
Exit strategy,출구 전략,chulgu jeollyak
Acquisition,인수,insu
Merger,합병,hapbyeong
Competition,경쟁,gyeongjaeng
Market share,시장 점유율,sijang jeomyuyul
I want to start a company,창업하고 싶어요,changeophago sipeoyo
Our startup is growing,우리 스타트업이 성장하고 있어요,uri seutateuobi seongjangago isseoyo
We need more funding,투자가 더 필요해요,tujaga deo piryohaeyo
We have a great team,팀이 훌륭해요,timi hullyunghaeyo
The market potential is huge,시장 잠재력이 커요,sijang jamjaeryeogi keoyo
We are disrupting the industry,업계를 혁신하고 있어요,eopgyereul hyeoksinhago isseoyo
Fail fast learn fast,빨리 실패하고 빨리 배우세요,ppalli silpaehago ppalli baeuseyo
Innovation is our core value,혁신이 핵심 가치예요,hyeoksini haeksim gachiyeyo
We are looking for investors,투자자를 찾고 있어요,tujajareul chatgo isseoyo
The startup ecosystem in Korea,한국 스타트업 생태계,hanguk seutateuop saengtaegye
We believe in our product,우리 제품을 믿어요,uri jepumeul mideoyo
