english_text,korean_text,romanization
Ghost,귀신,gwisin
Spirit,혼령,hollyeong
Soul,영혼,yeonghon
Myth,신화,sinhwa
Legend,전설,jeonseol
Folklore,민속,minsok
Supernatural,초자연적,chojayeonjeok
Haunted,귀신이 나오는,gwisini naoneun
Haunted house,귀신의 집,gwisinui jip
Gumiho (nine-tailed fox),구미호,gumiho
Dokkaebi (Korean goblin),도깨비,dokkaebi
Dokkaebi club,도깨비 방망이,dokkaebi bangmangi
Grim Reaper,저승사자,jeoseungsaja
Afterlife,저승,jeoseung
This world,이승,iseung
Underworld,지옥,jiok
Heaven,천국,cheonguk
Mountain spirit,산신령,sanshinryeong
Water spirit,물귀신,mulgwisin
Tree spirit,나무귀신,namugwisin
Virgin ghost,처녀귀신,cheonyeogwisin
Ancestral spirit,조상 혼령,josang hollyeong
Shaman,무당,mudang
Shamanic ritual,굿,gut
Exorcism,퇴마,toema
Curse,저주,jeoju
Talisman,부적,bujeok
Evil spirit,악령,angnyeong
Good spirit,선령,seollyeong
Dragon King,용왕,yongwang
Heavenly King,천왕,cheonwang
Sun god,해님,haenim
Moon god,달님,dalnim
Hwanin (supreme deity),환인,hwanin
Hwanung,환웅,hwanung
Dangun (founder of Korea),단군,dangun
Creation myth,창조 신화,changjo sinhwa
Bear and tiger story,곰과 호랑이 이야기,gomgwa horangi iyagi
Jeju Island goddess,설문대 할망,seolmundae halmang
Baridegi (princess),바리데기,baridegi
Samsin (birth goddess),삼신,samsin
Jangseung (totem pole),장승,jangseung
Village guardian,마을 수호신,maeul suhosin
Sacred tree,신목,sinmok
Offering,제물,jemul
Do you believe in ghosts?,귀신을 믿어요?,gwisineul mideoyo
I saw something strange,이상한 걸 봤어요,isanghan geol bwasseoyo
This place feels eerie,여기 으스스해요,yeogi euseuseuseuhaeyo
I got goosebumps,소름이 끼쳤어요,soremi kkichyeosseoyo
A scary story,무서운 이야기,museogun iyagi
Tell me a ghost story,귀신 이야기 해줘요,gwisin iyagi haejwoyo
Ghosts are not real,귀신은 없어요,gwisineun eopseoyo
Korean mythology is fascinating,한국 신화가 흥미로워요,hanguk sinhwaga heungmirowoyo
The legend of Dangun,단군 신화,dangun sinhwa
Ancient Koreans believed in spirits,고대 한국인은 혼령을 믿었어요,godae hangugin-eun hollyeongeul mideosseoyo
Dokkaebi are mischievous,도깨비는 장난스러워요,dokkaebineun jangnansseurewoyo
Gumiho can transform into a human,구미호는 사람으로 변할 수 있어요,gumihoneun sarameuro byeonhal su isseoyo
The story has been passed down,이야기가 전해 내려왔어요,iyagiga jeonhae naeryeowasseoyo
These stories teach lessons,이 이야기들은 교훈을 줘요,i iyagideureun gyohuneul jwoyo
Myths explain the origin of things,신화는 사물의 기원을 설명해요,sinhwaneun samurui giwoneul seolmyeonghaeyo
Korean folklore is rich and diverse,한국 민속은 풍부하고 다양해요,hanguk minsogeun pungbuhago dayangaeyo
