english_text,korean_text,romanization
Recycling,재활용,jaehwaryong
Separate collection,분리수거,bunlisugeo
Trash,쓰레기,sseuregi
Garbage,쓰레기,sseuregi
Trash can,쓰레기통,sseuregitong
Recycling bin,재활용 수거함,jaehwaryong sugoham
Plastic,플라스틱,peullaseutik
Paper,종이,jongi
Glass,유리,yuri
Metal,금속,geumsok
Can,캔,kaen
Aluminum can,알루미늄 캔,alluminium kaen
PET bottle,페트병,peteubyeong
Cardboard,골판지,golpanji
Newspaper,신문지,sinmunji
Styrofoam,스티로폼,seutiropom
Vinyl,비닐,binil
Food waste,음식물 쓰레기,eumsigmul sseuregi
General waste,일반 쓰레기,ilban sseuregi
Bulky waste,대형 폐기물,daehyeong pyegimul
Designated trash bag,종량제 봉투,jongnyangje bongtu
Wash before recycling,씻어서 버리세요,ssiseoseo beoriseyo
Remove the label,라벨을 떼세요,rabereul tteseyo
Crush the bottle,병을 납작하게 하세요,byeongeul napjakage haseyo
Separate the cap,뚜껑을 분리하세요,ttukkeong-eul bunlihaseyo
Which bin does this go in?,이거 어디에 버려요?,igeo eodie beoryeoyo
Recyclable,재활용 가능,jaehwaryong ganeung
Non-recyclable,재활용 불가,jaehwaryong bulga
Compost,퇴비,toebi
Composting,퇴비 만들기,toebi mandeulgi
Reduce,줄이기,jurigi
Reuse,재사용,jaesayong
Recycle,재활용,jaehwaryong
Waste reduction,폐기물 감소,pyegimul gamso
Zero waste,제로 웨이스트,jero weiseuteu
Eco-friendly,친환경,chinhwangyeong
Biodegradable,생분해성,saengbunhaeseong
Disposable,일회용,ilhoeyong
Reusable,재사용 가능한,jaesayong ganeunghan
Tumbler,텀블러,teombeulleo
Reusable bag,장바구니,jangbaguni
Bring your own bag,장바구니를 가져오세요,jangbagunireul gajyeoseyo
Use less plastic,플라스틱 사용을 줄이세요,peullaseutik sayongeul juriseyo
Battery recycling,폐건전지 수거,pyegeongeonji sugeo
Electronics recycling,폐가전 수거,pyegajeon sugeo
Clothing donation,의류 기부,uiryu gibu
Recycling day,재활용 수거일,jaehwaryong sugeoil
When is trash collection?,쓰레기 수거일이 언제예요?,sseuregi sugeoiri eonjeyeyo
Separate properly,분리수거를 잘 하세요,bunrisugeoreul jal haseyo
The environment is important,환경이 중요해요,hwangyeongi jungyohaeyo
Every little bit helps,작은 실천이 모여 큰 변화가 돼요,jageun silcheoni moyeo keun byeonhwaga dwaeyo
We should recycle more,재활용을 더 해야 해요,jaehwaryongeul deo haeya haeyo
Teach children to recycle,아이들에게 분리수거를 가르치세요,aideulege bunrisugeoreul gareuchiseyo
I always bring my tumbler,항상 텀블러를 가져가요,hangsang teombeulleoreul gajyeogayo
Reduce waste in daily life,일상에서 쓰레기를 줄이세요,ilsangeseo ssuregireul juriseyo
Recycling is a habit,재활용은 습관이에요,jaehwaryongeun seupgwanieeyo
Clean the container before recycling,용기를 세척 후 배출하세요,yonggireul secheok hu baechulhaseyo
Sort by material type,재질별로 분류하세요,jaejibyeollo bullyuhaseyo
Protect our environment,환경을 보호합시다,hwangyeongeul bohohapsida
Reduce single-use items,일회용품 사용을 줄이세요,ilhoeyongpum sayongeul juriseyo
Recycling makes a difference,재활용이 변화를 만들어요,jaehwaryongi byeonhwareul mandeureoyo
