english_text,korean_text,romanization
Psychology,심리학,simrihak
Psychologist,심리학자,simrihakja
Counselor,상담사,sangdamsa
Therapy,치료,chiryo
Counseling,상담,sangdam
Mental health,정신 건강,jeongsin geongang
Emotion,감정,gamjeong
Feeling,느낌,neukkim
Behavior,행동,haengdong
Personality,성격,seonggyeok
Introvert,내향적인,naehyangjeoggin
Extrovert,외향적인,oehyangjeogin
Ambivert,양향적인,yanghyangjeogin
Temperament,기질,gijil
Character,성품,seongpum
Anxiety,불안,buran
Depression,우울증,uuljeung
Stress,스트레스,seutreuseu
Burnout,번아웃,beonaut
Trauma,트라우마,teurauma
PTSD,외상 후 스트레스,oesang hu seutereuseu
Panic attack,공황 발작,gonghwang baljak
Phobia,공포증,gongpojeung
OCD,강박증,gangbakjeung
ADHD,주의력 결핍,juiryeok gyeolpip
Self-esteem,자존감,jajongam
Self-confidence,자신감,jasingam
Self-awareness,자기 인식,jagi insik
Self-care,자기 돌봄,jagi dolbom
Mindfulness,마음 챙김,maeum chaengim
Meditation,명상,myeongsang
Cognitive,인지적,injijeok
Subconscious,잠재의식,jamjaeuisik
Unconscious,무의식,muuisik
Dream analysis,꿈 분석,kkum bunseok
Memory,기억,gieok
Habit,습관,seupgwan
Motivation,동기,donggi
Procrastination,미루기,mirugi
Perfectionism,완벽주의,wanbyeokjuui
People pleasing,타인 의식,tain uisik
Boundary setting,경계 설정,gyeonggye seoljeong
Attachment style,애착 유형,aechak yuhyeong
Inner child,내면 아이,naemyeon ai
Healing,치유,chiyu
Growth,성장,seongjang
Resilience,회복력,hoeboknyeok
Coping mechanism,대처 방식,daeche bangsik
Support system,지지 체계,jiji chegye
Emotional intelligence,감정 지능,gamjeong jineung
I feel anxious,불안해요,buranhaeyo
I'm stressed,스트레스 받아요,seuteureseu badayo
I need help,도움이 필요해요,doumi piryohaeyo
I'm seeing a therapist,상담 받고 있어요,sangdam batgo isseoyo
Mental health is important,정신 건강이 중요해요,jeongsin geongangi jungyohaeyo
It's okay to not be okay,괜찮지 않아도 괜찮아요,gwaenchanhji anado gwaenchanayo
Take care of your mind,마음을 돌보세요,maeumeul dolboseyo
Don't be afraid to ask for help,도움 요청을 두려워하지 마세요,doum yocheongeul duryeowohaji maseyo
You're not alone,혼자가 아니에요,honjaga anieyo
It gets better,좋아질 거예요,joajil geoyeyo
