english_text,korean_text,romanization
And,그리고,geurigo
But,하지만,hajiman
However,그러나,geureona
So / Therefore,그래서,geuraeseo
Because,왜냐하면,waenyahamyeon
Or,또는,ttoneun
Also / Too,그리고 또,geurigo tto
Then / In that case,그러면,geureomyeon
Still / Nevertheless,그래도,geuraedo
Moreover / Furthermore,게다가,gedaga
In addition,또한,ttohan
Instead,대신,daesin
On the other hand,반면에,banmyeone
For example,예를 들면,yereul deulmyeon
In other words,다시 말해서,dasi malhaeseo
That is to say,즉,jeuk
As a result,결과적으로,gyeolgwajeogeuro
Meanwhile,한편,hanpyeon
Although,비록,birok
Even though,그럼에도 불구하고,geureomedo bulguhago
Even so,그렇다 하더라도,geureotda hadeorado
If,만약,manyak
Unless,만약 아니라면,manyak aniramyeon
When,때,ttae
While,동안,dongan
Before,전에,jeone
After,후에,hue
Since,이후로,ihuro
Until,까지,kkaji
As soon as,하자마자,hajamaja
Because of,때문에,ttaemune
Due to,으로 인해,euro inhae
In order to,위해서,wihaeseo
So that,하기 위해,hagi wihae
In spite of,에도 불구하고,edo bulguhago
According to,에 따르면,e ttareumyeon
Compared to,에 비해,e bihae
Rather than,보다는,bodaneun
Not only but also,뿐만 아니라,ppunman anira
Either or,이거 아니면 저거,igeo animyeon jeogeo
Neither nor,이것도 저것도 아닌,igeotdo jeogeotdo anin
Both and,둘 다,dul da
As long as,하는 한,haneun han
Provided that,조건으로,jogeoneuro
Otherwise,그렇지 않으면,geureochi aneumyeon
By the way,그건 그렇고,geugeon geureoko
Anyway,어쨌든,eojjaetdeun
In fact,사실은,sasireun
Of course,당연히,dangyeonhi
Actually,실제로는,siljeroneun
First of all,우선,useon
Next,다음으로,daeeumeuro
Finally,마지막으로,majimageuro
In conclusion,결론적으로,gyeollonjeogeuro
To summarize,요약하자면,yoyakhajamyeon
Above all,무엇보다,mueosboda
After all,결국,gyeolguk
In short,간단히 말해,gandanhi malhae
On the whole,전체적으로,jeonchejeogeuro
To begin with,처음에,cheoeum-eLastly / In the end
