english_text,korean_text,romanization
I'm a doctor,저는 의사예요,jeoneun uisayeyo
I became a doctor to save lives,생명을 살리려고 의사가 됐어요,saengmyeongeul salliryeogo uisaga dwaesseoyo
Surgery starts in 10 minutes,10분 후에 수술 시작합니다,sipbun hue susul sijakamnida
The patient's condition is critical,환자 상태가 위중합니다,hwanja sangtaega wijungamnida
We need to operate immediately,즉시 수술해야 합니다,jeuksi sursurhaeya hamnida
Scalpel please,메스 주세요,meseu juseyo
The surgery was successful,수술이 성공했습니다,susuri seonggonghaetseumnida
The patient is stable,환자가 안정적입니다,hwanjaga anjeongjeogimnida
Take a break doctor,선생님 좀 쉬세요,seonsaengnim jom swiseyo
I can't rest when patients need me,환자가 필요로 하면 쉴 수 없어요,hwanjaga piryoro hamyeon swil su eopseoyo
Being a doctor is tough,의사 생활이 힘들어요,uisa saenghwari himdeuleoyo
But it's worth it,하지만 보람 있어요,hajiman boram isseoyo
We saved a life today,오늘 한 생명을 살렸어요,oneul han saengmyeongeul sallyeosseoyo
That's why we do this,그래서 이 일을 하는 거예요,geuraeseo i ireul haneun geoyeyo
We're a team,우리는 한 팀이에요,urineun han timieyo
Let's do our best,최선을 다합시다,choeseoneul dahapsida
I trust your judgment,선생님 판단을 믿어요,seonsaengnim pandaneul mideoyo
What's the diagnosis?,진단이 뭐예요?,jindani mwoyeyo?
We need more tests,검사를 더 해야 해요,geomsareul deo haeya haeyo
The test results are in,검사 결과가 나왔어요,geomsa gyeolgwaga nawasseoyo
It's good news,좋은 소식이에요,joeun sosigieyo
I'm sorry to tell you this,말씀드리기 어렵지만,malsseumdeurigi eoryeopjiman
We'll do everything we can,최선을 다하겠습니다,choeseoneul dahagesseumnida
Don't lose hope,희망을 잃지 마세요,huimangeul ilji maseyo
Miracles happen in hospitals,병원에서 기적이 일어나요,byeongwoneseo gijeogi ireonayo
Every patient teaches us something,모든 환자가 우리에게 뭔가를 가르쳐 줘요,modeun hwanjaga uriege mwongareul gareuchyeo jwoyo
Medicine is constantly evolving,의학은 계속 발전해요,uihageun gyesok baljeonhaeyo
Let's discuss this case,이 케이스에 대해 논의합시다,i keiseu-e daehae nonuihapsida
What's your opinion doctor?,선생님 의견이 어떠세요?,seonsaengnim uigyeoni eotteoseyo?
I respectfully disagree,제 생각은 좀 다릅니다,je saenggageun jom dareumnida
Let's hear both sides,양쪽 의견을 다 들어 봅시다,yangjjok uigyeoneul da deureo bopsida
The rounds start at 8 AM,회진은 오전 8시에 시작합니다,hoejineun ojeon yeoldeolsie sijakamnida
Check the patient's vitals,환자 활력 징후를 확인하세요,hwanja hwallyeok jingureul hwaginhaseyo
Monitor the patient closely,환자를 면밀히 관찰하세요,hwanjareul myeonmilhi gwanchal-haseyo
Call me if anything changes,변화가 있으면 연락 주세요,byeonhwaga isseumyeon yeollak juseyo
I haven't slept in 36 hours,36시간째 못 잤어요,samsipnyuk siganjjae mot jasseoyo
Coffee keeps us going,커피가 우리를 버티게 해요,keopiga urireul beottige haeyo
Let's eat together,같이 밥 먹자,gachi bap meokja
The hospital cafeteria food is okay,병원 식당 밥은 먹을 만해,byeongwon sikdang babeun meogeul manhae
We need to stick together,서로 의지해야 해,seoro uijihaeya hae
You look tired get some rest,피곤해 보여요 좀 쉬세요,pigonhae boyeoyo jom swiseyo
I'll cover your shift,내가 대신 들어갈게,naega daesin deureogalge
Thank you for always being there,항상 있어 줘서 고마워,hangsang isseo jwoseo gomawo
We laugh and cry together,같이 웃고 같이 울어,gachi utgo gachi ureo
That's what makes us friends,그래서 우리가 친구인 거야,geuraeseo uriga chinguim geoya
Life is fragile,삶은 연약해,salmeun yeonyakhae
Cherish every moment,매 순간을 소중히 해,mae sunganeul sojunghi hae
We can't save everyone,모든 사람을 살릴 수는 없어,modeun sarameul sallil suneun eopseo
But we try our hardest,하지만 최선을 다해,hajiman choeseoneul dahae
That's what being a doctor means,그게 의사라는 거야,geuge uisaraneun geoya
I'm proud to work with you all,여러분과 함께해서 자랑스러워요,yeoreobungwa hamkkehaeseo jarangseureoweoyo
Here's to another day of saving lives,오늘도 생명을 살리자,oneuldo saengmyeongeul sallija
Our playlist keeps us going,우리의 플레이리스트가 힘을 줘,urie peulleilisteuga himeul jwo
Music heals the soul,음악은 영혼을 치유해,eumageun yeonghoneul chiyuhae
A wise hospital life indeed,참으로 슬기로운 의사생활,chameuro seulgiroun uisasaenghwal
We're not just colleagues we're family,동료가 아니라 가족이야,dongnyoga anira gajogiya
Keep going doctors,화이팅 의사 선생님들,hwaiting uisa seonsaengnimdeul
Saving one life is saving the world,한 생명을 살리는 건 세상을 살리는 거야,han saengmyeongeul sallineun geon sesangeul sallineun geoya
Let's meet again next Thursday,다음 주 목요일에 또 만나자,daeum ju mogyoire tto mannaja
Today was a good day,오늘은 좋은 날이었어,oneureun joeun narieosseo
