english_text,korean_text,romanization
What are you doing? (Chungcheong),뭐 허냐?,mwo heonyeo
It's okay (Chungcheong),괜찮어유,gwaenchaneoyu
I don't know (Chungcheong),몰르겠어유,molreugesseouyu
Let's go (Chungcheong),가쥬,gajyu
Really? (Chungcheong),진짜유?,jinjjayu
It's delicious (Chungcheong),맛있어유,masisseoyu
Come here (Chungcheong),이리 와유,iri wayu
That's right (Chungcheong),맞어유,majeoyu
I'm hungry (Chungcheong),배고프유,baegopeuyu
Don't do that (Chungcheong),그러지 마유,geureoji mayu
Take your time (Chungcheong),천천히 해유,cheoncheonhi haeyu
I'm tired (Chungcheong),힘들어유,himdeureoyu
I like it (Chungcheong),좋어유,joeoyu
Wait a moment (Chungcheong),잠깐만유,jamkkanmanyu
I'll do it (Chungcheong),내가 할게유,naega halgeyu
Stop it (Chungcheong),그만해유,geumanhaeyu
That's funny (Chungcheong),웃기네유,utginneyu
I'm sorry (Chungcheong),미안해유,mianhaeyu
It's cold (Chungcheong),추워유,chuweoyu
That's expensive (Chungcheong),비싸유,bissayu
I miss you (Chungcheong),보고 싶어유,bogo sipeoyu
Sit down (Chungcheong),앉어유,anjeoyu
Are you going? (Chungcheong),가유?,gayu
It hurts (Chungcheong),아프유,apeuyu
I understand (Chungcheong),알겠어유,algesseoyu
Where? (Chungcheong),어디유?,eodiyu
Have you eaten? (Chungcheong),밥 먹었어유?,bap meogeosseoyu
Don't worry (Chungcheong),걱정 마유,geokjeong mayu
That's amazing (Chungcheong),대단해유,daedanhaeyu
I'm sleepy (Chungcheong),졸려유,jollyeoyu
What did you say? (Chungcheong),뭐라유?,mworayu
Hurry up (Chungcheong),빨리 해유,ppalli haeyu
I'm going now (Chungcheong),나 갈게유,na galgeyu
Be quiet (Chungcheong),조용히 해유,joyonghi haeyu
Give it to me (Chungcheong),나 줘유,na jweoyu
It's hot (Chungcheong),더워유,deoweoyu
I don't want to (Chungcheong),싫어유,sireoyu
Good job (Chungcheong),잘했어유,jalhaesseoyu
I'm going home (Chungcheong),집에 갈게유,jibe galgeyu
Who? (Chungcheong),누구유?,nuguyu
Leave me alone (Chungcheong),나 좀 내버려둬유,na jom nabeoryeodweoyu
Look at this (Chungcheong),이거 봐유,igeo bwayu
I made a mistake (Chungcheong),실수했어유,silsuhaesseoyu
It's so pretty (Chungcheong),예쁘유,yeppeuyu
I'm bored (Chungcheong),심심해유,simsimhaeyu
Play with me (Chungcheong),나랑 놀아유,narang norayu
This is mine (Chungcheong),이거 내 거유,igeo nae geoyu
I'm full (Chungcheong),배불러유,baebulleoyu
I don't believe it (Chungcheong),안 믿어유,an mideoyu
Thank you (Chungcheong),고마워유,gomaweoyu
What time? (Chungcheong),몇 시유?,myeot siyu
I'm angry (Chungcheong),화나유,hwanayu
It's raining (Chungcheong),비 와유,bi wayu
See you tomorrow (Chungcheong),내일 봐유,naeil bwayu
I forgot (Chungcheong),까먹었어유,kkameogeosseoyu
That's nice (Chungcheong),좋네유,jonneyu
I agree (Chungcheong),그래유,geuraeyu
I'm scared (Chungcheong),무서워유,museoweoyu
It's far (Chungcheong),멀어유,meoreoyu
Let's eat (Chungcheong),밥 먹자유,bap meokjayu
