english_text,korean_text,romanization
I want to open a bank account,계좌를 개설하고 싶어요,gyejwareul gaeseolhago sipeoyo
What is the interest rate?,이자율이 얼마예요?,ijayuri eolmayeyo
I want to transfer money,돈을 이체하고 싶어요,doneul ichehago sipeoyo
I need to withdraw cash,현금을 인출하고 싶어요,hyeongeumul inchulhago sipeoyo
I want to deposit money,입금하고 싶어요,ipgeumhago sipeoyo
What is my balance?,잔액이 얼마예요?,janaegiieolmayeyo
I need a loan,대출이 필요해요,daechuri piryohaeyo
The exchange rate is high,환율이 높아요,hwannyuri nopayo
I want to exchange currency,환전하고 싶어요,hwanjeonhago sipeoyo
My credit card was declined,신용카드가 거절됐어요,sinyongkadeuga geojeoldwaesseoyo
I want to apply for a credit card,신용카드를 신청하고 싶어요,sinyongkadeureul sincheonghago sipeoyo
The ATM is not working,ATM이 작동 안 해요,eitiemi jakdong an haeyo
I need to check my statement,거래 내역을 확인하고 싶어요,georae naeyeoegeul hwaginhago sipeoyo
I want to set up auto-pay,자동이체를 설정하고 싶어요,jadongichereul seoljeong hago sipeoyo
The fee is too high,수수료가 너무 높아요,susullyoga neomu nopayo
I want to invest in stocks,주식에 투자하고 싶어요,jusige tujahago sipeoyo
The stock market crashed,주식 시장이 폭락했어요,jusik sijangi poknakhaesseoyo
I want to buy mutual funds,펀드에 가입하고 싶어요,peondeu-e gaiphago sipeoyo
What is the minimum deposit?,최소 입금액이 얼마예요?,choeso ipgeumaegi eolmayeyo
I want to save for retirement,노후 자금을 모으고 싶어요,nohu jageumeul moeugo sipeoyo
The mortgage rate is high,주택담보대출 금리가 높아요,jutaekdambodaechul geumriga nopayo
I need to pay off my debt,빚을 갚아야 해요,bijeul gapaya haeyo
My account was hacked,계좌가 해킹당했어요,gyejwaga haeking danghaesseoyo
I need to report fraud,사기를 신고해야 해요,sagireul singohaeya haeyo
The insurance premium is due,보험료 납부일이에요,boheomryo napbuilieyo
I want to cancel my insurance,보험을 해지하고 싶어요,boheomeul haejihago sipeoyo
Compound interest grows fast,복리가 빠르게 불어나요,bokriga ppareuge bureonayo
I need a financial advisor,재무 상담사가 필요해요,jaemu sangdamsaga piryohaeyo
The bond market is stable,채권 시장이 안정적이에요,chaegwon sijangi anjeongjeogieyo
I want to diversify my portfolio,포트폴리오를 분산하고 싶어요,poteupollioreul bunsanhago sipeoyo
The dividend was paid out,배당금이 지급됐어요,baedanggeumi jigeubdwaesseoyo
I need to file my taxes,세금 신고를 해야 해요,segeum singoreul haeya haeyo
The tax deadline is approaching,세금 납부 기한이 다가와요,segeum napbu gihani dagawayo
I have tax exemptions,세금 면제 항목이 있어요,segeum myeonje hangmogi isseoyo
My credit score went up,신용등급이 올라갔어요,sinyongdeungeugi ollagasseoyo
I want to refinance my loan,대출을 리파이낸싱하고 싶어요,daechureul ripainensyinghago sipeoyo
The inflation rate is increasing,물가 상승률이 올라가고 있어요,mulga sangseungnyuri ollagago isseoyo
I need to budget my expenses,지출을 예산 관리해야 해요,jichureul yesan gwallihaeya haeyo
The won is getting stronger,원화가 강세예요,wonhwaga gangseyeyo
I want to open a savings account,적금을 들고 싶어요,jeokgeumeul deulgo sipeoyo
Fixed deposit matured,정기 예금이 만기됐어요,jeonggi yegeum-i mangidwaesseoyo
I need to pay the installment,할부금을 내야 해요,halbugeumuel naeya haeyo
The market is volatile,시장이 불안정해요,sijangi buranjeong haeyo
I want to check the stock price,주가를 확인하고 싶어요,jugareul hwaginhago sipeoyo
Asset allocation is important,자산 배분이 중요해요,jasan baebuni jungyohaeyo
I need to update my beneficiary,수익자를 변경해야 해요,suikjareul byeongyeonghaeya haeyo
The cryptocurrency market is down,암호화폐 시장이 하락했어요,amhohwapye sijangi harakhaesseoyo
I want to set a savings goal,저축 목표를 세우고 싶어요,jeochuk mokpyoreul seugo sipeoyo
Net worth calculation,순자산 계산,sunjasan gyesan
Capital gains tax,양도소득세,yangdosodeukse
Return on investment,투자 수익률,tuja suingnyul
Financial planning is essential,재무 계획이 필수예요,jaemu gyehoegi pilsuyeyo
I received a wire transfer,송금을 받았어요,songgeumuel badasseoyo
The check bounced,수표가 부도났어요,supyoga budonasseoyo
I need to close my account,계좌를 해지하고 싶어요,gyejwareul haejihago sipeoyo
The pension fund is growing,연금이 불어나고 있어요,yeongeumi bureonago isseoyo
I want to apply for a business loan,사업자 대출을 신청하고 싶어요,saeopja daechureul sincheeonghago sipeoyo
Collateral is required,담보가 필요해요,damboga piryohaeyo
Financial literacy is important,금융 지식이 중요해요,geumyung jisigi jungyohaeyo
Saving money is a good habit,저축은 좋은 습관이에요,jeochugeun joeun seupgwanieyoFinancial freedom is achievable
