english_text,korean_text,romanization
I'm sorry for your loss,삼가 고인의 명복을 빕니다,samga goinui myeongbogeul bimnida
My deepest condolences,깊은 애도를 표합니다,gipeun aedoreul pyohamnida
Please accept my sympathy,조의를 표합니다,jouireul pyohamnida
When did they pass away,언제 돌아가셨어요,eonje doragasyeosseoyo
Where is the funeral hall,장례식장이 어디예요,jangnyesikjangi eodiyeyo
I came to pay my respects,조문 왔습니다,jomun wasseumnida
Please be strong,힘내세요,himneseyo
I can't imagine your pain,얼마나 슬프실까요,eolmana seulpeusilkkayo
Is there anything I can do,도울 일이 있을까요,doul iri isseulkkayo
They lived a good life,좋은 삶을 사셨어요,joeun salmeul sasyeosseoyo
They are in a better place now,좋은 곳에 가셨어요,joeun gose gasyeosseoyo
How is the family holding up,가족분들은 괜찮으세요,gajokbundeureun gwaenchaneusseyo
I'll keep you in my thoughts,마음속으로 함께하겠습니다,maeumssogeuro hamkkehagetsseumnida
The viewing hours are from when to when,조문 시간이 언제부터 언제까지예요,jomun sigani eonjebuteo eonjekkajiyeyo
I brought condolence money,부의금을 가져왔습니다,buigeomeul gajyeowasseumnida
Please sign the condolence book,조문록에 서명해 주세요,jomunroge seomyeonghae juseyo
How many days is the funeral,장례가 며칠 동안이에요,jangnyega myeochil donganieyo
It's a three-day funeral,3일장이에요,samiljangi-eyo
The cremation is tomorrow,화장은 내일이에요,hwajangeun naeirieyo
The burial is this afternoon,매장은 오늘 오후예요,maejangeun oneul ohuyeyo
They will be missed,그분이 그리울 거예요,geubuni geuriul geoyeyo
Rest in peace,편히 쉬세요,pyeonhi swiseyo
I came as soon as I heard,소식 듣고 바로 왔어요,sosik deutgo baro wasseoyo
Take care of yourself,건강 챙기세요,geongang chaengiseyo
Don't overdo it,무리하지 마세요,murihaji maseyo
If you need anything call me,필요한 것이 있으면 연락하세요,piryohan geosi isseumyeon yeollakaseyo
I'll help with the arrangements,장례 준비를 도울게요,jangnye junbireul doulgeyo
The deceased was a wonderful person,고인은 훌륭한 분이셨어요,goineun hullyunghan bunisyeosseoyo
I have fond memories of them,좋은 추억이 많아요,joeun chuoegi manayo
They touched many lives,많은 사람에게 감동을 주셨어요,maneun saramege gamdongeul jusyeosseoyo
When is the memorial service,추모식이 언제예요,chumosigi eojeyeyo
We should visit the grave,성묘를 가야 해요,seongmyoreul gaya haeyo
Let's offer flowers,헌화를 하겠습니다,heonhwareul hagetsseumnida
Please light incense,향을 피워 주세요,hyangeul piwo juseyo
Bow twice at the altar,영정 앞에서 두 번 절하세요,yeongjeon apeseo du beon jeolhaseyo
I'll pray for their soul,명복을 빌겠습니다,myeongbogeul bilgetsseumnida
The eulogy was very moving,추도사가 감동적이었어요,chudosaga gamdongjeo-gieosseoyo
Everyone wore black,모두 검은색 옷을 입었어요,modu geomeunsaek oseul ibeosseoyo
Don't wear bright colors,밝은 색 옷을 입지 마세요,balgeun saek oseul ipji maseyo
This is the mourning period,상중이에요,sangjungieyo
They are in mourning,상을 당하셨어요,sangeul danghasyeosseoyo
I lost my grandmother,할머니가 돌아가셨어요,halmoniga doragasyeosseoyo
My grandfather passed away,할아버지가 돌아가셨어요,harabeojiga doragasyeosseoyo
I'm grieving right now,지금 슬픔에 빠져 있어요,jigeum seulpeume ppajyeo isseoyo
Time will help heal,시간이 약이에요,sigani yagieyo
We'll get through this together,함께 이겨내겠습니다,hamkke igyeonaegetsseumnida
They wouldn't want you to be sad,고인도 슬퍼하지 않길 바랄 거예요,goindo seulpeohaji ankil baral geoyeyo
Let's remember the good times,좋은 기억을 떠올려요,joeun gieogeul tteoollyeoyo
They will always be in our hearts,항상 마음속에 함께할 거예요,hangsang maeumsoge hamkkehal geoyeyo
Life is precious,생명은 소중합니다,saengmyeongeun sojunghamnida
Cherish every moment,매 순간을 소중히 여기세요,mae sunganeul sojunghi yeogiseyo
The funeral expenses are shared,장례 비용은 나눠요,jangnye biyongeun nanwoyo
I'll bring food for the family,가족에게 음식을 가져갈게요,gajogege eumsigeul gajyeogalgeyo
Please eat something,식사를 하세요,siksareul haseyo
You need to take care of yourself,자기 관리를 하셔야 해요,jagi gwanrireul hasyeoya haeyo
Let me know about the memorial date,기일을 알려주세요,giireul allyeojuseyo
We visit the grave on Chuseok,추석에 성묘를 해요,chuseoge seongmyoreul haeyo
They are watching over us,하늘에서 지켜보고 계실 거예요,haneureseo jikyeobogo gyesil geoyeyo
I'll never forget them,절대 잊지 않겠습니다,jeoldae itji anketsseumnida
May their soul rest in peace,고인의 영혼이 편히 쉬시길 바랍니다,goinui yeonghoni pyeonhi swisigil baramnida
We will honor their memory,고인의 뜻을 기리겠습니다,goinui tteseul girigetsseumnida
