english_text,korean_text,romanization
Discharge,전역,jeonyeok
Discharged soldier,전역자,jeonyeokja
Freedom,자유,jayu
Civilian life,민간인 생활,mingannin saenghwal
Last day of service,마지막 복무일,majimak bokmuil
Discharge ceremony,전역식,jeonyeoksik
Counting days,일수 세기,ilsu segi
D-day,디데이,didei
Short timer,짧은 복무자,jjalbeun bokmuja
Veteran,참전용사,chamjeonyongsa
Reserve forces,예비군,yebigun
Reserve training,예비군 훈련,yebigun hullyeon
Civilian clothes,사복,sabok
First meal outside,전역 첫 식사,jeonyeok cheot siksa
Chicken and beer,치맥,chimaek
Going home,집에 가기,jibe gagi
Reunion with friends,친구 만남,chingu mannam
Reunion with family,가족 만남,gajok mannam
Job hunting after service,전역 후 취업,jeonyeok hu chwiop
Back to school,복학,bokhak
Returning student,복학생,bokhaksaeng
Adapting to society,사회 적응,sahoe jeogeung
Culture shock,문화 충격,munhwa chunggyeok
New technology,새로운 기술,saeroun gisul
Changed world,변한 세상,byeonhan sesang
Weight gain,살이 찜,sari jjim
Working out again,다시 운동하기,dasi undonghagi
Haircut freedom,자유로운 머리,jayuroun meori
Sleeping in,늦잠 자기,neutjam jagi
No more roll call,점호 없는 생활,jeomho eomneun saenghwal
Free time,자유 시간,jayu sigan
Night out,야간 외출,yagan oechul
Weekend freedom,주말 자유,jumal jayu
Phone freedom,자유로운 핸드폰 사용,jayuroun haendeupon sayong
Eating whatever I want,먹고 싶은 거 먹기,meokgo sipeun geo meokgi
Travel plans,여행 계획,yeohaeng gyehoek
Bucket list,버킷리스트,bokitriseuteu
New beginning,새로운 시작,saeroun sijak
Fresh start,새출발,saechulbal
Future plans,미래 계획,mirae gyehoek
Career planning,진로 계획,jillo gyehoek
Self-improvement,자기 개발,jagi gaebal
Driver's license,운전면허,unjeonmyeonheo
Dating again,다시 연애하기,dasi yeonaehagi
Social media catch-up,SNS 따라잡기,eseuenseu ttarajapgi
New trends,새로운 트렌드,saeroun teurendeu
I'm finally discharged,드디어 전역했어요,deudieo jeonyeokhaesseoyo
How does freedom feel,자유의 기분이 어때요,jayuui gibuni eottaeyo
I missed this so much,이게 너무 그리웠어요,ige neomu geuriwosseoyo
Welcome back,돌아온 걸 환영해요,doraon geol hwanyeonghaeyo
Congratulations on discharge,전역 축하해요,jeonyeok chukahaeyo
You worked hard,수고했어요,sugohaesseoyo
Thank you for your service,복무하느라 고생했어요,bokmuhaneura gosaenghaesseoyo
The world has changed,세상이 많이 변했어요,sesangi mani byeonhaesseoyo
I need to catch up,따라잡아야 해요,ttarajabaya haeyo
Time to start over,새로 시작할 때예요,saero sijakhal ttaeyeyo
I can't believe I'm free,자유라니 믿기지 않아요,jayurani mitgiji anayo
Let's celebrate,축하 파티 하자,chuka pati haja
I'm so happy,너무 행복해요,neomu haengbokhaeyo
Life is good,인생이 좋아요,insaengi joayo
