english_text,korean_text,romanization
Board game cafe,보드게임 카페,bodeu geim kape
Board game,보드게임,bodeu geim
Card game,카드 게임,kadeu geim
Dice,주사위,jusawi
Roll the dice,주사위 굴리기,jusawi gulligi
Game piece,게임 말,geim mal
Game board,게임판,geimpan
Rules,규칙,gyuchik
Instructions,설명서,seolmyeongseo
Turn,차례,charye
Your turn,네 차례야,ne charyeya
My turn,내 차례야,nae charyeya
Skip a turn,한 턴 쉬기,han teon swigi
Draw a card,카드 뽑기,kadeu ppopgi
Play a card,카드 내기,kadeu naegi
Move forward,앞으로 가기,apeuro gagi
Move backward,뒤로 가기,dwiro gagi
Start,시작,sijak
Finish,도착,dochak
Winner,승자,seungja
Loser,패자,paeja
Tie,무승부,museungbu
Score,점수,jeomsu
Point,포인트,pointeu
Penalty,벌칙,beolchik
Bonus,보너스,boneoseu
Strategy,전략,jeollyak
Bluff,블러핑,beulleoping
Poker face,포커페이스,pokeopiseu
Alliance,동맹,dongmaeng
Betrayal,배신,baesin
Team play,팀 플레이,tim peullei
One more round,한 판 더,han pan deo
Best of three,3판 2선승,sampan iseonseung
Rematch,재경기,jaegyeonggi
Shuffle,섞기,seokkgi
Deal,나누기,nanugi
Hand,패,pae
Wild card,와일드 카드,waildeu kadeu
Joker,조커,jokeo
Monopoly,모노폴리,monopolli
Chess,체스,cheseu
Checkers,체커,chekeo
Uno,우노,uno
Jenga,젠가,jenga
Mafia game,마피아 게임,mapia geim
Werewolf game,늑대인간 게임,neukdaeingan geim
Puzzle,퍼즐,peojeul
Trivia,퀴즈,kwieujeu
Word game,단어 게임,daneo geim
How do you play this,이거 어떻게 해요,igeo eotteoke haeyo
Can you explain the rules,규칙 설명해 줄래요,gyuchik seolmyeonghae jullaeyo
Let's play a game,게임 하자,geim haja
I won again,또 이겼다,tto igyeotda
That's not fair,그건 불공평해,geugeon bulgongpyeonghae
Good game,좋은 게임이었어,joeun geimieosseo
Let's try a different game,다른 게임 하자,dareun geim haja
This game is so fun,이 게임 진짜 재밌다,i geim jinjja jaemitda
I'm terrible at this,나 이거 못해,na igeo mothae
Beginner's luck,초심자의 행운,chosimjaui haengun
