english_text,korean_text,romanization
Commute,출퇴근,chultoegeun
Going to work,출근,chulgeun
Leaving work,퇴근,toegeun
Rush hour,출퇴근 시간,chultoegeun sigan
Traffic,교통,gyotong
Traffic jam,교통 체증,gyotong chejeung
Congestion,정체,jeongche
Road,도로,doro
Highway,고속도로,gosokdoro
Intersection,교차로,gyocharo
Traffic light,신호등,sinhodeng
Crosswalk,횡단보도,hoengdanbodo
Pedestrian,보행자,bohaengja
Sidewalk,인도,indo
Bus stop,버스 정류장,beoseu jeongnyujang
Subway station,지하철역,jihacheoryeok
Transfer,환승,hwanseung
Bus,버스,beoseu
Subway,지하철,jihacheol
Taxi,택시,taeksi
Bicycle,자전거,jajeongeo
Electric scooter,전동 킥보드,jeondong kikbodeu
Walk,걷기,geotgi
Drive,운전,unjeon
Carpool,카풀,kapul
Navigation,내비게이션,naebigeisyeon
How long does it take?,얼마나 걸려요?,eolmana geollyeoyo
It takes 30 minutes,30분 걸려요,samsip bun geollyeoyo
It takes an hour,한 시간 걸려요,han sigan geollyeoyo
I am stuck in traffic,길이 막혀요,giri makyeoyo
Traffic is heavy today,오늘 차가 많이 막혀요,oneul chaga mani makyeoyo
Traffic is light today,오늘 길이 뚫려요,oneul giri ttullyeoyo
I take the subway to work,지하철로 출근해요,jihacheolloro chulgeunhaeyo
I drive to work,차로 출근해요,charo chulgeunhaeyo
I walk to work,걸어서 출근해요,georeoseo chulgeunhaeyo
I take the bus,버스를 타요,beoseureul tayo
What line do you take?,몇 호선 타요?,myeot hoseon tayo
Change at this station,이 역에서 환승하세요,i yeogeseo hwanseunghaseyo
Next stop,다음 역,daeum yeok
Last stop,종착역,jongchagyeok
The train is delayed,지하철이 지연되고 있어요,jihacheori jiyeondoego isseoyo
I missed the bus,버스를 놓쳤어요,beoseureul nochyeosseoyo
Run for the bus,버스 뛰어가자,beoseu ttwieogaja
Stand on the right,오른쪽에 서세요,oreunjjoge seoseyo
Priority seat,교통약자석,gyotongyakjaseok
Please give up your seat,자리를 양보해 주세요,jarireul yangbohae juseyo
I am late for work,출근 늦었어요,chulgeun neujeosseoyo
I left work early today,오늘 일찍 퇴근했어요,oneul iljjik toegeunhaesseoyo
Overtime,야근,yageun
I have to work late,야근해야 해요,yageunhaeya haeyo
The commute is too long,출퇴근이 너무 길어요,chultoegeuni neomu gireoyo
I want to live closer to work,회사 가까이 살고 싶어요,hoesa gakkai salgo sipeoyo
Working from home,재택근무,jaetaekgeunmu
I work from home today,오늘은 재택근무해요,oneureun jaetaekgeunmuhaeyo
Flexible hours,탄력 근무,tallyeok geunmu
What time do you start work?,몇 시에 출근해요?,myeot sie chulgeunhaeyo
The road is clear now,지금 길이 뚫려요,jigeum giri ttullyeoyo
Leave early to avoid traffic,일찍 나가서 차 피하세요,iljjik nagaseo cha pihaseyo
Use the express bus,급행 버스를 타세요,geuphaeng beoseureul taseyo
The subway is faster during rush hour,출퇴근 시간에는 지하철이 빨라요,chultoegeun sigane-neun jihacheori ppallayo
I commute for two hours each way,편도 두 시간 출퇴근해요,pyeondo du sigan chultoegeunhaeyo
