english_text,korean_text,romanization
Let's go eat Korean BBQ,삼겹살 먹으러 가자,samgyeopsal meogeureo gaja
A table for four please,네 명이요,ne myeongieyo
I'd like two servings of pork belly,삼겹살 2인분 주세요,samgyeopsal iinbun juseyo
I'd like one serving of beef,소고기 1인분 주세요,sogogi irinbun juseyo
Can we get more lettuce?,상추 좀 더 주세요,sangchu jom deo juseyo
Can we get more garlic?,마늘 좀 더 주세요,maneul jom deo juseyo
Can we get more side dishes?,반찬 좀 더 주세요,banchan jom deo juseyo
The meat is ready to flip,고기 뒤집어야 해요,gogi dwijibeoya haeyo
Don't burn the meat,고기 태우지 마,gogi taeuji ma
The meat is perfectly cooked,고기가 딱 알맞게 구워졌어,gogiga ttak almatge guwojyeosseo
Wrap it in lettuce,상추에 싸 먹어,sangchue ssa meogeo
Put some ssamjang on it,쌈장을 올려서 먹어,ssamjangeul ollyeoseo meogeo
Add a garlic slice,마늘 한 조각 올려,maneul han jogak ollyeo
Add some green pepper,고추도 올려,gochudo ollyeo
This is so delicious,진짜 맛있다,jinjja masitda
I love Korean BBQ,삼겹살 진짜 좋아해요,samgyeopsal jinjja joahahaeyo
Shall we order more meat?,고기 더 시킬까요?,gogi deo sikilkka-yo?
Let's order one more serving,1인분 더 시키자,irinbun deo sikija
Can we change the grill?,불판 좀 갈아 주세요,bulpan jom gara juseyo
The grill is too hot,불이 너무 세요,buri neomu seyo
Can you lower the heat?,불 좀 줄여 주세요,bul jom juryeo juseyo
I'll grill the meat,제가 고기 구울게요,jega gogi guulgeyo
You're good at grilling,고기 잘 굽네요,gogi jal gupneyo
Cut the meat with scissors,가위로 고기를 잘라요,gawiro gogireul jallayo
This pork belly is thick-cut,이 삼겹살은 두껍게 썰었어요,i samgyeopsareun dukkeopge sseoreosseoyo
I prefer thin-cut pork belly,얇은 삼겹살이 더 좋아요,yalbeun samgyeopsari deo joayo
Let's order some naengmyeon,냉면 시키자,naengmyeon sikija
Let's order some doenjang jjigae,된장찌개도 시키자,doenjang-jjigaedo sikija
I'll have a bowl of rice,공기밥 하나 주세요,gonggibap hana juseyo
Let's make fried rice at the end,마지막에 볶음밥 해 먹자,majimage bokkeumbap hae meokja
Fried rice on the grill is the best,불판 볶음밥이 최고야,bulpan bokkeumbabi choegoya
Add some kimchi to the fried rice,볶음밥에 김치 넣어,bokkeumbape gimchi neoeo
Let's have soju with this,소주 한잔하자,soju hanjanhaja
Beer goes well with BBQ too,맥주도 삼겹살이랑 잘 어울려,maekjudo samgyeopsarirang jal eoullyeo
Cheers!,건배!,geonbae!
One more bottle of soju please,소주 한 병 더 주세요,soju han byeong deo juseyo
I'm getting full,배부르다,baebureuda
I'm stuffed,배 터질 것 같아,bae teojil geot gata
This is the best meal ever,이건 역대급 식사야,igeon yeokdaegeup siksaya
The smoke is getting in my eyes,연기가 눈에 들어가요,yeongiga nune deureogayo
My clothes smell like BBQ,옷에서 고기 냄새 나요,oseseo gogi naemsae nayo
Can I get some wet tissues?,물티슈 좀 주세요,multisyu jom juseyo
Where's the exhaust fan?,환풍기가 어디 있어요?,hwanpunggiga eodi isseoyo?
Is there a ventilation button?,배기 버튼이 어디예요?,baegi beoteuni eodiyeyo?
This restaurant is famous for BBQ,이 식당은 삼겹살로 유명해요,i sikdangeun samgyeopsallo yumyeonghaeyo
We waited 30 minutes in line,30분 줄 서서 기다렸어요,samsipbun jul seoseo gidaryeosseoyo
It was worth the wait,기다린 보람이 있어요,gidarin borami isseoyo
Do you have a ventilated area?,환기 잘 되는 자리 있어요?,hwangi jal doeneun jari isseoyo?
Can we sit on the floor?,좌식 자리 있어요?,jwasik jari isseoyo?
Can we sit at a table?,테이블 자리 있어요?,teibul jari isseoyo?
The bill please,계산해 주세요,gyesanhae juseyo
Let's split the bill,나눠서 계산하자,nanwoseo gyesanhaja
I'll pay for today,오늘 제가 쏠게요,oneul jega ssolgeyo
This place is my go-to BBQ spot,여기 단골 삼겹살집이에요,yeogi dangol samgyeopsaljibieyo
Let's come here again,여기 또 오자,yeogi tto oja
The meat quality is excellent,고기 퀄리티가 좋아요,gogi kwollitiga joayo
The portions are generous,양이 많아요,yangi manayo
I can eat BBQ every day,매일 삼겹살 먹을 수 있어,maeil samgyeopsal meogeul su isseo
That was an amazing meal,정말 잘 먹었어요,jeongmal jal meogeosseoyo
I need to go on a diet tomorrow,내일부터 다이어트해야지,naeilbuteo daieoteuhaeya-ji
