english_text,korean_text,romanization
Water,물,mul
Sparkling water,탄산수,tansansu
Green tea,녹차,nokcha
Barley tea,보리차,boricha
Corn tea,옥수수차,oksususucha
Citron tea,유자차,yuchacha
Plum tea,매실차,maesilcha
Ginger tea,생강차,saenggangcha
Chrysanthemum tea,국화차,gukhwacha
Jujube tea,대추차,daechucha
Ginseng tea,인삼차,insamcha
Omija tea (five-flavor berry tea),오미자차,omijacha
Ssanghwa tea (herbal tea),쌍화차,ssanghwacha
Sweet rice drink,식혜,sikhye
Cinnamon punch,수정과,sujeong-gwa
Rice punch,미숫가루,misutgaru
Soy milk,두유,duyu
Banana milk,바나나우유,bananayu
Strawberry milk,딸기우유,ttalgiuyu
Chocolate milk,초코우유,chokouyu
Coffee milk,커피우유,keopiuyu
Iced Americano,아이스 아메리카노,aiseu amerikano
Hot Americano,뜨거운 아메리카노,tteugeoun amerikano
Cafe latte,카페라떼,kapelatte
Cappuccino,카푸치노,kapuchino
Caramel macchiato,카라멜 마키아또,karamel makiatto
Vanilla latte,바닐라 라떼,banilla latte
Mocha,모카,moka
Espresso,에스프레소,eseupeureseo
Cold brew coffee,콜드브루,koldeuburu
Dalgona coffee,달고나 커피,dalgona keopi
Ade (fruit ade),에이드,eideu
Lemon ade,레몬에이드,remoneideu
Grapefruit ade,자몽에이드,jamongeideu
Peach iced tea,복숭아 아이스티,boksung-a aiseuti
Juice,주스,juseu
Orange juice,오렌지주스,orenjijuseu
Apple juice,사과주스,sagwajuseu
Grape juice,포도주스,podojuseu
Mango smoothie,망고 스무디,manggo seumudi
Strawberry smoothie,딸기 스무디,ttalgi seumudi
Bubble tea,버블티,beobulti
Taro bubble tea,타로 버블티,taro beobulti
Brown sugar bubble tea,흑당 버블티,heukdang beobulti
Energy drink,에너지 드링크,eneoji deuringkeu
Sports drink,이온음료,ioneuimryo
Aloe drink,알로에 음료,alloe eumryo
Yakult,야쿠르트,yakureuteu
Milkis (milk soda),밀키스,milkiseu
Cider (Korean lemon-lime soda),사이다,saida
Cola,콜라,kolla
I'd like something cold,차가운 음료를 주세요,chagaun eumryoreul juseyo
I'd like something hot,따뜻한 음료를 주세요,ttatteutan eumryoreul juseyo
Can I have it iced,아이스로 해주세요,aiseuro haejuseyo
Make it hot please,뜨겁게 해주세요,tteugeopge haejuseyo
Less sugar please,덜 달게 해주세요,deol dalge haejuseyo
No ice please,얼음 빼주세요,eoreum ppaejuseyo
Extra shot please,샷 추가해 주세요,syat chugahae juseyo
What do you recommend,추천 메뉴가 뭐예요,chucheon menyuga mwoyeyo
Korean drinks are refreshing,한국 음료는 상쾌해요,hanguk eumryoneun sangkwaehaeyoStay hydrated with Korean drinks,한국 음료로 수분을 보충하세요,hanguk eumryoro subureul bochunghaseyo
