english_text,korean_text,romanization
Those were the good old days,그때가 좋았지,geuttaega joatji
I miss those times,그 시절이 그리워,geu sijeori geuriwo
We were so happy back then,그때 우리 정말 행복했어,geuttae uri jeongmal haengbokhaesseo
Let's play together,같이 놀자,gachi nolja
Come over to my house,우리 집에 놀러 와,uri jibe nolleo wa
I'll be right there,금방 갈게,geumbang galge
Did you eat?,밥 먹었어?,bap meogeosseo?
Come eat with us,와서 같이 밥 먹어,waseo gachi bap meogeo
Mom made a lot of food,엄마가 음식을 많이 했어,eommaga eumsigeul mani haesseo
My mom is the best cook,우리 엄마가 요리를 제일 잘해,uri eommaga yorireul jeil jalhae
We're like family,우리는 가족 같아,urineun gajok gata
I grew up in this neighborhood,이 동네에서 자랐어,i dongnaeeseo jarasseo
Everyone knows everyone here,여기는 다 아는 사이야,yeogineun da aneun saiya
The neighborhood ajumma is scary,동네 아줌마가 무서워,dongne ajummaga museowo
Dad is watching TV in the living room,아빠가 거실에서 TV 보고 있어,appaga geosireseo TV bogo isseo
Turn off the lights and go to sleep,불 끄고 자,bul kkeugo ja
I have to study for the exam,시험 공부해야 해,siheom gongbuhaeya hae
I don't want to study,공부하기 싫어,gongbuhagi sireo
Let's go to the arcade,오락실 가자,orakssil gaja
I beat the high score,최고 점수를 깼어,choego jeomsureul kkaesseo
Give me your allowance,용돈 줘,yongdon jwo
I spent all my allowance,용돈을 다 썼어,yongdoneul da sseosseo
Let's buy some snacks at the store,가게에서 과자 사 먹자,gageeseo gwaja sa meokja
The owner is nice to us,사장님이 우리한테 잘해 줘,sajangnimi urihante jalhae jwo
My first love was in this alley,첫사랑이 이 골목에서 시작됐어,cheossarangi i golmogeseo sijakdwaesseo
I had a crush on you,너를 좋아했어,neoreul joahahaesseo
I didn't know back then,그때는 몰랐어,geuttaeneun mollasseo
If only I had known,알았더라면 좋았을 텐데,aratdeoramyeon joasseul tende
Time flies so fast,시간이 정말 빨리 가,sigani jeongmal ppalli ga
We've all changed so much,우리 다 많이 변했다,uri da mani byeonhaetda
But our friendship hasn't changed,하지만 우리 우정은 안 변했어,hajiman uri ujeongeun an byeonhaesseo
Friends are everything,친구가 전부야,chinguga jeonbuya
I'd do anything for my friends,친구를 위해서라면 뭐든 할 수 있어,chingureul wihaeseoramyeon mwodeun hal su isseo
We'll always be together,우리는 항상 함께야,urineun hangsang hamkkeya
Don't forget about me,나를 잊지 마,nareul itji ma
I'll never forget you,절대 안 잊을게,jeoldae an ijeulge
Let's make a promise,약속하자,yaksokaja
Pinky promise,새끼손가락 걸자,saekkisongarak geolja
Cross my heart,맹세해,maengsehae
I believe in you,나는 널 믿어,naneun neol mideo
You can do it,넌 할 수 있어,neon hal su isseo
Don't give up,포기하지 마,pogihaji ma
Family is the most important thing,가족이 제일 중요해,gajogi jeil jungyohae
I love my family,우리 가족을 사랑해,uri gajogeul saranghae
Mom and dad work so hard,부모님이 정말 고생하셔,bumonimi jeongmal gosaenghasyeo
I want to make my parents proud,부모님을 자랑스럽게 하고 싶어,bumonimeul jarangseureupge hago sipeo
Thank you for everything,다 고마워,da gomawo
I'm sorry for being difficult,힘들게 해서 미안해,himdeulge haeseo mianhae
Life was simpler back then,그때가 더 단순했어,geuttaega deo dansunhaesseo
I want to go back to those days,그 시절로 돌아가고 싶어,geu sijeolro doragago sipeo
Those memories are precious to me,그 추억이 소중해,geu chueogi sojunghae
Growing up is bittersweet,어른이 되는 건 달콤쓰레해,eoreuni doeneun geon dalkomsseurehae
We had nothing but we had everything,아무것도 없었지만 다 가지고 있었어,amugeotdo eopsseotjiman da gajigo isseosseo
That's what youth is about,그게 바로 청춘이야,geuge baro cheongchuniya
Reply if you remember,기억나면 응답하라,gieoggnamyeon eungdaphara
Those were the best days of my life,내 인생 최고의 날들이었어,nae insaeng choegoe naldeulieosseo
I wouldn't trade those memories for anything,그 추억은 무엇과도 바꿀 수 없어,geu chueogen mueotkwado bakkul su eopseo
The alley is still the same,골목은 아직도 그대로야,golmogeun ajikdo geudaeroya
Home is where the heart is,마음이 있는 곳이 집이야,maeumi inneun gosi jibiya
Seeing you all makes me emotional,다들 보니까 눈물이 나,dadeul bonikka nunmuri na
