english_text,korean_text,romanization
I'm going to work,출근합니다,chulgeunhamnida
I'm leaving work,퇴근합니다,toegeunhamnida
Good morning everyone,안녕하세요 여러분,annyeonghaseyo yeoreobun
I have a meeting,회의가 있어요,hoeui ga isseoyo
The meeting starts at ten,회의가 열 시에 시작해요,hoeui ga yeol sie sijakaeyo
I'll prepare the report,보고서 준비할게요,bogoseo junbihalgeyo
Please check your email,이메일 확인해 주세요,imeil hwaginhae juseyo
I sent you the file,파일 보냈습니다,pail bonaetsseumnida
When is the deadline?,마감이 언제예요?,magami eonjeyeyo
I need more time,시간이 좀 더 필요해요,sigani jom deo piryohaeyo
I'm working overtime,야근 중이에요,yageun jungieyo
I'm taking a day off,오늘 휴가예요,oneul hyugayeyo
Can I take a break?,잠깐 쉬어도 될까요?,jamkkan swieodo doelkkayo
I have a lot of work,일이 많아요,iri manayo
I finished the task,업무 끝냈어요,eommu kkeunnaesseoyo
Let me explain,설명드리겠습니다,seolmyeongdeurigesseumnida
Do you have any questions?,질문 있으세요?,jilmun isseuseyo
I agree with that,동의합니다,donguihamnida
I have a different opinion,다른 의견이 있습니다,dareun uigyeoni itseumnida
Let's discuss this later,나중에 논의합시다,najunge nonuihapsida
I'll handle it,제가 처리하겠습니다,jega cheorihagetseumnida
Nice to meet you (business),만나서 반갑습니다,mannaseo bangapseumnida
Here is my business card,제 명함입니다,je myeonghamim nida
Thank you for your hard work,수고하셨습니다,sugohasyeotseumnida
Please take care of it,잘 부탁드립니다,jal butakdeurimnida
I'll be back soon,곧 돌아오겠습니다,got doraogetsseumnida
I'm on a business trip,출장 중이에요,chuljang jungieyo
The project is going well,프로젝트가 잘 진행되고 있어요,peurojekteuga jal jinhaengdoego isseoyo
We need to finish by Friday,금요일까지 끝내야 합니다,geumyoilkkaji kkeunnaeya hamnida
I'll schedule a meeting,회의 일정을 잡겠습니다,hoeui iljeongeul japgetseumnida
Please sign here,여기 서명해 주세요,yeogi seomyeonghae juseyo
I got promoted,승진했어요,seungjinhaesseoyo
I'm changing jobs,이직해요,ijikaeyo
I'm looking for a new job,새 직장을 찾고 있어요,sae jikjangeul chatgo isseoyo
I had a job interview,면접을 봤어요,myeonjeoeul bwasseoyo
I passed the interview,면접에 합격했어요,myeonjeobe hapgyeokhaesseoyo
My salary was raised,월급이 올랐어요,wolgeubi ollasseoyo
I need a vacation,휴가가 필요해요,hyugaga piryohaeyo
The workload is heavy,업무량이 많아요,eommunyangi manayo
I'm stressed from work,일 때문에 스트레스 받아요,il ttaemune seuteureseu badayo
Let's have a team dinner,회식하자,hoesikaja
My boss is strict,상사가 엄격해요,sangsaga eomgyeokhaeyo
My coworkers are nice,동료들이 좋아요,dongryodeuri joayo
I'm in charge of this project,이 프로젝트를 맡고 있어요,i peurojektereul matgo isseoyo
Please review this document,이 서류 검토해 주세요,i seoryu geomtohae juseyo
I'll update you on the progress,진행 상황 알려드리겠습니다,jinhaeng sanghwang allyeodeurigetseumnida
The presentation is tomorrow,발표가 내일이에요,balpyoga naeiri eyo
I'm preparing for the presentation,발표 준비 중이에요,balpyo junbi jungieyo
Good job everyone,다들 수고했어요,dadeul sugohaesseoyo
Let's wrap up for today,오늘은 여기까지 합시다,oneureun yeogikkaji hapsida
See you tomorrow at work,내일 회사에서 봐요,naeil hoesaeseo bwayo
Have a good weekend,주말 잘 보내세요,jumal jal bonaeseyo
I have to work on Saturday,토요일에 출근해야 해요,toyoire chulgeunhaeya haeyo
I'm working from home today,오늘 재택근무해요,oneul jaetaekgeunmuhaeyo
The WiFi at the office is down,사무실 와이파이가 안 돼요,samusil waipaiga an dwaeyo
Can you cover for me?,제 대신 좀 해줄 수 있어요?,je daesin jom haejul su isseoyo
I'll take my lunch break,점심시간이에요,jeomsimsiganieyo
Let's grab lunch together,같이 점심 먹어요,gachi jeomsim meogeoyo
I need to print this,이거 인쇄해야 해요,igeo inswaehaeya haeyo
The copier is broken,복사기가 고장났어요,boksagiga gojangnasseoyo
