english_text,korean_text,romanization
Please have a seat,앉으십시오,anjeupsipsio
Thank you for your hard work,수고하셨습니다,sugohasyeotseumnida
May I ask your name?,성함이 어떻게 되십니까?,seonghami eotteoke doesimnikka?
How old are you? (honorific),연세가 어떻게 되세요?,yeonsega eotteoke doeseyo?
Please enjoy your meal,식사하세요,siksahaseyo
Have you eaten?,진지 드셨어요?,jinji deusyeosseoyo?
Please speak,말씀하세요,malsseumhaseyo
Are you feeling well?,건강하세요?,geonganghaseyo?
Please come in,들어오세요,deureooseyo
Please wait a moment,잠시만 기다려 주세요,jamsiman gidaryeo juseyo
Where are you going? (honorific),어디 가세요?,eodi gaseyo?
When did you arrive?,언제 오셨어요?,eonje osyeosseoyo?
Please take care of yourself,몸 조심하세요,mom josimhaseyo
It is nice to meet you,뵙게 되어 반갑습니다,boepge doeeo bangapseumnida
Thank you for the meal,잘 먹겠습니다,jal meokgetseumnida
I enjoyed the meal,잘 먹었습니다,jal meogeotseumnida
Please rest well,편히 쉬세요,pyeonhi swiseyo
I will see you again,또 뵙겠습니다,tto boepgetseumnida
Please go ahead first,먼저 가세요,meonjeo gaseyo
Did you sleep well?,안녕히 주무셨어요?,annyeonghi jumusyeosseoyo?
Good night (honorific),안녕히 주무세요,annyeonghi jumuseyo
Please help me,도와주세요,dowajuseyo
I understand (honorific),알겠습니다,algetseumnida
I am sorry (formal honorific),죄송합니다,joesonghamnida
Thank you very much,감사드립니다,gamsadeurimnida
Please teach me,가르쳐 주세요,gareuchyeo juseyo
Are you comfortable?,편하세요?,pyeonhaseyo?
Please forgive me,용서해 주세요,yongseohae juseyo
I will do my best,최선을 다하겠습니다,choeseoneul dahagetseumnida
Please tell me,말씀해 주세요,malssumhae juseyo
I will be careful,조심하겠습니다,josimhagetseumnida
Father is at home,아버님께서 집에 계세요,abeonimkkeseo jibe gyeseyo
Mother is resting,어머님께서 쉬고 계세요,eomeonimkkeseo swigo gyeseyo
The teacher has arrived,선생님께서 오셨습니다,seonsaengnimkkeseo osyeotseumnida
Please sign here,여기에 서명해 주십시오,yeogie seomyeonghae jusipsio
I will call you later,나중에 전화 드리겠습니다,najunge jeonhwa deurigetseumnida
I brought you a gift,선물 가져왔습니다,seonmul gajyeowatseumnida
Please accept this,받아 주세요,bada juseyo
I came to see you,찾아뵈러 왔습니다,chajaboerreo watseumnida
Please have some water,물 드세요,mul deuseyo
Would you like some tea?,차 드실래요?,cha deusillaeyo?
Please come this way,이쪽으로 오세요,ijjogeuro oseyo
I will guide you,안내해 드리겠습니다,annaehae deurigetseumnida
How have you been?,그동안 잘 지내셨어요?,geudongan jal jinaesyeosseoyo?
It has been a long time,오래간만입니다,oraegan-manimnida
Please take your time,천천히 하세요,cheoncheonhi haseyo
Is everything alright?,괜찮으세요?,gwaenchaneuseyo?
Please be careful,조심하세요,josimhaseyo
I will prepare it for you,준비해 드리겠습니다,junbihae deurigetseumnida
Please use this,이거 쓰세요,igeo sseuseyo
I respect you very much,많이 존경합니다,mani jongyeonghamnida
You look great today,오늘 좋아 보이세요,oneul joa boiseyo
Please sit comfortably,편하게 앉으세요,pyeonhage anjeuseyo
I am grateful for your concern,걱정해 주셔서 감사합니다,geokjeonghae jusyeoseo gamsahamnida
I hope you feel better soon,빨리 나으시길 바랍니다,ppalli naeusgil baramnida
Please drive safely,안전하게 운전하세요,anjeonhage unjeonhaseyo
It is an honor to meet you,만나뵙게 되어 영광입니다,mannabeopge doeeo yeonggwangimnida
Please let me know anytime,언제든지 말씀해 주세요,eonjedeunji malssumhae juseyo
I wish you good health,건강하시길 바랍니다,geonganghashigil baramnida
Thank you for your time,시간 내주셔서 감사합니다,sigan naejusyeoseo gamsahamnida
