english_text,korean_text,romanization
It has been a while since we last met,오랜만에 뵙습니다,oraenmane boepseumnida
I have heard a lot about you,말씀 많이 들었습니다,malsseum mani deureo tseumnida
How have you been lately?,요즘 어떻게 지내세요?,yojeum eotteoke jinaeseyo?
It is a pleasure to see you again,다시 만나서 영광입니다,dasi mannaseo yeonggwangimnida
I hope you have been well,잘 지내셨기를 바랍니다,jal jinaesyeotgireul baramnida
Please give my regards to your family,가족분들께 안부 전해 주세요,gajokbundeulkke anbu jeonhae juseyo
I look forward to working with you,함께 일하게 되어 기쁩니다,hamkke ilhage doeeo gippeumnida
Thank you for having me,초대해 주셔서 감사합니다,chodaehae jusyeoseo gamsahamnida
I apologize for the late greeting,인사가 늦었습니다,insaga neujeotseumnida
Please forgive my rudeness,실례를 용서해 주세요,sillyereul yongseohae juseyo
I wish you prosperity,번영하시길 바랍니다,beonyeonghashigil baramnida
May your business flourish,사업이 번창하시길 바랍니다,saeobi beonchanghashigil baramnida
Congratulations on your achievement,성과를 축하드립니다,seonggwareul chukadeurimnida
I am honored to be invited,초대받아 영광입니다,chodaebada yeonggwangimnida
Please accept my sincere greetings,진심 어린 인사를 드립니다,jinsim eorin insareul deurimnida
I hope this finds you well,안녕하신지요,annyeonghashinjiy
Best wishes for the new year,새해 복 많이 받으세요,saehae bok mani badeuseyo
Season's greetings to you,계절 인사를 드립니다,gyejeol insareul deurimnida
Wishing you health and happiness,건강과 행복을 빕니다,geonganggwa haengbogeul bimnida
I bid you farewell,작별 인사를 드립니다,jakbyeol insareul deurimnida
Until we meet again,다시 만날 때까지,dasi mannal ttaekkaji
It was wonderful meeting you,만나 뵙게 되어 좋았습니다,manna boepge doeeo joatseumnida
Please take good care of yourself,건강 유의하세요,geongang yuuihaseyo
I send my condolences,애도를 표합니다,aedoreul pyohamnida
May the deceased rest in peace,고인의 명복을 빕니다,goinui myeongbogeul bimnida
I express my deepest sympathy,깊은 위로를 드립니다,gipeun wiroreul deurimnida
Congratulations on your wedding,결혼을 축하드립니다,gyeolhoneul chukadeurimnida
Congratulations on the new baby,출산을 축하드립니다,chulsaneul chukadeurimnida
Happy retirement,은퇴를 축하드립니다,euntoereul chukadeurimnida
Congratulations on your promotion,승진을 축하드립니다,seungjineul chukadeurimnida
I wish you success in your new venture,새로운 도전에 성공하시길,saeroun dojeon-e seonggonghashigil
Please accept this small token,작은 정성이니 받아 주세요,jageun jeongseongini bada juseyo
I came to express my gratitude,감사의 인사를 드리러 왔습니다,gamsaui insareul deurireo watseumnida
I owe you a great deal,큰 신세를 졌습니다,keun sinsereul jyeotseumnida
Thank you from the bottom of my heart,진심으로 감사드립니다,jinsimeuro gamsadeurimnida
I cannot thank you enough,감사의 말씀을 다 못 드리겠습니다,gamsaui malsseumeul da mot deurigetseumnida
Your kindness will not be forgotten,은혜를 잊지 않겠습니다,eunhyereul itji anketseumnida
I wish you all the best in life,인생에 행운이 가득하시길,insaenge haengun-i gadeukashigil
Pleased to make your acquaintance,알게 되어 반갑습니다,alge doeeo bangapseumnida
Let us keep in touch,자주 연락하며 지내요,jaju yeollakamyeo jinaeyo
I hope our paths cross again,다시 인연이 닿기를 바랍니다,dasi inyeoni datgireul baramnida
Thank you for your warm welcome,따뜻하게 맞아주셔서 감사합니다,ttatteuthage majajusyeoseo gamsahamnida
It is always a joy to see you,뵐 때마다 기쁩니다,boel ttaemada gippeumnida
I hope you enjoy the holiday,명절 잘 보내세요,myeongjeol jal bonaeseyo
Happy birthday and many happy returns,생신을 진심으로 축하드립니다,saengsineul jinsimeuro chukadeurimnida
Wishing you a speedy recovery,쾌유를 빕니다,kwaeyureul bimnida
I hope you have a safe journey,안전한 여행 되시길 바랍니다,anjeonhan yeohaeng doeshigil baramnida
May your wishes all come true,바라시는 일이 다 이뤄지길,barashineun iri da irwojigil
I greet you with respect,존경의 인사를 드립니다,jongyeongui insareul deurimnida
Thank you for your guidance,가르침에 감사드립니다,gareuchime gamsadeurimnida
I have learned much from you,많이 배웠습니다,mani baewotseumnida
Your wisdom inspires me,선생님의 지혜에 감탄합니다,seonsaengnimui jihyee gamtanhamnida
I am grateful for your mentorship,멘토가 되어 주셔서 감사합니다,mentoга doeeo jusyeoseo gamsahamnida
I look forward to seeing you again,다시 뵙기를 고대합니다,dasi boepgireul godaehamnida
Until next time,다음에 뵙겠습니다,daeume boepgetseumnida
Farewell and be well,안녕히 가시고 건강하세요,annyeonghi gasigo geonganghaseyo
Thank you for everything,모든 것에 감사드립니다,modeun geose gamsadeurimnida
I will remember your kindness,은혜를 기억하겠습니다,eunhyereul gieokhagetseumnida
May blessings be upon you,복이 가득하시길 바랍니다,bogi gadeukashigil baramnida
I leave with a grateful heart,감사한 마음으로 떠납니다,gamsahan maeumeuro tteonabnida
