english_text,korean_text,romanization
Let's go to the museum,박물관에 가요,bangmulgwane gayo
Let's visit the art gallery,미술관에 가자,misulgwane gaja
How much is the admission,입장료가 얼마예요,ipjangryoga eolmayeyo
Admission is free today,오늘은 입장료가 무료예요,oneureun ipjangryoga muryoyeyo
Where can I get a ticket,티켓을 어디서 사요,tiketeul eodiseo sayo
Is there an audio guide,오디오 가이드가 있어요,odio gaideuga isseoyo
I'd like an audio guide in English,영어 오디오 가이드를 원해요,yeongeo odio gaideureul wonhaeyo
What time does the museum open,박물관이 몇 시에 열어요,bangmulgwani myeot sie yeoreoyo
What time does it close,몇 시에 닫아요,myeot sie dadayo
The museum is closed on Mondays,월요일에 휴관이에요,woryoire hyugwanieyo
Let's see the special exhibition,특별전을 보자,teukbyeoljeoneul boja
This exhibition ends next month,이 전시는 다음 달까지예요,i jeonshineun daeum dalkkajiyeyo
The permanent collection is upstairs,상설 전시는 위층에 있어요,sangsieol jeonshineun wicheunge isseoyo
This painting is famous,이 그림은 유명해요,i geurimeun yumyeonghaeyo
Who painted this,이것을 누가 그렸어요,igeoseul nuga geuryeosseoyo
This is a masterpiece,이것은 걸작이에요,igeoseun geoljagieyo
The sculpture is impressive,조각품이 인상적이에요,jogakpumi insangjeogieyo
This artifact is very old,이 유물은 매우 오래됐어요,i yumureun maeu oraedwaesseoyo
This is from the Joseon Dynasty,이것은 조선시대 유물이에요,igeoseun joseonsidae yumurieyo
This pottery is beautiful,이 도자기가 아름다워요,i dojagiga areumdawoyo
Korean celadon is famous,한국 청자가 유명해요,hanguk cheongjaga yumyeonghaeyo
I love modern art,현대 미술을 좋아해요,hyeondae misureul joahahaeyo
I prefer traditional art,전통 미술이 더 좋아요,jeontong misuri deo joayo
Photography is not allowed,사진 촬영이 금지예요,sajin chwaryeongi geumjiyeyo
Please don't use flash,플래시 사용을 자제해 주세요,peullaesi sayongeul jajehae juseyo
Don't touch the exhibits,전시물을 만지지 마세요,jeonshimureul manjiji maseyo
Keep a safe distance,안전 거리를 유지하세요,anjeon georireul yujihaseyo
The museum is very quiet,박물관이 아주 조용해요,bangmulgwani aju joyonghaeyo
Let's join the guided tour,가이드 투어에 참여하자,gaideu tueo-e chamyeohaja
The guide explains well,가이드가 설명을 잘해요,gaideuga seolmyeongeul jalhaeyo
I learned about Korean history,한국 역사에 대해 배웠어요,hanguk yeoksae daehae baewosseoyo
The National Museum is huge,국립박물관이 매우 커요,gungnipbangmulgwani maeu keoyo
The War Memorial Museum is meaningful,전쟁기념관이 의미가 깊어요,jeonjaenggi-nyeomgwani uimiga gipeoyo
The folk museum shows traditional life,민속박물관은 전통 생활을 보여줘요,minsokbangmulgwaneun jeontong saenghwareul boyeojwoyo
I bought a souvenir at the gift shop,기념품 가게에서 기념품을 샀어요,ginyeompum gageeseo ginyeompumeul sasseoyo
The postcard collection is nice,엽서 컬렉션이 좋아요,yeopsseo keolleksyeoni joayo
Let's have coffee at the museum cafe,박물관 카페에서 커피를 마시자,bangmulgwan kapeseo keopireul masija
The museum garden is peaceful,박물관 정원이 평화로워요,bangmulgwan jeongwoni pyeonghwarowoyo
I recommend the art museum in Insadong,인사동 미술관을 추천해요,insadong misulgwaneul chucheonhaeyo
The Leeum Museum has great art,리움미술관에 좋은 작품이 있어요,riummi-sulgwane joeun jakpumi isseoyo
This gallery features Korean artists,이 갤러리는 한국 작가를 전시해요,i gaellerineun hanguk jakgareul jeonsihaeyo
Contemporary art is interesting,현대 미술이 흥미로워요,hyeondae misuri heungmilowoyo
The colors in this painting are vivid,이 그림의 색감이 선명해요,i geurimui saekgami seonmyeonghaeyo
This installation art is unique,이 설치 미술은 독특해요,i seolchi misureun dokteukaeyo
I'm inspired by this artwork,이 작품에서 영감을 받았어요,i jakpumeseo yeonggameul badasseoyo
Art speaks to the heart,예술은 마음에 말해요,yesureun maeume malhaeyo
Museums preserve our heritage,박물관은 우리 유산을 보존해요,bangmulgwaneun uri yusaneul bojonhaeyo
I visit museums whenever I travel,여행할 때마다 박물관에 가요,yeohaenghal ttaemada bangmulgwane gayo
Every museum has a story,모든 박물관에는 이야기가 있어요,modeun bangmulgwaneneun iyagiga isseoyo
I spent hours at the museum,박물관에서 몇 시간을 보냈어요,bangmulgwaneseo myeot siganeul bonaesseoyo
This was a great cultural experience,훌륭한 문화 체험이었어요,hullyunghan munhwa cheheomieosseoyo
I want to come back and see more,다시 와서 더 보고 싶어요,dasi waseo deo bogo sipeoyo
Museums make us appreciate history,박물관은 역사를 감상하게 해요,bangmulgwaneun yeoksareul gamsanghage haeyo
Art enriches our lives,예술은 삶을 풍요롭게 해요,yesureun salmeul pungyoropge haeyo
Support your local museum,지역 박물관을 지원하세요,jiyeok bangmulgwaneul jiwonhaseyo
Museums and galleries are treasures,박물관과 미술관은 보물이에요,bangmulgwangwa misulgwaneun bomurieyo
Culture connects us all,문화는 모두를 이어줘요,munhwaneun modureul ieojwoyo
Let's appreciate art together,같이 예술을 감상하자,gachi yesureul gamsanghajaEvery artwork tells a story,모든 작품은 이야기를 들려줘요,modeun jakpumeun iyagireul deullyeojwoyo
Art is a window to the soul,예술은 영혼의 창이에요,yesureun yeonghonui changieyo
Explore art and broaden your world,예술을 탐구하고 세상을 넓히세요,yesureul tamguhago sesangeul neolpiseyo
