english_text,korean_text,romanization
Dog,강아지,gangaji
Puppy,새끼 강아지,saekki gangaji
Golden Retriever,골든 리트리버,goldeun riteuribeo
Labrador,래브라도,raebeullado
Poodle,푸들,pudeul
Maltese,말티즈,maltijeu
Shih Tzu,시추,sichu
Yorkshire Terrier,요크셔 테리어,yokeusyeo terieo
Chihuahua,치와와,chiwawa
Pomeranian,포메라니안,pomeranian
Bichon Frise,비숑 프리제,bisyong peurije
French Bulldog,프렌치 불독,peurenchi buldok
English Bulldog,잉글리시 불독,inggeullisi buldok
German Shepherd,저먼 셰퍼드,jeomeon syepeodeu
Siberian Husky,시베리안 허스키,sibeorieon heoseugi
Border Collie,보더 콜리,bodeo kolli
Beagle,비글,bigeul
Dachshund,닥스훈트,dakseuhunteu
Corgi,코기,kogi
Shiba Inu,시바견,sibagyeon
Jindo,진돗개,jindotgae
Sapsali,삽살이,sapsari
Pungsan,풍산개,pungsangae
Mixed breed,믹스견,mikseugyeon
Rescue dog,유기견,yugigyeon
Adopted dog,입양견,ibyangyeon
Large breed,대형견,daehyeonggyeon
Medium breed,중형견,junghyeonggyeon
Small breed,소형견,sohyeonggyeon
Toy breed,초소형견,chosohyeonggyeon
Guard dog,경비견,gyeongbigyeon
Guide dog,안내견,annaegyeon
Therapy dog,치료견,chiryogyeon
Police dog,경찰견,gyeongchalgyeon
Hunting dog,사냥개,sanyanggae
Sled dog,썰매개,sseolmaegae
Teacup dog,티컵 강아지,tikceop gangaji
Purebred,순종,sunjong
Pedigree,혈통서,hyeoltongseo
Dog show,도그쇼,dogeu syo
Grooming,미용,miyong
Dog walker,산책 도우미,sanchaek doumi
Dog training,훈련,hullyeon
Obedience training,복종 훈련,bokjong hullyeon
Dog park,애견 공원,aegyeon gongwon
Dog cafe,애견 카페,aegyeon kape
Pet supplies,반려동물 용품,ballyeodongmul yongpum
Dog food,강아지 사료,gangaji saryo
Dog treats,강아지 간식,gangaji gansik
Leash,목줄,mokjul
Collar,목걸이,mokgeori
Harness,하네스,haneseu
Dog bed,강아지 침대,gangaji chimdae
Dog house,개집,gaejip
My dog is so cute,우리 강아지 너무 귀여워요,uri gangaji neomu gwiyeowoyo
What breed is your dog,어떤 품종이에요,eotteon pumjongieyo
How old is your dog,강아지 몇 살이에요,gangaji myeot sarieyo
Is it friendly,순한 편이에요,sunhan pyeonieyo
Can I pet your dog,강아지 만져도 돼요,gangaji manjyeodo dwaeyo
I love dogs,강아지를 좋아해요,gangajireul joahahaeyo
