english_text,korean_text,romanization
Parking,주차,jucha
Parking lot,주차장,juchajang
Parking space,주차 공간,jucha gonggan
Underground parking,지하 주차장,jiha juchajang
Outdoor parking,야외 주차장,yaoe juchajang
Multi-story parking,다층 주차장,dacheung juchajang
Parking meter,주차 미터기,jucha miteogi
Parking ticket,주차 위반 딱지,jucha wiban ttakji
Parking fee,주차비,juchabi
Free parking,무료 주차,muryo jucha
Hourly parking,시간당 주차,sigandang jucha
Monthly parking,월 주차,wol jucha
Valet parking,발렛 주차,ballet jucha
Self parking,셀프 주차,selpeu jucha
Entrance,입구,ipgu
Exit,출구,chulgu
Parking gate,주차 차단기,jucha chadangi
Parking barrier,주차 바,jucha ba
Floor level,층,cheung
Is there parking available?,주차할 곳이 있어요?,juchahal gosi isseoyo
Where can I park?,어디에 주차해요?,eodie juchahaeyo
The parking lot is full,주차장이 만차예요,juchajang-i manchayeyo
There is one spot left,한 자리 남았어요,han jari namasseoyo
Park here,여기에 주차하세요,yeogie juchahaseyo
No parking,주차 금지,jucha geumji
Handicapped parking,장애인 주차 구역,jangaein jucha guyeok
Compact car only,소형차 전용,sohyeongcha jeonyong
Back in,후진 주차,hujin jucha
Pull in,전진 주차,jeonjin jucha
Parallel parking,평행 주차,pyeonghaeng jucha
Double parking,이중 주차,ijung jucha
Please do not double park,이중 주차하지 마세요,ijung juchahaji maseyo
Move your car please,차를 빼 주세요,chareul ppae juseyo
My car got a ticket,주차 딱지 뗐어요,jucha ttakji ttaesseoyo
How much is parking?,주차비가 얼마예요?,juchabiga eolmayeyo
First hour free,첫 1시간 무료,cheot han sigan muryo
Validation,주차 할인 도장,jucha harin dojang
Get your parking validated,주차 도장 받으세요,jucha dojang badeuseyo
I cannot find my car,차를 못 찾겠어요,chareul mot chatgesseoyo
What floor did I park on?,몇 층에 주차했더라?,myeot cheunge juchahaetdeora
Take a photo of your spot,주차 위치 사진 찍어두세요,jucha wichi sajin jjigeoduseyo
The parking space is too narrow,주차 공간이 너무 좁아요,jucha gonggani neomu jobayo
I hit the curb,연석에 부딪혔어요,yeonseoge budikyeosseoyo
Be careful of the pillar,기둥 조심하세요,gidung josimhaseyo
Turn the steering wheel,핸들을 돌리세요,haendeureul dolliseyo
Put it in reverse,후진하세요,hujinhaseyo
Use your mirrors,사이드 미러를 보세요,saideu mireoreul boseyo
Parking sensor,주차 센서,jucha senseo
Rear camera,후방 카메라,hubang kamera
EV charging station,전기차 충전소,jeongicha chungjeonco
Where is the elevator?,엘리베이터가 어디예요?,ellibeiteo-ga eodiyeyo
Pay at the machine,정산기에서 결제하세요,jeongsangieseo gyeoljehaseyo
Insert your parking ticket,주차권을 넣으세요,juchagwoneul neouiseyo
I lost my parking ticket,주차권을 잃어버렸어요,juchagwoneul ireobeoryeosseoyo
The gate is not opening,차단기가 안 올라가요,chadangiga an ollagayo
Parking is so stressful,주차가 너무 스트레스예요,juchaga neomu seuteureseuyeyo
I finally found a spot,드디어 자리 찾았어요,deudieo jari chajasseoyo
Let's go to the parking lot,주차장으로 가요,juchangeuro gayo
I parked on B2,지하 2층에 주차했어요,jiha icheunge juchahaesseoyo
Remember where you parked,주차 위치를 기억하세요,jucha wichireul gieokhaseyo
The parking lot closes at midnight,주차장은 자정에 닫아요,juchangeun jajeong-e dadayo
