english_text,korean_text,romanization
I want to buy a house,집을 사고 싶어요,jibeul sago sipeoyo
I'm looking for an apartment,아파트를 찾고 있어요,apateureul chatgo isseoyo
How much is the rent?,월세가 얼마예요?,wolsega eolmayeyo
How much is the deposit?,보증금이 얼마예요?,bojeunggeumi eolmayeyo
This is a jeonse contract,이것은 전세 계약이에요,igeoseun jeonse gyeyagieyo
The monthly rent is due,월세 납부일이에요,wolse napbuilieyo
I need a real estate agent,부동산 중개인이 필요해요,budongsan junggaeini piryohaeyo
When can I move in?,입주 가능일이 언제예요?,ipju ganeungiri eonjeyeyo
The location is convenient,위치가 편리해요,wichiga pyeollihaeyo
The apartment is on the 5th floor,아파트가 5층이에요,apateuga ochungieyo
How many rooms are there?,방이 몇 개예요?,bangi myeot gaeyeyo
The living room is spacious,거실이 넓어요,geosiri neolbeoyo
The kitchen is modern,부엌이 최신식이에요,bueogiichoesinsigieyo
Is there parking available?,주차 가능해요?,jucha ganeunghaeyo
The building has an elevator,건물에 엘리베이터가 있어요,geonmure ellibeitaega isseoyo
Is it close to the subway?,지하철역에서 가까워요?,jihacheolyeogeseo gakkaweoyo
The neighborhood is safe,동네가 안전해요,dongnae-ga anjeonhaeyo
There's a school nearby,근처에 학교가 있어요,geuncheoe hakgyoga isseoyo
The maintenance fee is included,관리비가 포함되어 있어요,gwallibiga pohamdoeeo isseoyo
I want to see the property,집을 보고 싶어요,jibeul bogo sipeoyo
The view is amazing,전망이 좋아요,jeonmangi joayo
South-facing gets good sunlight,남향이라 햇빛이 잘 들어요,namhyangira haetbichi jal deureoyo
The contract is for two years,계약 기간은 2년이에요,gyeyak giganeun inyeonieyo
I need to renew the lease,계약을 갱신해야 해요,gyeyageul gaengsinhaeyahaeyo
The landlord is nice,집주인이 좋은 분이에요,jipjuini joeun bunieyo
The tenant moved out,세입자가 이사 나갔어요,seipjaga isa nagasseoyo
The property tax is due,재산세 납부일이에요,jaesanse napbuilieyo
I need a home inspection,집 점검이 필요해요,jip jeomgeomi piryohaeyo
The roof needs repair,지붕 수리가 필요해요,jibung suriga piryohaeyo
The plumbing is broken,배관이 고장났어요,baegwani gojangnasseoyo
The heating system works well,난방이 잘 돼요,nanbang-i jal dwaeyo
Is there air conditioning?,에어컨이 있어요?,eeokeni isseoyo
The floor is heated (ondol),바닥 난방이 있어요,badak nanbang-i isseoyo
The walls need painting,벽 도배가 필요해요,byeok dobae-ga piryohaeyo
The bathroom was renovated,화장실을 수리했어요,hwajangsireul surihaesseoyo
The closet space is enough,수납 공간이 충분해요,sunap gonggan-i chungbunhaeyo
The balcony has a nice view,베란다에서 전망이 좋아요,berandaeseo jeonmangi joayo
I need renter's insurance,세입자 보험이 필요해요,seipja boheomi piryohaeyo
The security deposit will be returned,보증금은 반환됩니다,bojeunggeumeun banhwandoemnida
The house is newly built,신축 건물이에요,sinchuk geonmurieyo
This is a studio apartment,원룸이에요,wonrumieyo
This is a two-bedroom apartment,투룸이에요,turumieyo
The officetel is convenient,오피스텔이 편리해요,opiseuteri pyeollihaeyo
A villa is cheaper than an apartment,빌라가 아파트보다 저렴해요,billaga apateu boda jeoryeomhaeyo
The land price went up,땅값이 올랐어요,ttanggapsi ollasseoyo
I want to invest in real estate,부동산에 투자하고 싶어요,budongsan-e tujahago sipeoyo
The mortgage was approved,주택담보대출이 승인됐어요,jutaekdambodaechuri seungindwaesseoyo
The housing market is hot,부동산 시장이 뜨거워요,budongsan sijangi tteugeoweoyo
I need to register the address,전입신고를 해야 해요,jeonipsingoreul haeya haeyo
The moving date is set,이사 날짜가 정해졌어요,isa naljjaga jeonghaejyeosseoyo
The neighborhood has good restaurants,동네에 맛집이 많아요,dongnae-e matjibi manayo
There's a park within walking distance,걸어서 갈 수 있는 공원이 있어요,georeoseo gal su inneun gongwoni isseoyo
The building is earthquake resistant,내진 설계가 되어 있어요,naejin seolgyega doeeo isseoyo
Noise insulation is good,방음이 잘 돼요,bangeumi jal dwaeyo
The water pressure is strong,수압이 세요,suebi seyo
I want to check the floor plan,평면도를 확인하고 싶어요,pyeongmyeondoreul hwaginhago sipeoyo
The construction is almost done,건축이 거의 완료됐어요,geonchuki geoui wallyodwaesseoyo
This is a good investment property,투자 가치가 있는 매물이에요,tuja gachiga inneun maemurieyo
Location is the most important factor,입지가 가장 중요해요,ipjiga gajang jungyohaeyo
I signed the contract today,오늘 계약했어요,oneul gyeyakhaesseoyoFinding the right home takes time
