english_text,korean_text,romanization
I bought it online,온라인으로 샀어요,onlaineuro sasseoyo
Let me check the online store,온라인 쇼핑몰을 확인할게요,onlain syopingmoreul hwaginhalgeyo
This website has good deals,이 사이트가 저렴해요,i saiteuga jeoryeomhaeyo
I added it to my cart,장바구니에 담았어요,jangbagunieseo damasseoyo
My cart is full,장바구니가 가득 찼어요,jangbaguni-ga gadeuk chasseoyo
I'll proceed to checkout,결제하겠습니다,gyeoljehagetseumnida
Which payment method do you prefer,어떤 결제 방법을 원하세요,eotteon gyeolje bangbeobeul wonhaseyo
I'll pay by credit card,신용카드로 결제할게요,sinyongkadeuro gyeoljehalgeyo
Can I pay in installments,할부로 결제할 수 있어요,halburo gyeoljehol su isseoyo
Three months interest-free installments,3개월 무이자 할부예요,samgaewol muija halbuyeyo
I applied a coupon code,쿠폰 코드를 적용했어요,kupon kodeureul jeogyonghaesseoyo
There's a discount today,오늘 할인이 있어요,oneul harini isseoyo
It's on sale,세일 중이에요,seil jungieyo
Buy one get one free,하나 사면 하나 무료예요,hana samyeon hana muryoyeyo
This is the lowest price,최저가예요,choejeogayeyo
I'm comparing prices,가격을 비교하고 있어요,gagyeogeul bigyohago isseoyo
This store has free shipping,이 가게는 무료 배송이에요,i gageneun muryo baesongieyo
Shipping takes three to five days,배송이 3일에서 5일 걸려요,baesongi samileseo oil geollyeoyo
I got a tracking number,운송장 번호를 받았어요,unsongjan beonhoreul badasseoyo
Where is my package,내 택배가 어디에 있어요,nae taekbaega eodie isseoyo
The package has been shipped,택배가 발송되었어요,taekbaega balsongtoeosseoyo
It's out for delivery,배달 중이에요,baedal jungieyo
I received the package,택배를 받았어요,taekbaereul badasseoyo
The product looks different from the photo,상품이 사진과 달라요,sangpumi sajingwa dallayo
I want to write a review,후기를 쓰고 싶어요,hugireul sseugo sipeoyo
The reviews are good,후기가 좋아요,hugiga joayo
Check the reviews before buying,구매 전에 후기를 확인하세요,gumae jeone hugireul hwaginhaseyo
This product is sold out,이 상품은 품절이에요,i sangpumeun pumjeorieyo
When will it be back in stock,재입고가 언제 되나요,jaeipgoga eonje doenayo
I'll set a restock alert,재입고 알림을 설정할게요,jaeipgo allimeul seoljeonghalgeyo
This is a bestseller,이것은 베스트셀러예요,igeoseun beseuteuselloyeyo
I recommend this product,이 상품을 추천해요,i sangpumeul chucheonhaeyo
The quality is good for the price,가성비가 좋아요,gaseongbiga joayo
It's cheaper online,온라인이 더 저렴해요,onlaini deo jeoryeomhaeyo
I prefer shopping online,온라인 쇼핑이 편해요,onlain syopingi pyeonhaeyo
I shop on my phone,핸드폰으로 쇼핑해요,haendeuponeuro syopinghaeyo
The app is easy to use,앱이 사용하기 쉬워요,aebi sayonghagi swiwoyo
I saved it to my wishlist,위시리스트에 저장했어요,wisiriseuteu-e jeojanghaesseoyo
I'll buy it during the sale,세일 때 살게요,seil ttae salgeyo
Black Friday deals are great,블랙프라이데이 할인이 좋아요,beullaekpeuraidei harini joayo
There's a flash sale right now,지금 타임세일 중이에요,jigeum taimseil jungieyo
I earned reward points,적립금을 모았어요,jeokripgeumeul moasseoyo
Can I use points for this purchase,적립금을 사용할 수 있어요,jeokripgeumeul sayonghal su isseoyo
The item is in my favorites,찜 목록에 있어요,jjim mongnoge isseoyo
I'll check out now,지금 결제할게요,jigeum gyeoljehalgeyo
Order confirmed,주문이 확인되었어요,jumuni hwagindoeosseoyo
I received an order confirmation email,주문 확인 이메일을 받았어요,jumun hwagin imeireul badasseoyo
Can I change my order,주문을 변경할 수 있어요,jumuneul byeongyeonghal su isseoyo
I want to cancel my order,주문을 취소하고 싶어요,jumuneul chwisohago sipeoyo
The cancellation was successful,취소가 완료되었어요,chwisoga wallyodoeosseoyo
Online shopping is addictive,온라인 쇼핑은 중독이에요,onlain syopingeun jungdogieyo
I need to stop buying things online,온라인 쇼핑을 줄여야 해요,onlain syopingeul juryeoya haeyo
I check prices every day,매일 가격을 확인해요,maeil gagyeogeul hwaginhaeyo
Korean online shopping is so convenient,한국 온라인 쇼핑은 정말 편리해요,hanguk onlain syopingeun jeongmal pyeollihaeyo
There are so many options online,온라인에 선택지가 너무 많아요,onlaine seontaekjiga neomu manayo
I love online shopping,온라인 쇼핑을 좋아해요,onlain syopingeul joahahaeyo
Smart shopping saves money,현명한 쇼핑이 돈을 아껴요,hyeonmyeonghan syopingi doneul akkyeoyo
Always compare before you buy,구매 전에 항상 비교하세요,gumae jeone hangsang bigyohaseyo
Online shopping has changed our lives,온라인 쇼핑이 생활을 바꿨어요,onlain syopingi saenghwareul bakkwosseoyo
I found a great deal online,온라인에서 좋은 가격을 찾았어요,onlaineseo joeun gagyeogeul chajasseoyo
