english_text,korean_text,romanization
Pepero (chocolate sticks),빼빼로,ppeppero
Choco Pie,초코파이,chokopai
Pocky sticks,포키,poki
Honey Butter Chips,허니버터칩,heonibeotheochip
Shrimp crackers,새우깡,saeukgang
Onion rings snack,양파링,yangparing
Corn chips,콘칩,konchip
Turtle chips,꼬북칩,kkobukchip
Jjolbyeong (chewy snack),쫄병스낵,jjolbyeongseunwaek
Peanut snack,땅콩과자,ttangkonggwaja
Yakgwa (honey cookie),약과,yakgwa
Dasik (pressed sweet),다식,dasik
Hangwa (Korean traditional sweets),한과,hangwa
Gangjeong (rice puff snack),강정,gangjeong
Yeot (Korean taffy),엿,yeot
Hotteok,호떡,hotteok
Bungeo-ppang,붕어빵,bungeoppang
Tanghulu,탕후루,tanghuru
Dried squid,마른오징어,mareunoijingeo
Dried filefish,쥐포,jwipo
Seaweed snack,김 스낵,gim seunaek
Rice crackers,쌀과자,ssalgwaja
Nurungji (scorched rice),누룽지,nurungji
Dalgona candy,달고나,dalgona
Sweet potato chips,고구마칩,gogumachip
Tteok (rice cake snack),떡,tteok
Songpyeon (rice cake),송편,songpyeon
Injeolmi (coated rice cake),인절미,injeolmi
Chapssaltteok (glutinous rice cake),찹쌀떡,chapssaltteok
Hodugwaja (walnut cake),호두과자,hodugwaja
Baked sweet potato,군고구마,gungoguma
Roasted chestnuts,군밤,gunbam
Fish jerky,어포,eopo
Beef jerky,육포,yukpo
Dried mango,건망고,geonmango
Dried persimmon,곶감,gotgam
Dried banana chips,바나나칩,bananachip
Jelly snack,젤리,jelli
Gummy bears,곰 젤리,gom jelli
Chocolate,초콜릿,chokollit
Candy,사탕,satang
Lollipop,막대사탕,makdaesatang
Caramel,카라멜,karamel
Cookies,쿠키,kuki
Wafer,웨하스,wehasseu
Cream puff,슈크림,syukeurim
Custard bread,카스타드빵,kaseutadeu-ppang
Sweet red bean bread,단팥빵,danpatppang
Melon bread,멜론빵,mellonppang
Garlic bread,마늘빵,maneulppang
I love Korean snacks,한국 과자를 좋아해요,hanguk gwajareul joahahaeyo
These snacks are addictive,이 과자는 중독성이 있어요,i gwajaneun jungdokseong-i isseoyo
Let's share this snack,이 과자를 나눠 먹어요,i gwajareul nanwo meogeoyo
I bought snacks at the convenience store,편의점에서 과자를 샀어요,pyeonuijeomeseo gwajareul sasseoyo
Korean convenience stores have great snacks,한국 편의점 과자가 다양해요,hanguk pyeonuijeom gwajaga dayangaeyo
Pepero Day is November 11th,빼빼로데이는 11월 11일이에요,ppepperodeieneun sibirwol sibirireuieyo
Choco Pie is a Korean classic,초코파이는 한국의 클래식이에요,chokopaineun hangugui keullaesigieyo
I can't stop eating these,이거 손이 멈추지 않아요,igeo soni meomchuji anayo
These are perfect with beer,맥주 안주로 딱이에요,maekju anjuro ttagieyo
Korean snack culture is amazing,한국 과자 문화가 대단해요,hanguk gwaja munhwaga daedanhaeyoSnacking is part of Korean culture,간식은 한국 문화의 일부예요,gansigeun hanguk munhwaui ilbuyeyo
