english_text,korean_text,romanization
Can you help me,도와줄 수 있어요?,dowajul su isseoyo
Please do me a favor,부탁 하나만 해도 될까요,butak hanaman haedo doelkkayo
Could you please,해주실 수 있으세요,haejusil su isseuseyo
I have a request,부탁이 있어요,butagi isseoyo
Would you mind,괜찮으시면,gwaenchaneuseumyeon
If it's not too much trouble,폐가 안 된다면,pyega an doendamyeon
Can I ask you something,하나만 물어봐도 돼요,hanaman mureobwado dwaeyo
Please pass me that,그거 좀 건네주세요,geugeo jom geonnejuseyo
Can you lend me this,이거 좀 빌려줄 수 있어요,igeo jom billyeojul su isseoyo
Please wait a moment,잠시만 기다려주세요,jamsiman gidariyeojuseyo
Can you repeat that,다시 한번 말해주세요,dasi hanbeon malhaejuseyo
Please speak slowly,천천히 말해주세요,cheoncheonhi malhaejuseyo
Can you write it down,적어주실 수 있어요,jeogeo jusil su isseoyo
Please show me,보여주세요,boyeojuseyo
Can you explain,설명해주실 수 있어요,seolmyeonghae jusil su isseoyo
I need your advice,조언이 필요해요,joeoni piryohaeyo
Can you recommend something,추천해주실 수 있어요,chucheonhae jusil su isseoyo
Please take care of this,이거 처리해주세요,igeo cheorihae juseyo
Could you check this,이거 확인해주실 수 있어요,igeo hwaginhae jusil su isseoyo
Please fix this,이거 고쳐주세요,igeo gochyeojuseyo
Can you move over a bit,좀 비켜주실 수 있어요,jom bikyeojusil su isseoyo
Please lower your voice,목소리 좀 낮춰주세요,moksori jom najchwojuseyo
Could you open the window,창문 좀 열어주세요,changmun jom yeoreojuseyo
Please close the door,문 좀 닫아주세요,mun jom dadajuseyo
Can you turn off the light,불 좀 꺼주세요,bul jom kkeojuseyo
Please turn on the air conditioner,에어컨 좀 켜주세요,eeokon jom kyeojuseyo
Can you take a photo for me,사진 좀 찍어주세요,sajin jom jjigeojuseyo
Please hold this for me,이거 좀 잡아주세요,igeo jom jabajuseyo
Can you call me later,나중에 전화해줄 수 있어요,najunge jeonhwahaejul su isseoyo
Please text me the address,주소 문자로 보내주세요,juso munjaro bonaejuseyo
I'm sorry to bother you,귀찮게 해서 죄송해요,gwichanke haeseo joesonghaeyo
I hate to ask but,부탁하기 싫지만,butakhagi siljiman
If you have time,시간 되시면,sigan doesimyeon
When you get a chance,여유가 되실 때,yeoyuga doesil ttae
As soon as possible please,가능한 빨리 부탁해요,ganeunghan ppalli butakhaeyo
There's no rush,급하지 않아요,geupaji anayo
Take your time,천천히 하세요,cheoncheonhi haseyo
Whenever is convenient,편하실 때 해주세요,pyeonhasil ttae haejuseyo
I really appreciate it,정말 감사해요,jeongmal gamsahaeyo
I owe you one,신세 졌어요,sinse jyeosseoyo
I'll return the favor,나중에 꼭 갚을게요,najunge kkok gapeulgeyo
You're so kind,정말 친절하시네요,jeongmal chinjeolhasineyo
That would be great,그러면 감사하겠어요,geureomyeon gamsahagesseoyo
Sorry for the inconvenience,불편을 드려 죄송해요,bulpyeoneul deuryeo joesonghaeyo
I'll do my best,최선을 다할게요,choesoneul dahalgeyo
Leave it to me,저한테 맡겨주세요,jeohante matgyeojuseyo
I'll take care of it,제가 처리할게요,jega cheorihalgeyo
Consider it done,다 된 거나 마찬가지예요,da doen geona machangajiyeyo
No problem at all,전혀 문제없어요,jeonhyeo munjeopseoyo
Of course I can help,당연히 도와줄게요,dangyeonhi dowajulgeyo
Anything for you,당신을 위해서라면,dangsineul wihaeseoramyeon
Just let me know,말씀만 하세요,malseumman haseyo
I'm happy to help,도와줄 수 있어서 기뻐요,dowajul su isseoseo gippeoyo
Don't hesitate to ask,편하게 말해요,pyeonhage malhaeyo
I'm here for you,제가 있잖아요,jega itjanayo
What do you need,뭐 필요해요,mwo piryohaeyo
How can I assist you,어떻게 도와드릴까요,eotteoke dowadeurilkkayo
I'll gladly help,기꺼이 도와줄게요,gikkeoi dowajulgeyo
Anytime you need me,언제든 부르세요,eonjedeon bureuseyo
You can count on me,저를 믿으세요,jeoreul mideuseyo
