english_text,korean_text,romanization
I am thinking about quitting,퇴사를 생각하고 있어,toesareul saenggakago isseo
I decided to resign,퇴사를 결정했어,toesareul gyeoljeonghaesseo
I submitted my resignation letter,사직서를 제출했어,sajikseoreul jechulhaesseo
My last day is next Friday,마지막 근무일은 다음 금요일이야,majimak geunmuireun daeum geumyoiriya
I gave two weeks notice,2주 전에 통보했어,iju jeone tongbohaesseo
I cannot take it anymore,더 이상 못 참겠어,deo isang mot chamgetsseo
The work environment is toxic,근무 환경이 안 좋아,geunmu hwangyeongi an joa
I am burned out,번아웃이야,beonauasiya
I have no motivation left,의욕이 없어,uiyogi eopseo
My boss makes me want to quit,상사 때문에 퇴사하고 싶어,sangsa ttaemune toesahago sipeo
I am overworked and underpaid,일은 많고 월급은 적어,ireun manko wolgeubeuon jeogeo
I do not see a future here,여기서 미래가 안 보여,yeogiseo miraega an boyeo
I need a fresh start,새로운 시작이 필요해,saeroun sijagi piryohae
I found a better opportunity,더 좋은 기회를 찾았어,deo joeun gihoereul chajasseo
I got a job offer elsewhere,다른 곳에서 제안을 받았어,dareun goseseo jeaneul badasseo
I need to follow my passion,내 열정을 따라가야 해,nae yeoljeong-eul ttaragaya hae
I want to start my own business,창업하고 싶어,changeopage sipeo
I need time for myself,나를 위한 시간이 필요해,nareul wihan sigani piryohae
My health is suffering from this job,이 일 때문에 건강이 나빠져,i il ttaemune geongangi nappajyeo
I cannot grow in this position,이 자리에서 성장할 수 없어,i jarieseo seongjanghhal su eopseo
I prepared for this for a long time,오랫동안 준비했어,oraetdongan junbihaesseo
I told my boss today,오늘 상사에게 말했어,oneul sangsaege malhaesseo
My boss tried to convince me to stay,상사가 잡으려고 했어,sangsaga jabeuryeogo haesseo
They offered me a counteroffer,회사에서 역제안을 했어,hoesaeseo yeokjeaneul haesseo
I declined the counteroffer,역제안을 거절했어,yeokjeaneul geojeolhaesseo
My coworkers were surprised,동료들이 놀랐어,dongryodeuri nollasseo
I will miss my team,팀이 그리울 거야,timi griul geoya
I am having a farewell dinner,송별회를 해,songbyeolhoereul hae
My colleagues threw me a farewell party,동료들이 송별회를 열어줬어,dongryodeuri songbyeolhoereul yeoreojwosseo
I handed over my work,업무를 인수인계했어,eommureul insuingyehaesseo
I trained my replacement,후임자를 교육했어,huimjareul gyoyukhaesseo
I returned my company laptop,회사 노트북을 반납했어,hoesa noteubeugeul bannaphasseo
I cleaned out my desk,책상을 정리했어,chaeksangeul jeongrihaesseo
I said goodbye to everyone,모두에게 인사했어,moduege insahaesseo
It feels bittersweet,달콤 씁쓸해,dalkom sseupsseurh ae
I am relieved but also nervous,안도감도 있지만 불안하기도 해,andogamdo itjiman buranhagido hae
I have no regrets,후회는 없어,huhweneun eopseo
I did my best at this company,이 회사에서 최선을 다했어,i hoesaeseo choeseoneul dahaesseo
I learned so much here,여기서 정말 많이 배웠어,yeogiseo jeongmal mani baewosseo
I am grateful for the experience,경험에 감사해,gyeongheome gamsahae
New doors will open,새로운 문이 열릴 거야,saeroun muni yeollil geoya
Change is scary but necessary,변화는 무섭지만 필요해,byeonhwaneun museopjiman piryohae
I trust my decision,내 결정을 믿어,nae gyeoljeong-eul mideo
Taking a break before my next job,다음 직장 전에 쉴 거야,daeum jikjang jeone swil geoya
I will travel during the break,쉬는 동안 여행할 거야,swineun dongan yeohaenghal geoya
I updated my LinkedIn profile,링크드인 프로필을 업데이트했어,ringkeudein peuropireul eobdeiteuhaesseo
I am open to new opportunities,새로운 기회에 열려 있어,saeroun gihoee yeollyeo isseo
My last day was emotional,마지막 날이 감정적이었어,majimak nari gamjeongjeogiesseo
I wrote a farewell email,이별 이메일을 썼어,ibyeol imeireul sseosseo
Starting over is exciting,다시 시작하는 건 설레,dasi sijakhaneun geon seolle
I have enough savings for now,당분간 저축한 돈이 있어,dangbungan jeochukhan doni isseo
Quitting was the hardest decision,퇴사가 가장 어려운 결정이었어,toesaga gajang eoryeoun gyeoljeongiesseo
But it was the right one,하지만 맞는 결정이었어,hajiman manneun gyeoljeongiesseo
I will not look back,돌아보지 않을 거야,doraboji aneul geoya
Forward is the only direction,앞으로만 갈 거야,apeuroman gal geoya
Every ending leads to a new beginning,모든 끝은 새 시작을 만들어,modeun kkeuteun sae sijageul mandeureo
I deserve a job that makes me happy,나는 행복한 일을 할 자격이 있어,naneun haengbokan ireul hal jagyeogi isseo
Trust the process of change,변화의 과정을 믿어,byeonhwaui gwajeongeul mideo
My best chapters are still ahead,최고의 장은 아직 오지 않았어,choegoui jangeun ajik oji anasseo
Onward to bigger things,더 큰 것을 향해 앞으로,deo keun geoseul hyanghae apeuro
