english_text,korean_text,romanization
Smartphone,스마트폰,seumateupon
Cell phone,핸드폰,haendeupon
Screen,화면,hwamyeon
Touch screen,터치 스크린,teochi seukeurin
Home button,홈 버튼,hom beoteun
Lock screen,잠금 화면,jamgeum hwamyeon
Unlock,잠금 해제,jamgeum haeje
Fingerprint,지문,jimun
Face recognition,얼굴 인식,eolgul insik
Battery,배터리,baeteori
Charger,충전기,chungjeongi
Charging cable,충전 케이블,chungjeon keibeul
Wireless charging,무선 충전,museon chungjeon
Low battery,배터리 부족,baeteori bujok
My phone is dead,핸드폰 꺼졌어요,haendeupon kkeojyeosseoyo
Can I charge my phone here?,여기서 충전해도 돼요?,yeogiseo chungjeonhaedo dwaeyo
Phone case,폰 케이스,pon keiseu
Screen protector,액정 보호 필름,aekjeong boho pilreum
Camera,카메라,kamera
Front camera,전면 카메라,jeonmyeon kamera
Selfie,셀카,selka
Take a photo,사진 찍다,sajin jjikda
Record a video,동영상 찍다,dongyeongsang jjikda
Screenshot,화면 캡처,hwamyeon kaepcheo
Ringtone,벨소리,belsori
Vibration mode,진동 모드,jindong modeu
Silent mode,무음 모드,mueum modeu
Airplane mode,비행기 모드,bihaenggi modeu
Do not disturb,방해 금지,banghae geumji
Notification,알림,allim
Text message,문자 메시지,munja mesiji
Phone call,전화,jeonhwa
Missed call,부재중 전화,bujaejung jeonhwa
Data plan,데이터 요금제,deiteo yogeumje
Mobile data,모바일 데이터,mobail deiteo
I ran out of data,데이터가 다 됐어요,deiteoga da dwaesseoyo
Storage is full,저장 공간이 부족해요,jeojang gonggani bujokaeyo
Delete old photos,오래된 사진을 지우세요,oraedoen sajineul jiuseyo
Update the phone,폰 업데이트 하세요,pon eobdeiteu haseyo
Restart the phone,폰을 재부팅 하세요,poneul jaebutting haseyo
My phone is frozen,폰이 멈췄어요,poni meomchwosseoyo
The screen is cracked,화면이 깨졌어요,hwamyeoni kkaejyeosseoyo
I need to fix my phone,폰 수리해야 해요,pon surihaeya haeyo
Phone repair shop,폰 수리점,pon surijeom
New phone,새 폰,sae pon
Used phone,중고 폰,junggo pon
I got a new phone,새 폰 샀어요,sae pon sasseoyo
Transfer my data,데이터 옮기기,deiteo olmgigi
Back up your phone,폰 백업 하세요,pon baegop haseyo
Bluetooth,블루투스,beullutuseu
Connect to Bluetooth,블루투스 연결,beullutuseu yeongyeol
Hotspot,핫스팟,hatseuspot
QR code,큐알 코드,kyual kodeu
Scan the QR code,큐알 코드를 스캔하세요,kyual kodeureul seukaenhaseyo
NFC payment,엔에프씨 결제,enepussi gyeolje
Mobile payment,모바일 결제,mobail gyeolje
What phone do you use?,어떤 폰 써요?,eotteon pon sseoyo
My phone number is,제 전화번호는,je jeonhwabeonhoneun
Can I see your phone?,핸드폰 좀 볼 수 있을까요?,haendeupon jom bol su isseulkkayo
My phone is too slow,핸드폰이 너무 느려요,haendeuponi neomu neuryeoyo
I dropped my phone,핸드폰을 떨어뜨렸어요,haendeuponeul tteoreotteuryeosseoyo
