english_text,korean_text,romanization
YouTube,유튜브,yutyubeu
YouTuber,유튜버,yutyubeo
Subscriber,구독자,gudokja
Subscribe,구독하다,gudokada
Like,좋아요,joayo
Dislike,싫어요,sireoyo
Comment,댓글,daetgeul
Share,공유,gongyu
Notification bell,알림 벨,allim bel
Turn on notifications,알림 설정하세요,allim seoljeonghaseyo
Upload,업로드,eoplodeu
Video,영상,yeongsang
Thumbnail,썸네일,sseomnenil
Title,제목,jemok
Description,설명란,seolmyeongnan
Tags,태그,taegeu
Views,조회수,johoeshu
Watch time,시청 시간,sicheong sigan
Trending,인기 급상승,ingi geupsangseung
Recommended,추천 영상,chucheon yeongsang
Playlist,재생목록,jaesaeng mongnok
Channel,채널,chaeneo
Content creator,콘텐츠 크리에이터,kontencheu keurieiteo
Please subscribe,구독 부탁드려요,gudok butakdeuryeoyo
Hit the like button,좋아요 눌러주세요,joayo nulleojuseyo
Leave a comment,댓글 남겨주세요,daetgeul namgyeojuseyo
New video is up,새 영상 올렸어요,sae yeongsang ollyeosseoyo
Check out my channel,제 채널 확인해 주세요,je chaeneo hwaginhae juseyo
Link in description,설명란에 링크 있어요,seolmyeongnane ringkeu isseoyo
Live stream,라이브 방송,raibeu bangsong
Premiere,프리미어,peurimiro
Shorts,쇼츠,syocheu
Vlog,브이로그,beuirogeu
How-to video,방법 영상,bangbeop yeongsang
Review video,리뷰 영상,ribyu yeongsang
Unboxing,언박싱,eonbaksing
Collaboration,콜라보,kollabo
Edit the video,영상 편집하다,yeongsang pyeonjipada
Video editing,영상 편집,yeongsang pyeonjip
Filming,촬영,chwaryeong
Camera setup,카메라 세팅,kamera seting
Lighting setup,조명 세팅,jomyeong seting
Microphone,마이크,maikeu
Background music,배경 음악,baegyeong eumak
Copyright free music,저작권 없는 음악,jeojakkwon eomneun eumak
Monetization,수익 창출,suik changchul
Ad revenue,광고 수익,gwanggo suik
Sponsorship,협찬,hyeopchan
Algorithm,알고리즘,algorijeum
Going viral,바이럴 되다,baireol doeda
Million views,백만 조회,baekman johoe
Subscribe and like,구독과 좋아요,gudokgwa joayo
Community tab,커뮤니티 탭,keomyuniti taep
Membership,멤버십,membeosip
Super chat,슈퍼챗,syupeocat
Thank you for watching,시청해 주셔서 감사합니다,sicheongae jusyeoseo gamsahamnida
See you next time,다음에 또 만나요,daeume tto mannayo
What content should I make?,어떤 콘텐츠를 만들까요?,eotteon kontencheureul mandeulkkayo
I started a YouTube channel,유튜브 채널을 시작했어요,yutyubeu chaeneoreul sijakaesseoyo
My first video,첫 번째 영상,cheot beonjjae yeongsang
Please support me,응원해 주세요,eungwonhae juseyo
