english_text,korean_text,romanization
Where is the airport,공항이 어디예요,gonghang eodiyeyo
How do I get to the airport,공항에 어떻게 가요,gonghange eotteoke gayo
Check-in counter,탑승수속 카운터,tapseungsusok kaunteo
Where do I check in,체크인 어디서 해요,chekein eodiseo haeyo
I'd like to check in,체크인하고 싶어요,cheikinhago sipeoyo
Here is my passport,여기 여권이요,yeogi yeogwoniyo
Window seat please,창가 자리 주세요,changga jari juseyo
Aisle seat please,통로 자리 주세요,tongno jari juseyo
How many bags can I check,수하물 몇 개 부칠 수 있어요,suhamul myeot gae buchil su isseoyo
My luggage is overweight,짐이 무게 초과예요,jimi muge chogwayeyo
Where is the departure gate,탑승구가 어디예요,tapseungguga eodiyeyo
What gate number,몇 번 게이트예요,myeot beon geiteu yeyo
Boarding time,탑승 시간,tapseung sigan
The flight is delayed,비행기가 연착됐어요,bihaenggiga yeonchaek dwaesseoyo
The flight is cancelled,비행기가 결항됐어요,bihaenggiga gyeolhang dwaesseoyo
Where is immigration,출입국심사가 어디예요,churipguksimsaga eodiyeyo
Purpose of your visit,방문 목적이 뭐예요,bangmun mokjeogi mwoyeyo
I'm here for tourism,관광 목적이에요,gwangwang mokjeogieyo
I'm here on business,출장 왔어요,chuljang wasseoyo
How long will you stay,얼마나 머물 예정이에요,eolmana meomul yejeongieyo
Where is baggage claim,수하물 수취소가 어디예요,suhamul suchisoga eodiyeyo
My luggage is missing,제 짐이 없어요,je jimi eopseoyo
Where is the duty free shop,면세점이 어디예요,myeonsejeomi eodiyeyo
I'd like to buy duty free,면세품 사고 싶어요,myeonsepum sago sipeoyo
Where can I exchange money,환전소가 어디예요,hwanjeonsoga eodiyeyo
I'd like to exchange dollars,달러 환전하고 싶어요,dalleo hwanjeonhago sipeoyo
What's the exchange rate,환율이 어떻게 돼요,hwanyuri eotteoke dwaeyo
Where is the taxi stand,택시 타는 곳이 어디예요,taeksi taneun gosi eodiyeyo
Where is the airport bus stop,공항버스 정류장이 어디예요,gonghangbeoseu jeongnyujangi eodiyeyo
How do I get to the city,시내까지 어떻게 가요,sinaekkaji eotteoke gayo
Airport express train,공항 철도,gonghang cheoldo
Where is the SIM card shop,유심 파는 곳이 어디예요,yusim paneun gosi eodiyeyo
I need Wi-Fi,와이파이 필요해요,waipai piryohaeyo
Where is the information desk,안내데스크가 어디예요,annaedeskga eodiyeyo
I need a luggage cart,카트 좀 주세요,kateu jom juseyo
Please fasten your seatbelt,안전벨트 매주세요,anjeonbelteu maejuseyo
Please put your seat upright,좌석 세워주세요,jwaseok sewojuseyo
Can I have a blanket,담요 주세요,damyo juseyo
Can I have some water,물 좀 주세요,mul jom juseyo
What's for the in-flight meal,기내식이 뭐예요,ginaesigi mwoyeyo
Chicken or beef,치킨이요 소고기요,chikinieyo sogogieyo
Where is the restroom,화장실이 어디예요,hwajangsiri eodiyeyo
We are about to land,곧 착륙합니다,got changnyukamnida
Please remain seated,자리에 앉아 계세요,jarie anja gyeseyo
Arrival hall,도착 로비,dochak robi
Departure hall,출발 로비,chulbal robi
International terminal,국제선 터미널,gukjeseon teomineol
Domestic terminal,국내선 터미널,gungnaeseol teomineol
Transit area,환승 구역,hwanseung guyeok
I have a connecting flight,환승 비행기가 있어요,hwanseung bihaenggiga isseoyo
My flight leaves at 3 PM,비행기가 오후 3시에 출발해요,bihaenggiga ohu sesie chulbalhaeyo
How early should I arrive,몇 시간 전에 도착해야 해요,myeot sigan jeone dochakhaeya haeyo
I'm going to Korea,한국에 갈 거예요,hanguge gal geoyeyo
Have a safe flight,안전한 비행 되세요,anjeonhan bihaeng doeseyo
Book a round trip ticket,왕복 티켓 예매하다,wangbok tiket yemaehada
One way ticket,편도 티켓,pyeondo tiket
E-ticket confirmation,전자항공권 확인,jeonjahanggonggwon hwagin
Online check-in,온라인 체크인,ollain chekein
Travel insurance,여행자 보험,yeohaengja boheom
Pack your bags,짐 싸다,jim ssada
Bon voyage,좋은 여행 되세요,joeun yeohaeng doeseyo
