english_text,korean_text,romanization
Bird,새,sae
Magpie,까치,kkachi
Crow,까마귀,kkamagwi
Sparrow,참새,chamsae
Pigeon,비둘기,bidulgi
Swallow,제비,jebi
Eagle,독수리,doksuri
Hawk,매,mae
Owl,부엉이,bueongi
Crane,학,hak
Heron,왜가리,waegari
Stork,황새,hwangsae
Swan,백조,baekjo
Duck,오리,ori
Mandarin duck,원앙,wonang
Goose,거위,geowi
Pheasant,꿩,kkwong
Quail,메추리,mechuri
Chicken,닭,dak
Rooster,수탉,sutak
Hen,암탉,amtak
Chick,병아리,byeongari
Peacock,공작새,gongjaksae
Parrot,앵무새,aengmusae
Canary,카나리아,kanaria
Woodpecker,딱따구리,ttakttguri
Kingfisher,물총새,mulchongsae
Cuckoo,뻐꾸기,ppeokkugi
Seagull,갈매기,galmaegi
Pelican,펠리컨,pellikeon
Flamingo,플라밍고,peullaminggo
Penguin,펭귄,penggwin
Ostrich,타조,tajo
Robin,울새,ulsae
Nightingale,꾀꼬리,kkoekori
Lark,종달새,jongdalsae
Bluebird,파랑새,parangsae
Oriole,꾸꾸리,kkukkuri
Dove,비둘기,bidulgi
Falcon,송골매,songgolmae
Vulture,독수리,doksuri
Albatross,알바트로스,albateroseu
Migratory bird,철새,cheolsae
Resident bird,텃새,teotsae
Nest,둥지,dungji
Egg,알,al
Feather,깃털,gitteol
Wing,날개,nalgae
Beak,부리,buri
Birdsong,새소리,saesori
Chirping,지저귐,jijeogwim
Flying,비행,bihaeng
Migration,이동,idong
Birdwatching,탐조,tamjo
Bird cage,새장,saejang
Wild bird,야생 조류,yasaeng joryu
The bird is singing,새가 노래해요,saega noraehaeyo
The bird is flying,새가 날고 있어요,saega nalgo isseoyo
I saw a magpie,까치를 봤어요,kkachireul bwasseoyo
Birds are migrating,철새가 이동해요,cheolsaega idonghaeyo
