english_text,korean_text,romanization
Science,과학,gwahak
Space,우주,uju
Universe,우주,uju
Galaxy,은하,eunha
Milky Way,은하수,eunhasu
Solar system,태양계,taeyangye
Sun,태양,taeyang
Moon,달,dal
Star,별,byeol
Planet,행성,haengseong
Earth,지구,jigu
Mars,화성,hwaseong
Jupiter,목성,mokseong
Saturn,토성,toseong
Asteroid,소행성,sohaengseong
Comet,혜성,hyeseong
Black hole,블랙홀,beullaekol
Constellation,별자리,byeoljari
Satellite,위성,wiseong
Space station,우주정거장,ujujeonggeojang
Astronaut,우주비행사,ujubihaengsa
Rocket,로켓,roket
Space shuttle,우주왕복선,ujuwangbokseon
Launch,발사,balsa
Orbit,궤도,gwedo
Gravity,중력,jungnyeok
Weightlessness,무중력,mujungnyeok
Telescope,망원경,mangwongyeong
Observatory,천문대,cheonmundae
NASA,나사,nasa
Space exploration,우주 탐사,uju tamsa
Light year,광년,gwangnyeon
Speed of light,빛의 속도,bichui sokdo
Alien,외계인,oegyein
UFO,미확인 비행물체,mihwagin bihaengmulche
Physics,물리학,mulrihak
Chemistry,화학,hwahak
Biology,생물학,saengmulhak
Atom,원자,wonja
Molecule,분자,bunja
DNA,디엔에이,dienei
Gene,유전자,yujeonja
Evolution,진화,jinhwa
Experiment,실험,silheom
Laboratory,연구실,yeongusil
Hypothesis,가설,gaseol
Theory,이론,iron
Discovery,발견,balgyeon
Invention,발명,balmyeong
Research,연구,yeongu
Scientist,과학자,gwahakja
Nobel Prize,노벨상,nobesang
The universe is vast,우주는 광활해요,ujuneun gwanghwalhaeyo
Stars are fascinating,별은 신비로워요,byeoreun sinbirowoyo
I want to be an astronaut,우주비행사가 되고 싶어요,ujubihaengsaga doego sipeoyo
Space travel,우주여행,ujuyeohaeng
Artificial intelligence,인공지능,ingongjineung
Quantum computing,양자 컴퓨팅,yangja keompyuting
Science advances every day,과학은 매일 발전해요,gwahageun maeil baljeonhaeyo
Technology changes our lives,기술이 우리 삶을 바꿔요,gisuri uri sarmeul bakkwoyo
The moon is beautiful tonight,오늘 밤 달이 아름다워요,oneul bam dari areumdawoyo
