english_text,korean_text,romanization
Jeonse deposit,전세,jeonse
Monthly rent,월세,wolse
Deposit,보증금,bojeunggeum
Monthly payment,월 납입금,wol nabipgeum
Lease contract,임대차 계약서,imdaecha gyeyakseo
Landlord,집주인,jipjuin
Tenant,세입자,seipja
Real estate agency,부동산 중개소,budongsan junggaeso
Brokerage fee,중개 수수료,junggae susuryo
Contract renewal,계약 갱신,gyeyak gaengsin
Lease period,임대 기간,imdae gigan
Two-year lease,2년 계약,inyeon gyeyak
Deposit return,보증금 반환,bojeunggeum banhwan
Rent increase,월세 인상,wolse insang
Late payment,연체,yeonche
Penalty fee,위약금,wiyakgeum
Moving costs,이사 비용,isa biyong
Moving company,이삿짐 센터,isatjim senteo
Move-in inspection,입주 점검,ipju jeomgeom
Damage deposit,손해 보증금,sonhae bojeunggeum
Wear and tear,자연 마모,jayeon mamo
Repair responsibility,수리 책임,suri chaegim
Landlord responsibility,집주인 책임,jipjuin chaegim
Tenant responsibility,세입자 책임,seipja chaegim
Utility bills,공과금,gonggwageum
Electricity bill,전기세,jeonggise
Water bill,수도세,sudose
Gas bill,가스비,gasbi
Internet bill,인터넷 비용,inteonet biyong
Management office,관리 사무소,gwalli samuso
Building maintenance,건물 관리,geonmul gwalli
Monthly maintenance fee,월 관리비,wol gwanribi
Parking fee,주차비,juchabi
Communal expenses,공용 비용,gongyong biyong
Heating costs,난방비,nanbangbi
Cooling costs,냉방비,naengbangbi
Half-jeonse,반전세,banjeonse
Security deposit insurance,전세 보험,jeonse boheom
Housing loan,주택 담보 대출,jutaek dambo daechul
Jeonse loan,전세 자금 대출,jeonse jageum daechul
Interest rate,이자율,ijayul
Monthly interest,월 이자,wol ija
Bank loan,은행 대출,eunhaeng daechul
Down payment,계약금,gyeyakgeum
Middle payment,중도금,jungdogeum
Balance payment,잔금,jangeum
Registration,등기,deunggi
Transfer registration,전입 신고,jeonip singo
Resident registration,주민 등록,jumin deungnog
Confirmed date,확정일자,hwakjeongnilja
Priority repayment,우선 변제권,useon byeonjekkwon
Auction risk,경매 위험,gyeongmae wiheom
Housing protection law,주택임대차보호법,jutaek imdaecha bohobeop
Lease expiration,계약 만기,gyeyak mangi
Notice period,통보 기간,tongbo gigan
Early termination,조기 해지,jogi haeji
I want to sign a lease,계약하고 싶어요,gyeyakhago sipeoyo
When does the lease end,계약이 언제 끝나요,gyeyagi eonje kkeunnayo
Can I get my deposit back,보증금 돌려받을 수 있나요,bojeunggeum dollyeobadeul su innayo
The rent is too high,월세가 너무 비싸요,wolsega neomu bissayo
