english_text,korean_text,romanization
Welcome to our home,어서 오세요,eoseo oseyo
Please come in,들어오세요,deureooseyo
Please take off your shoes,신발을 벗어 주세요,sinbareul beoseo juseyo
Here are some slippers,여기 실내화 있어요,yeogi silnaehwa isseoyo
Please have a seat,앉으세요,anjeuseyo
Make yourself comfortable,편하게 계세요,pyeonhage gyeseyo
I brought a housewarming gift,집들이 선물을 가져왔어요,jipdeuri seonmureul gajyeowasseoyo
Thank you for inviting me,초대해 주셔서 감사합니다,chodaehae jusyeoseo gamsahamnida
Your home is beautiful,집이 정말 예뻐요,jibi jeongmal yeppeoyo
When did you move in,언제 이사하셨어요,eonje isahasyeosseoyo
Would you like something to drink,뭐 마실래요,mwo masillaeyo
I'll have some water please,물 주세요,mul juseyo
Would you like tea or coffee,차 드실래요 커피 드실래요,cha deusillaeyo keopi deusillaeyo
I'll make you some tea,차를 끓여 드릴게요,chareul kkeuryo deurilgeyo
Please try some fruit,과일 좀 드세요,gwail jom deuseyo
I prepared some snacks,간식을 준비했어요,gansigeul junbihaesseoyo
Please eat a lot,많이 드세요,mani deuseyo
Your apartment is really nice,아파트가 정말 좋네요,apateuga jeongmal jonne-yo
How many rooms do you have,방이 몇 개예요,bangi myeot gaeyeyo
The view from here is great,여기 전망이 좋아요,yeogi jeonmangi joayo
Which floor do you live on,몇 층에 사세요,myeot cheunge saseyo
Can I look around,둘러봐도 돼요,dulleobwado dwaeyo
The kitchen is spacious,부엌이 넓어요,bueoqi neolbeoyo
I like the interior design,인테리어가 마음에 들어요,interioga maeume deureoyo
Where did you get this furniture,이 가구는 어디서 샀어요,i gaguneun eodiseo sasseoyo
This is the living room,여기가 거실이에요,yeogiga geosilieyo
This is the bedroom,여기가 침실이에요,yeogiga chimsilieyo
The bathroom is over there,화장실은 저쪽이에요,hwajangsireun jeojjogieyo
Do you live alone,혼자 사세요,honja saseyo
I live with my family,가족과 함께 살아요,gajokgwa hamkke sarayo
The neighborhood is nice,동네가 좋아요,dongnnega joayo
Is there parking here,주차장이 있어요,juchajang-i isseoyo
The building has good facilities,건물 시설이 좋아요,geonmul siseori joayo
I should get going now,이제 가봐야 할 것 같아요,ije gabwaya hal geot gatayo
Thank you for having me,초대해 주셔서 감사해요,chodaehae jusyeoseo gamsahaeyo
Come visit my place next time,다음에 우리 집에도 놀러 오세요,daeume uri jibedo nolleo oseyo
I had a great time,정말 즐거웠어요,jeongmal jeulgeowosseoyo
Let me help clean up,정리하는 거 도와줄게요,jeongnihaneun geo dowajulgeyo
Don't worry about the dishes,설거지는 신경 쓰지 마세요,seolgeojineun singyeong sseuji maseyo
Please visit again,또 놀러 오세요,tto nolleo oseyo
I'll bring food next time,다음에 음식을 가져올게요,daeume eumsigeul gajyeoolgeyo
Your cooking is delicious,요리가 맛있어요,yoriga masisseoyo
Can I use the restroom,화장실 좀 써도 될까요,hwajansil jom sseodo doelkkayo
Where should I put my bag,가방을 어디에 놓을까요,gabangeul eodie noeulkkayo
It smells wonderful in here,좋은 냄새가 나요,joeun naemsaega nayo
You decorated it so well,꾸미기를 잘하셨어요,kkumigireul jalhasyeosseoyo
I love these curtains,이 커튼이 예쁘네요,i keoteoni yeppeuneyo
Is the rent expensive here,여기 월세가 비싸요,yeogi wolsega bissayo
How long is the lease,계약 기간이 얼마예요,gyeyak gigani eolmayeyo
It must be nice living here,여기 살면 좋겠다,yeogi salmyeon joketda
I'm jealous of your place,집이 부러워요,jibi bureowoyo
This is a great location,위치가 좋아요,wichiga joayo
Is there a supermarket nearby,근처에 마트가 있어요,geuncheoe mateuga isseoyo
The subway station is close,지하철역이 가까워요,jihacheollyeogi gakkawoyo
You have a lot of plants,식물이 많네요,singmuri manneyo
Your pet is so cute,반려동물이 너무 귀여워요,banryeodongmuri neomu gwiyeowoyo
Let me bring dessert next time,다음에 디저트를 가져올게요,daeume dijeoteureul gajyeoolgeyo
I really enjoyed the visit,정말 즐거운 시간이었어요,jeongmal jeulgeoun siganieosseoyo
Get home safely,조심해서 가세요,josimhaeseo gaseyo
Let's get together again soon,곧 또 만나요,got tto mannayoKorean hospitality is warm and generous,한국의 환대는 따뜻하고 넉넉해요,hangugui hwandaeneun ttatteuthago neongneokhaeyo
