english_text,korean_text,romanization
House hunting,집 구하기,jip guhagi
Real estate,부동산,budongsan
Real estate agent,공인중개사,gongin junggaesa
Apartment,아파트,apateu
Officetel,오피스텔,opiseutel
Studio apartment,원룸,wonrum
Villa (multi-unit),빌라,billa
Detached house,단독 주택,dandok jutaek
Townhouse,타운하우스,taunhauseu
Penthouse,펜트하우스,penteuhauseu
For rent,임대,imdae
For sale,매매,maemae
Moving in,입주,ipju
Moving out,퇴거,toegeo
Floor plan,평면도,pyeongmyeondo
Square footage,평수,pyeongsu
How many pyeong,몇 평이에요,myeot pyeongieyo
Monthly rent,월세,wolse
Deposit,보증금,bojeunggeum
Key money,전세,jeonse
Maintenance fee,관리비,gwanribi
Utilities,공과금,gonggwageum
Lease contract,임대 계약서,imdae gyeyakseo
Move-in date,입주일,ipjuil
Neighborhood,동네,dongne
Location,위치,wichi
Near the subway,지하철 근처,jihacheol geuncheo
Walking distance,도보 거리,dobo geori
Parking available,주차 가능,jucha ganeung
Elevator,엘리베이터,ellibeiteo
Security system,보안 시스템,boan siseutem
CCTV,씨씨티비,ssisstibi
Intercom,인터폰,inteopon
Balcony,베란다,beranda
Living room,거실,geosil
Bedroom,침실,chimsil
Kitchen,주방,jubang
Bathroom,화장실,hwajangsil
Storage room,창고,changgo
Rooftop,옥상,oksang
Basement,지하,jiha
Sunny side,남향,namhyang
Good ventilation,통풍 좋은,tongpung joeun
Noise level,소음,soeum
Quiet neighborhood,조용한 동네,joyonghan dongne
School district,학군,hakgun
Nearby amenities,주변 편의시설,jubyeon pyeonuisisol
Convenience store nearby,편의점 가까운,pyeonuijeom gakkaun
Supermarket nearby,마트 가까운,mateu gakkaun
Hospital nearby,병원 가까운,byeongwon gakkaun
I'm looking for a place,집을 구하고 있어요,jibeul guhago isseoyo
How much is the rent,월세가 얼마예요,wolsega eolmayeyo
Can I see the place,집 볼 수 있을까요,jip bol su isseulkkayo
When can I move in,언제 입주 가능해요,eonje ipju ganeunghaeyo
Is it furnished,가구가 있나요,gaguga innayo
Are pets allowed,반려동물 가능한가요,ballyeodongmul ganeunghangayo
How old is the building,건물 연식이 어떻게 돼요,geonmul yeomsigi eotteoke dwaeyo
What floor is it on,몇 층이에요,myeot cheungieyo
Is it available now,지금 입주 가능해요,jigeum ipju ganeunghaeyo
I'll take it,계약할게요,gyeyakalgeyo
