english_text,korean_text,romanization
Fairy tale,전래동화,jeollaedongwha
Once upon a time,옛날 옛적에,yennal yetjeoge
Long long ago,아주 먼 옛날에,aju meon yennare
Princess,공주,gongju
Prince,왕자,wangja
King,임금님,imgeumnim
Queen,왕비,wangbi
Tiger,호랑이,horangi
Rabbit,토끼,tokki
Fox,여우,yeou
Bear,곰,gom
Woodcutter,나무꾼,namukun
Fairy,선녀,seonnyeo
Angel,천사,cheonsa
Goblin,도깨비,dokkaebi
Magic,마법,mabeop
Magic wand,요술 봉,yosul bong
Treasure,보물,bomul
Gold,금,geum
Silver,은,eun
Magic lamp,요술 램프,yosul raempeu
Enchanted,마법에 걸린,mabeobe geollin
Cursed,저주에 걸린,jeojue geollin
Wish,소원,sowon
Three wishes,세 가지 소원,se gaji sowon
Happily ever after,행복하게 살았답니다,haengbokage saratdamnida
Moral of the story,이야기의 교훈,iyagiui gyohun
Greed,욕심,yoksim
Kindness,착한 마음,chakhan maeum
Punishment,벌,beol
Reward,상,sang
The Hare and the Tortoise,토끼와 거북이,tokkiwa geobuki
The Sun and the Moon,해와 달,haewa dal
The Grateful Tiger,은혜 갚은 호랑이,eunhye gapeun horangi
Heungbu and Nolbu,흥부와 놀부,heungbuwa nolbu
Shimcheong,심청전,simcheongjeon
Chunhyang,춘향전,chunhyangjeon
The Fairy and Woodcutter,선녀와 나무꾼,seonnyeowa namukun
Kongjwi and Patjwi,콩쥐 팥쥐,kongjwi patjwi
The Magic Pot,요술 항아리,yosul hangari
Good person,착한 사람,chakhan saram
Bad person,나쁜 사람,nappeun saram
Old man,노인,noin
Old woman,할머니,halmeoni
Mountain,산,san
River,강,gang
Forest,숲,sup
Cave,동굴,donggul
Palace,궁궐,gunggwol
Village,마을,maeul
The tiger spoke,호랑이가 말했어요,horangiga malhaesseoyo
The rabbit ran away,토끼가 도망갔어요,tokkiga domanggasseoyo
They lived happily,행복하게 살았어요,haengbokage sarasseoyo
The wish came true,소원이 이루어졌어요,sowoni irueojyeosseoyo
Tell me a story,이야기 해주세요,iyagi haejuseyo
What happened next,그 다음에 어떻게 됐어요,geu daeume eotteoke dwaesseoyo
The end,끝,kkeut
A long time ago,오래전에,oraejeone
It was a miracle,기적이었어요,gijeogieosseoyo
The magic worked,마법이 통했어요,mabeopi tonghaesseoyo
