english_text,korean_text,romanization
Car maintenance,자동차 정비,jadongcha jeongbi
Mechanic,정비사,jeongbisa
Auto repair shop,정비소,jeongbiso
Car inspection,자동차 검사,jadongcha geomsa
Regular maintenance,정기 점검,jeonggi jeomgeom
Oil change,엔진 오일 교환,enjin oil gyohwan
Engine,엔진,enjin
Transmission,변속기,byeonsokgi
Brake,브레이크,beureikeu
Brake pad,브레이크 패드,beureikeu paedeu
Tire,타이어,taieo
Tire rotation,타이어 위치 교환,taieo wichi gyohwan
Flat tire,타이어 펑크,taieo peongkeu
Spare tire,여분의 타이어,yeobunui taieo
Battery,배터리,baeteori
Dead battery,방전된 배터리,bangjeon doen baeteori
Jump start,점프 시동,jeompeu sidong
Alternator,발전기,baljeongi
Radiator,라디에이터,radiei teo
Coolant,냉각수,naenggaksu
Air filter,에어 필터,eeo pilteo
Spark plug,점화 플러그,jeomhwa peulleogeu
Exhaust,배기,baegi
Muffler,머플러,meopeulleo
Suspension,서스펜션,seoseupensyeon
Shock absorber,쇼크 업소버,syokeu eopsobeo
Steering wheel,핸들,haendeul
Power steering,파워 스티어링,paweo seutieoring
Windshield wiper,와이퍼,waipeo
Headlight,전조등,jeonjodeung
Tail light,후미등,humideung
Turn signal,방향지시등,banghyangjisideung
Side mirror,사이드 미러,saideu mireo
Rearview mirror,룸미러,rummireo
Dashboard,계기판,gyegipan
Warning light,경고등,gyeonggodeung
Check engine light,엔진 경고등,enjin gyeonggodeung
My car is making a strange noise,차에서 이상한 소리가 나요,chaeseo isanghan soriga nayo
The brakes are not working well,브레이크가 잘 안 들어요,beureikuga jal an deureoyo
The engine won't start,시동이 안 걸려요,sidongi an geollyeoyo
The battery is dead,배터리가 방전됐어요,baeteoriga bangjeon dwaesseoyo
I got a flat tire,타이어가 펑크 났어요,taieoga peongkeu nasseoyo
How much will the repair cost?,수리비가 얼마예요?,suribiga eolmayeyo
How long will it take?,수리 시간이 얼마나 걸려요?,suri sigani eolmana geollyeoyo
Can you check my car?,제 차 좀 봐주세요,je cha jom bwajuseyo
When was the last oil change?,마지막 오일 교환이 언제였어요?,majimak oil gyohwani eonjeoyeosseoyo
The car needs a tune-up,차 정비를 받아야 해요,cha jeongbireul badaya haeyo
Change the tires,타이어를 교체하세요,taieoreul gyochehaseyo
The air conditioner is broken,에어컨이 고장 났어요,eeokoni gojang nasseoyo
The heater is not working,히터가 안 돼요,hiteoga an dwaeyo
I need a tow truck,견인차가 필요해요,gyeoninchaga piryohaeyo
Call roadside assistance,긴급 출동 서비스를 불러주세요,gingeup chuldong seobiseureul bulleojuseyo
Car insurance,자동차 보험,jadongcha boheom
Extended warranty,연장 보증,yeonjang bojeung
Original parts,정품 부품,jeongpum bupum
Used parts,중고 부품,junggo bupum
The repair is done,수리가 끝났어요,suriga kkeunnasseoyo
Please maintain your car regularly,정기적으로 차량 점검하세요,jeonggijeogeuro charyang jeomgeomhaseyo
How often should I change the oil?,오일 교환은 얼마나 자주 해요?,oil gyohwaneun eolmana jaju haeyo
The engine is overheating,엔진이 과열됐어요,enjini gwayeoldwaesseoyo
Where is the nearest repair shop?,가장 가까운 정비소가 어디예요?,gajang gakkaun jeongbisoga eodiyeyo
