english_text,korean_text,romanization
Let's go drinking,술 마시러 가자,sul masireo gaja
Cheers,건배,geonbae
One shot,원샷,wonsyat
Bottoms up,쭉 들이켜,jjuk deurikyeo
I'll pour you a drink,제가 따라 드릴게요,jega ttara deurilgeyo
Please pour me a drink,한 잔 따라 주세요,han jan ttara juseyo
Turn your head when drinking,고개 돌려서 마셔,gogae dollyeoseo masyeo
Use two hands to receive,두 손으로 받으세요,du sonuro badeuseyo
First round,1차,ilcha
Second round,2차,icha
Third round,3차,samcha
Shall we go to another place,2차 갈까?,icha galkka
I'm getting tipsy,살짝 취했어,saljjak chwihasseo
I'm drunk,나 취했어,na chwihasseo
I'm completely wasted,만취했어,manchwihasseo
I can't drink much,나 술 잘 못해,na sul jal mothae
I can hold my liquor,나 술 잘 마셔,na sul jal masyeo
Drinking game,술 게임,sul geim
Let's play a drinking game,술 게임 하자,sul geim haja
Rock paper scissors drink,가위바위보 술 게임,gawibawibo sul geim
Love shot together,러브샷 하자,reobeu syat haja
Bomb shot,폭탄주,poktanju
Soju bomb,소맥,somaek
Mix soju and beer,소주랑 맥주 섞자,sojurang maekju seokja
One more bottle,한 병 더,han byeong deo
One more glass,한 잔 더,han jan deo
This is my treat,오늘 내가 쏜다,oneul naega ssonda
Let's split the bill,나눠 내자,nanwo naeja
Anju side dish,안주,anju
What should we order for anju,안주 뭐 시킬까,anju mwo sikilkka
Dried squid snack,마른 안주,mareun anju
Chicken and beer,치맥,chimaek
Pork belly with soju,삼겹살에 소주,samgyeopsare soju
I have a hangover,나 숙취야,na sukchwiya
Hangover soup,해장국,haejanguk
I need hangover relief,해장해야 돼,haejanghaeya dwae
I blacked out last night,어젯밤 필름이 끊겼어,eojetbam pilmeumi kkeungyeosseo
Don't drink too much,너무 많이 마시지 마,neomu mani masiji ma
Know your limit,적당히 마셔,jeokdanghi masyeo
I'm the designated driver,나 오늘 운전이야,na oneul unjeoniya
I'll call a taxi,택시 부를게,taeksi bureulge
Call a designated driver,대리운전 부르자,daeriunjon bureuja
Water please,물 주세요,mul juseyo
I need some fresh air,바람 좀 쐬자,baram jom ssoeja
My face is red,얼굴이 빨개졌어,eolguri ppalgaejyeosseo
I get red when I drink,나 술 마시면 빨개져,na sul masimyeon ppalgaejyeo
Who's paying today,오늘 누가 내?,oneul nuga nae
The elder pays,선배가 쏩니다,senbaega ssopnida
Let's drink makgeolli,막걸리 마시자,makgeolli masija
Soju tastes good today,오늘 소주 맛있다,oneul soju masitda
Another round of beer,맥주 한 잔 더 주세요,maekju han jan deo juseyo
This bar is nice,이 술집 좋다,i suljip jota
Let's find a good bar,좋은 술집 찾자,joeun suljip chatja
Drinking alone,혼술,honsul
Drinking together,같이 한 잔 하자,gachi han jan haja
Empty glass means refill,빈 잔에 따라줘,bin jane ttarajwo
Toast to our friendship,우정을 위하여,ujeongeul wihayeo
Toast to good health,건강을 위하여,geongangeul wihayeo
Sober up before going home,좀 깨고 가,jom kkaego ga
I'm never drinking again,다시는 술 안 마실 거야,dasineun sul an masil geoya
Famous last words,내일도 또 마실 거잖아,naerildo tto masil geojana
