english_text,korean_text,romanization
The tip-off starts the game,점프볼로 경기가 시작돼요,jeompeubollo gyeonggiga sijakdwaeyo
He made a three-pointer,3점슛을 넣었어요,samjeomsyuseul noeosseoyo
Free throw from the line,자유투를 던져요,jayutureul deonjyeoyo
The dunk was incredible,덩크가 대단했어요,deongkeuga daedanhaesseoyo
He drove to the basket,바스켓으로 돌파했어요,baseuketseuro dolpahaesseoyo
The layup was smooth,레이업이 부드러웠어요,reieobi budeureowosseoyo
He blocked the shot,블로킹을 했어요,beullokkingeul haesseoyo
The rebound goes to our team,리바운드는 우리 팀이에요,ribaundeun uri timieyo
The assist was perfect,어시스트가 완벽했어요,eosiseuteuga wanbyeokhaesseoyo
He stole the ball,스틸을 했어요,seutireul haesseoyo
Turnover by the point guard,포인트가드가 턴오버를 했어요,pointeugardeuga teonobeoreul haesseoyo
The shot clock is running out,슛 클락이 다 돼가요,syut keullagi da dwaegayo
He called a timeout,타임아웃을 불렀어요,taimauseul bulleosseoyo
The first quarter ended,1쿼터가 끝났어요,ilkwoteoga kkeunnasseoyo
Halftime show is fun,하프타임 쇼가 재미있어요,hapeutaim syoga jaemiisseoyo
The fourth quarter is crucial,4쿼터가 중요해요,sakwoteoga jungyohaeyo
Overtime period begins,연장전이 시작돼요,yeonjangjeon-i sijakdwaeyo
The buzzer-beater won the game,부저비터로 이겼어요,bujeobiteoro igyeosseoyo
The center controls the paint,센터가 페인트존을 지배해요,sentaega peinteujon-eul jibaehaeyo
The shooting guard is hot,슈팅가드가 잘하고 있어요,syutinggadeuga jalhago isseoyo
The small forward is versatile,스몰포워드가 다재다능해요,seumolpowodeuga dajaedaneunghaeyo
The power forward is strong,파워포워드가 힘이 세요,pawopowodeuga himi seyo
Pick and roll play,픽앤롤 플레이,pigaen rol peullei
The screen was set,스크린을 걸었어요,seukeurineul georeosseoyo
Fast break opportunity,속공 찬스에요,sokgong chanseueyo
The full court press is on,풀코트 프레스를 해요,pulkoteu peuresereul haeyo
Zone defense is active,지역 방어를 하고 있어요,jiyeok bangeoreul hago isseoyo
Man-to-man defense,대인 방어,daein bangeo
The shot was contested,수비에 방해를 받았어요,subie banghae-reul badasseoyo
Double dribble violation,더블 드리블 바이올레이션,deobeur deuribeul baiolleisyeon
Traveling was called,트래블링이에요,teuraebeuringieyo
Technical foul on the coach,코치에게 테크니컬 파울,kochiiege tekeunikeol paul
Flagrant foul ejection,악의적 파울로 퇴장,aguijeok paullo toejang
The and-one play,앤드원 플레이,aendeu won peullei
He's shooting from downtown,장거리 슛을 쐈어요,janggori syuseul sswasseoyo
The alley-oop was spectacular,앨리웁이 대단했어요,aelliupi daedanhaesseoyo
The crossover was deadly,크로스오버가 끝내줬어요,keuroseu oboga kkeutnajwosseoyo
Behind the back pass,비하인드 더 백 패스,bihaindeu deo baek paeseu
No-look pass was amazing,노룩 패스가 놀라웠어요,noruk paesga nollawosseoyo
The fadeaway jumper,페이드어웨이 점프슛,peide-owei jeompeu syut
The hook shot is old school,훅샷은 올드스쿨이에요,huksyaseun oldeu sukurieyo
Sixth man off the bench,6번째 선수가 벤치에서 나왔어요,yukbeonjjae seonsuga benchieseo nawasseoyo
The draft lottery is tonight,드래프트 추첨이 오늘 밤이에요,deuraepeuteu chucheoemi oneul bamieyo
The rookie is promising,신인 선수가 유망해요,sinin seonsuga yumanghaeyeo
The veteran led the team,베테랑이 팀을 이끌었어요,beterangi timeul ikkeureosseoyo
MVP of the finals,결승전 MVP,gyeolseungjeon embuipi
The KBL season is exciting,KBL 시즌이 신나요,keibiel sijeuni sinnayo
March Madness is thrilling,3월의 광란이 짜릿해요,samwolui gwangnani jjaritaeyo
The triple-double achievement,트리플더블을 달성했어요,teuripeur deobeureul dalseonghasseoyo
Basketball requires stamina,농구는 체력이 중요해요,nongguneun cheryeogi jungyohaeyo
Dribble low and fast,낮게 빠르게 드리블해요,natge ppareuge deuribeulhaeyo
Boxing out for the rebound,박싱아웃으로 리바운드를 잡아요,baksingauseuro ribaundereul jabayo
The court is well-maintained,코트 상태가 좋아요,koteu sangtaega joayo
Shoot with confidence,자신감 있게 슛해요,jashin gam itge syutaeyo
Pass the ball quickly,빠르게 패스해요,ppareuge paeseu haeyo
Move without the ball,공 없이 움직여요,gong eopsi umjigyeoyo
The game plan is working,작전이 통하고 있어요,jakjeon-i tonghago isseoyo
Defense wins championships,수비가 우승을 만들어요,subiga useungeul mandeureoyo
Every possession matters,모든 공격이 중요해요,modeun gonggyeogi jungyohaeyo
Basketball is life,농구는 인생이에요,nongguneun insaengieyoBasketball teaches teamwork
