english_text,korean_text,romanization
Elderly person,어르신,eoreusin
Grandfather,할아버지,harabeoji
Grandmother,할머니,halmeoni
Respectful speech,존댓말,jondaenmal
Please sit down,앉으세요,anjeuseyo
How are you feeling,건강하세요,geonganghaseyo
Take care of your health,건강 조심하세요,geongang josimhaseyo
I will carry it for you,제가 들어 드릴게요,jega deureo deurilgeyo
Please eat,드세요,deuseyo
Let me help you,도와 드릴게요,dowa deurilgeyo
Senior citizen,노인,noin
Retirement home,양로원,yangnowon
Filial piety,효도,hyodo
Showing respect,공경,gonggyeong
Longevity,장수,jangsu
Wisdom of elders,연륜,yeonnyun
Experience,경험,gyeongheom
Traditional values,전통적 가치,jeontongjeok gachi
Elder care,노인 돌봄,noin dolbom
Respect for age,연장자 존중,yeonjangja jonjung
May you live long,오래 사세요,orae saseyo
I bow to you,절 올립니다,jeol ollipnida
Please have some tea,차 드세요,cha deuseyo
Are you comfortable,편하세요,pyeonhaseyo
I will visit you,찾아뵙겠습니다,chajaboegesseumnida
It's been a long time,오랜만이에요,oraenmanieyo
Please rest,쉬세요,swiseyo
I'll see you off,배웅해 드릴게요,baeunghae deurilgeyo
Let me open the door,문 열어 드릴게요,mun yeoreo deurilgeyo
Please go first,먼저 가세요,meonjeo gaseyo
Senior discount,경로 할인,gyeongno harin
Priority seat,경로석,gyeongnoseok
Silver generation,실버 세대,silbeo sedae
Health supplement,건강 보조 식품,geongang bojo sikpum
Morning exercise,아침 운동,achim undong
Walking stick,지팡이,jipangi
Hearing aid,보청기,bocheonggi
Reading glasses,돋보기 안경,dotbogi angyeong
Blood pressure,혈압,hyeorap
Diabetes,당뇨,dangnyo
Joint pain,관절통,gwanjeoltong
Back pain,허리 통증,heori tongjeung
Memory,기억력,gieongnyeok
Senior center,경로당,gyeongnodang
Pension,연금,yeongeum
Social welfare,사회 복지,sahoe bokji
Volunteer for elders,노인 봉사,noin bongsa
Family gathering,가족 모임,gajok moim
Holiday visit,명절 방문,myeongjeol bangmun
Deep bow,큰절,keunjeol
New Year's bow,세배,sebae
Gift for elders,어르신 선물,eoreusin seonmul
Homemade food,집밥,jipbap
Warm blanket,따뜻한 이불,ttatteutan ibul
Hot pack,핫팩,hatpaek
Phone call,안부 전화,anbu jeonhwa
I miss you,보고 싶어요,bogo sipeoyo
Thank you always,항상 감사합니다,hangsang gamsahamnida
Stay healthy please,건강하게 지내세요,geonganghage jinaeseyo
I love you,사랑합니다,saranghamnida
