english_text,korean_text,romanization
I need to see a dentist,치과에 가야 해요,chigwae gaya haeyo
I have a toothache,이가 아파요,iga apayo
My tooth is throbbing,이가 욱신거려요,iga uksingeoryeoyo
I have a cavity,충치가 있어요,chungchiga isseoyo
I need a filling,이를 때워야 해요,ireul ttaewoya haeyo
The filling fell out,때운 게 빠졌어요,ttaeun ge ppajyeosseoyo
I need a root canal,신경 치료를 받아야 해요,singyeong chiroreul badaya haeyo
I need to pull this tooth,이를 발치해야 해요,ireul balchihaeya haeyo
I want to get braces,교정을 하고 싶어요,gyojeongeul hago sipeoyo
I have braces,교정기를 하고 있어요,gyojeonggireul hago isseoyo
When can I remove the braces,교정기를 언제 빼요,gyojeonggireul eonje ppaeyo
I want to whiten my teeth,치아 미백을 하고 싶어요,chia mibaeegeul hago sipeoyo
I need teeth cleaning,스케일링을 받아야 해요,seukeillingeul badaya haeyo
How often should I get scaling,스케일링은 얼마나 자주 해야 해요,seukeillingeun eolmana jaju haeya haeyo
My gums are bleeding,잇몸에서 피가 나요,inmomeseo piga nayo
My gums are swollen,잇몸이 부었어요,inmomi bueosseoyo
I have gum disease,잇몸 질환이 있어요,inmom jilhwani isseoyo
I chipped my tooth,이가 깨졌어요,iga kkaejyeosseoyo
I need a dental crown,크라운을 씌워야 해요,keurauneul ssiwoya haeyo
I need an implant,임플란트를 해야 해요,impeullantereul haeya haeyo
How much does an implant cost,임플란트 비용이 얼마예요,impeullanteu biyongi eolmayeyo
Open your mouth wide,입을 크게 벌리세요,ibeul keuge beolliseyo
Rinse your mouth,입을 헹구세요,ibeul henggeuseyo
Spit it out,뱉으세요,baeteuseyo
Does it hurt here,여기가 아프세요,yeogiga apeuseyo
It hurts a little,좀 아파요,jom apayo
It's very painful,많이 아파요,mani apayo
I'm afraid of the dentist,치과가 무서워요,chigwaga museowoyo
Will it hurt,아플까요,apeulkkayo
I need anesthesia,마취가 필요해요,machwiga piryohaeyo
The numbness is wearing off,마취가 풀리고 있어요,machwiga pulligo isseoyo
Don't eat until the numbness goes away,마취가 풀릴 때까지 먹지 마세요,machwiga pullil ttaekkaji meokji maseyo
I need to get an x-ray,엑스레이를 찍어야 해요,eksereireul jjigeoya haeyo
The x-ray shows a cavity,엑스레이에 충치가 보여요,eksereie chungchiga boyeoyo
I need a temporary filling,임시 때움이 필요해요,imsi ttaeumi piryohaeyo
I have sensitive teeth,이가 시려요,iga siryeoyo
Cold food makes my teeth hurt,차가운 음식을 먹으면 이가 시려요,chagaun eumsigeul meogeumyeon iga siryeoyo
I grind my teeth at night,밤에 이를 갈아요,bame ireul garayo
I need a night guard,나이트 가드가 필요해요,naiteu gadeuga piryohaeyo
My wisdom teeth are coming in,사랑니가 나고 있어요,sarangniga nago isseoyo
I need to remove my wisdom teeth,사랑니를 빼야 해요,sarangnireul ppaeya haeyo
Brush your teeth twice a day,하루에 두 번 이를 닦으세요,harue du beon ireul dakkeuseyo
Use dental floss daily,매일 치실을 사용하세요,maeil chisireul sayonghaseyo
Use mouthwash regularly,정기적으로 구강 세정제를 쓰세요,jeonggijeog-euro gugang sejeongjereul sseuseyo
I have bad breath,입 냄새가 나요,ip naemsaega nayo
This toothpaste is effective,이 치약은 효과가 좋아요,i chiyageun hyogwaga joayo
I use an electric toothbrush,전동 칫솔을 써요,jondong chitsoreul sseoyo
Replace your toothbrush every three months,3개월마다 칫솔을 교체하세요,samgaewolmada chitsoreul gyochehaseyo
The dental insurance covers scaling,치과 보험으로 스케일링이 돼요,chigwa boheomeuro seukeilling-i dwaeyo
Regular dental checkups are important,정기 검진이 중요해요,jeonggi geomjini jungyohaeyo
Please make a follow-up appointment,다음 예약을 잡아주세요,daeum yeyageul jabajuseyo
I'll come back next week,다음 주에 다시 올게요,daeum jue dasi olgeyo
Take care of your teeth,치아 건강을 챙기세요,chia geongangeul chaengiseyo
Good dental hygiene prevents problems,올바른 구강 관리가 질환을 예방해요,olbareun gugang gwanriga jilhwaneul yebanghaeyo
My teeth feel much better now,이가 훨씬 나아졌어요,iga hwolssin naajyeosseoyo
Thank you doctor,감사합니다 선생님,gamsahamnida seonsaengnim
Dental health is overall health,치아 건강이 전신 건강이에요,chia geongangi jeonsin geongangie-yo
Flossing is as important as brushing,치실이 칫솔만큼 중요해요,chisiri chitsolmankeum jungyohaeyo
Prevention is better than treatment,예방이 치료보다 좋아요,yebangi chiroboda joayoVisit the dentist regularly,정기적으로 치과에 가세요,jeonggijeog-euro chigwae gaseyo
A healthy smile is beautiful,건강한 미소가 아름다워요,geonganhan misoga areumdawoyo
