english_text,korean_text,romanization
Let's go get dessert,디저트 먹으러 가자,dijeoteu meogeureo gaja
I'd like bingsu please,빙수 하나 주세요,bingsu hana juseyo
I'd like patbingsu,팥빙수 주세요,patbingsu juseyo
I'd like mango bingsu,망고빙수 주세요,manggobingsu juseyo
I'd like a hotteok,호떡 하나 주세요,hotteok hana juseyo
I'd like bungeoppang,붕어빵 주세요,bungeoppang juseyo
The bungeoppang is filled with red bean,붕어빵 속에 팥이 들어 있어요,bungeoppang soge pati deureo isseoyo
I'd like a cream-filled one,슈크림 맛으로 주세요,syukeurim maseuro juseyo
I'd like tteok,떡을 먹고 싶어요,tteogeul meokgo sipeoyo
I love rice cakes,떡이 정말 좋아요,tteogi jeongmal joayo
I'd like songpyeon,송편을 먹고 싶어요,songpyeoneul meokgo sipeoyo
I'd like injeolmi,인절미 주세요,injeolmi juseyo
I'd like yakgwa,약과 주세요,yakgwa juseyo
Yakgwa is trending these days,요즘 약과가 유행이에요,yojeum yakgwaga yuhaengieyo
I'd like some dalgona candy,달고나 하나 주세요,dalgona hana juseyo
Don't break the shape,모양을 깨지 마세요,moyangeul kkaeji maseyo
I'd like a Korean pancake,전을 먹고 싶어요,jeoneul meokgo sipeoyo
I'd like hodugwaja,호두과자 주세요,hodugwaja juseyo
I'd like gyeongdan,경단을 먹고 싶어요,gyeongdaneul meokgo sipeoyo
This is so sweet,진짜 달아요,jinjja darayo
This is not too sweet,너무 달지 않아서 좋아요,neomu dalji anaseo joayo
The texture is chewy,식감이 쫄깃해요,sikgami jjolgitaeyo
The red bean paste is smooth,팥앙금이 부드러워요,patanggemi budeureoweoyo
I'd like a slice of cake,케이크 한 조각 주세요,keikeu han jogak juseyo
I'd like a strawberry cake,딸기 케이크 주세요,ttalgi keikeu juseyo
I'd like a chocolate cake,초코 케이크 주세요,choko keikeu juseyo
I'd like some macarons,마카롱 주세요,makarong juseyo
I'd like some cookies,쿠키 주세요,kuki juseyo
I'd like a croissant,크루아상 주세요,keuruasang juseyo
I'd like a scone,스콘 주세요,seukon juseyo
Which flavor do you recommend?,어떤 맛을 추천해요?,eotteon maseul chucheonhaeyo?
What's your best seller?,여기 인기 메뉴가 뭐예요?,yeogi ingi menyuga mwoyeyo?
Can I get it to go?,포장해 주세요,pojanghae juseyo
I'll eat here,여기서 먹을게요,yeogiseo meogeulgeyo
This is Instagram-worthy,이거 인스타 감이다,igeo inseuta gamida
Let me take a photo first,사진 먼저 찍자,sajin meonjeo jjikja
This cafe is famous for desserts,이 카페는 디저트로 유명해요,i kapeneun dijoteuro yumyeonghaeyo
I have a sweet tooth,저는 단 걸 좋아해요,jeoneun dan geol joahahaeyo
I'm on a diet but I'll cheat today,다이어트 중인데 오늘은 치팅하자,daieteou jungende oneureun chitinghaja
One bite won't hurt,한 입만 먹자,han ipman meokja
This is addictive,이거 중독성 있어,igeo jungdokseong isseo
I want to try all the flavors,모든 맛을 다 먹어보고 싶어,modeun maseul da meogeobogo sipeo
The presentation is beautiful,플레이팅이 예뻐요,peulleitingi yeppeoyo
This melts in your mouth,입에서 살살 녹아요,ibeseo salsal nogayo
The cream is rich,크림이 진해요,keurimi jinhaeyo
I'll have what they're having,저 사람이 먹는 거 주세요,jeo sarami meongneun geo juseyo
Is this gluten-free?,이거 글루텐프리예요?,igeo geullutenpeuri-yeyo?
Do you have vegan options?,비건 메뉴 있어요?,bigeon menyu isseoyo?
I'd like a fruit tart,과일 타르트 주세요,gwail tareuteu juseyo
I'd like some gelato,젤라토 주세요,jellato juseyo
Let's get some churros,츄러스 먹자,chyureoseu meokja
I'd like a waffle,와플 주세요,wapeul juseyo
I love Korean traditional desserts,한국 전통 디저트가 좋아요,hanguk jeontong dijoteuga joayo
Let's share this dessert,이 디저트 나눠 먹자,i dijeoteu nanwo meokja
I bought dessert for everyone,다 같이 먹으라고 디저트 샀어요,da gachi meogeurago dijoteu sasseoyo
Everything looks delicious,다 맛있어 보여요,da masisseo boyeoyo
I can't decide what to get,뭘 고를지 모르겠어요,mwol goreulji moreugesseoyo
I'll have one of each,하나씩 다 주세요,hanassik da juseyo
This was the perfect ending to our meal,식후 디저트로 딱이야,sikhu dijoteuro ttak-iya
