english_text,korean_text,romanization
Night market,야시장,yasijang
Street food,길거리 음식,gilgeori eumsik
Tteokbokki,떡볶이,tteokbokki
Fish cake skewer,어묵 꼬치,eomuk kkochi
Fried chicken,치킨,chikin
Grilled skewers,꼬치구이,kkochigui
Egg bread,계란빵,gyeranbang
Hotteok,호떡,hotteok
Tornado potato,회오리 감자,hoeri gamja
Cotton candy,솜사탕,somsatang
How much is this?,이거 얼마예요?,igeo eolmayeyo
One please,하나 주세요,hana juseyo
Two servings please,이인분 주세요,iinbun juseyo
Is it spicy?,매워요?,maewoyo
It is delicious,맛있어요,masisseoyo
It smells good,냄새가 좋아요,naemsaega joayo
Can I try a sample?,시식해도 돼요?,sisikhaedo dwaeyo
Please give me more,더 주세요,deo juseyo
I will pay by card,카드로 할게요,kadeuro halgeyo
I will pay with cash,현금으로 할게요,hyeongeumeuro halgeyo
It is too hot to eat,너무 뜨거워요,neomu tteugeowoyo
Let it cool down first,좀 식혀서 드세요,jom sikyeoseo deuseyo
Soju,소주,soju
Draft beer,생맥주,saengmaekju
Makgeolli,막걸리,makgeolli
Cheers,건배,geonbae
Side dish,안주,anju
Grilled intestines,곱창,gopchang
Blood sausage,순대,sundae
Spicy rice cake,떡볶이,tteokbokki
Dumplings,만두,mandu
Fried dumpling,군만두,gunmandu
Steamed dumpling,찐만두,jjinmandu
Let's eat while walking,걸으면서 먹자,georeumyeonseo meokja
The line is long,줄이 길어요,juri gireoyo
Is there a table?,테이블 있어요?,teibeul isseoyo
Napkin please,냅킨 주세요,naepkin juseyo
Water please,물 주세요,mul juseyo
Where is the bathroom?,화장실 어디예요?,hwajangsil eodiyeyo
This is a popular spot,여기 인기 많아요,yeogi ingi manayo
What do you recommend?,추천 메뉴가 뭐예요?,chucheon menyuga mwoyeyo
I will have the same,같은 거 주세요,gateun geo juseyo
It is really tasty,진짜 맛있다,jinjja masitda
My stomach is full,배불러요,baebulleoyo
One more please,하나 더 주세요,hana deo juseyo
Can I get a bag?,봉투 주세요,bongtu juseyo
Takeout please,포장해 주세요,pojanghae juseyo
Let's try that stall,저 가게 가보자,jeo gage gaboja
The atmosphere is lively,분위기가 활기차요,bunwigiga hwalgichayo
Let's look around more,더 둘러보자,deo dulleoboja
There are so many choices,종류가 정말 많아요,jongnyuga jeongmal manayo
Sweet and salty,달고 짭짤한,dalgo jjapjjalhan
Crispy outside soft inside,겉은 바삭하고 속은 촉촉해요,geoteun basakago sogeun chokchokaeyo
Fresh ingredients,신선한 재료,sinsonhan jaeryo
Homemade sauce,수제 소스,suje soseu
The owner is friendly,사장님이 친절해요,sajangnimi chinjeolhaeyo
Night market food tour,야시장 먹거리 투어,yasijang meokgeori tueo
I come here every week,매주 여기 와요,maeju yeogi wayo
This place is famous,이 가게 유명해요,i gage yumyeonghaeyo
Everything looks good,다 맛있어 보여요,da masisseo boyeoyo
Let's share this,이거 나눠 먹자,igeo nanwo meokja
