english_text,korean_text,romanization
One,하나,hana
Two,둘,dul
Three,셋,set
Four,넷,net
Five,다섯,daseot
Six,여섯,yeoseot
Seven,일곱,ilgop
Eight,여덟,yeodeol
Nine,아홉,ahop
Ten,열,yeol
Zero,영,yeong
Eleven,열하나,yeolhana
Twelve,열둘,yeoldul
Twenty,스물,seumul
Thirty,서른,seoreun
Forty,마흔,maheun
Fifty,쉰,swin
Sixty,예순,yesun
Seventy,일흔,ilheun
Eighty,여든,yeodeun
Ninety,아흔,aheun
One hundred,백,baek
One thousand,천,cheon
Ten thousand,만,man
First,첫 번째,cheot beonjjae
Second,두 번째,du beonjjae
Third,세 번째,se beonjjae
One (counting things),한 개,han gae
Two (counting things),두 개,du gae
Three (counting things),세 개,se gae
One person,한 명,han myeong
Two people,두 명,du myeong
Three people,세 명,se myeong
One bottle,한 병,han byeong
One cup,한 잔,han jan
One piece,한 조각,han jogak
How many?,몇 개?,myeot gae?
How many people?,몇 명?,myeot myeong?
What number?,몇 번?,myeot beon?
Number one,일번,ilbeon
Once,한 번,han beon
Twice,두 번,du beon
Three times,세 번,se beon
One year old,한 살,han sal
Two years old,두 살,du sal
Ten years old,열 살,yeol sal
Twenty years old,스무 살,seumu sal
One o'clock,한 시,han si
Two o'clock,두 시,du si
Three o'clock,세 시,se si
Ten minutes,십 분,sip bun
Thirty minutes,삼십 분,samsip bun
One hour,한 시간,han sigan
One day,하루,haru
One week,일주일,iljuil
One month,한 달,han dal
One year,일 년,il nyeon
January,일월,irwol
February,이월,iwol
March,삼월,samwol
