english_text,korean_text,romanization
Let's go to the amusement park,놀이공원에 가요,norigongwone gayo
I love amusement parks,놀이공원을 좋아해요,norigongwoneul joahahaeyo
How much is the admission,입장료가 얼마예요,ipjangryoga eolmayeyo
I bought a day pass,자유이용권을 샀어요,jayuiyonggwoneul sasseoyo
Where can I buy tickets,티켓을 어디서 사요,tiketeul eodiseo sayo
Buy tickets online for a discount,온라인으로 사면 할인돼요,onlaineuro samyeon harindwaeyo
The wait time is sixty minutes,대기 시간이 60분이에요,daegi sigani yuksipbunieyo
The line is very long,줄이 매우 길어요,juri maeu gireoyo
Let's use the fast pass,패스트패스를 사용하자,paeseuteupaseu-reul sayonghaja
Let's ride the roller coaster,롤러코스터를 타자,rolleokoseumteoreul taja
I love roller coasters,롤러코스터를 좋아해요,rolleokoseumteoreul joahahaeyo
I'm scared of roller coasters,롤러코스터가 무서워요,rolleokoseumteoga museowoyo
That was so thrilling,정말 짜릿했어요,jeongmal jjarithae-sseoyo
Let's ride the Ferris wheel,관람차를 타자,gwanramchareul taja
The view from the top is beautiful,꼭대기에서 경치가 아름다워요,kkokdaegieseo gyeongchiga areumdawoyo
Let's go on the bumper cars,범퍼카를 타자,beompeokareul taja
Let's try the pirate ship,바이킹을 타자,baikingeul taja
The haunted house is scary,귀신의 집이 무서워요,gwishinui jibi museowoyo
I don't want to go in there,거기 들어가기 싫어요,geogi deureogagi sireoyo
Let's ride the carousel,회전목마를 타자,hoejeonmongmareul taja
The water ride got us wet,물놀이 기구 타서 젖었어요,mulnori gigu taseo jeojeosseoyo
Bring a raincoat for water rides,물놀이 기구 타려면 우비를 가져오세요,mulnori gigu taryeomyeon ubireul gajyeoseyo
Let's go to the water park,워터파크에 가자,woteopakeu-e gaja
The wave pool is fun,파도풀이 재미있어요,padopuri jaemiisseoyo
The lazy river is relaxing,유수풀이 편해요,yusupuri pyeonhaeyo
Let's ride the water slide,워터슬라이드를 타자,woteoseullaideu-reul taja
I got a souvenir,기념품을 샀어요,ginyeompumeul sasseoyo
The gift shop has cute items,기념품 가게에 귀여운 물건이 많아요,ginyeompum gagee gwiyeoun mulgeoni manayo
Let's take a photo here,여기서 사진 찍자,yeogiseo sajin jjikja
The parade is starting soon,퍼레이드가 곧 시작해요,peoreideu-ga got sijakaeyo
The fireworks show is at night,불꽃놀이가 밤에 있어요,bulkkonnori-ga bame isseoyo
The fireworks were amazing,불꽃놀이가 대단했어요,bulkkonnori-ga daedanhaesseoyo
Let's eat something,뭐 좀 먹자,mwo jom meokja
The food is expensive here,여기 음식이 비싸요,yeogi eumsigi bissayo
Let's get cotton candy,솜사탕 먹자,somsatang meokja
I want a funnel cake,추러스 먹고 싶어요,chureoseu meokgo sipeoyo
This corn dog is delicious,이 핫도그 맛있어요,i hatdogeu masisseoyo
Let's find a place to rest,쉴 곳을 찾자,swil goseul chatja
My feet are tired,발이 아파요,bari apayo
We've been walking all day,하루 종일 걸었어요,haru jongil georeosseoyo
Lotte World is in Seoul,롯데월드는 서울에 있어요,lotdewoldeun seoure isseoyo
Everland is in Yongin,에버랜드는 용인에 있어요,ebeollaendeuneun yongine isseoyo
These are Korea's biggest theme parks,이것이 한국 최대 놀이공원이에요,igeosi hanguk choedae norigongwonieyo
I want to ride everything,다 타고 싶어요,da tago sipeoyo
You must be this tall to ride,이 키 이상이어야 탈 수 있어요,i ki isangieoya tal su isseoyo
My child is too short for this ride,아이가 키가 안 돼요,aiga kiga an dwaeyo
The park closes at ten,놀이공원은 10시에 문을 닫아요,norigongwoneun yeolsie muneul dadayo
Let's come back again,다시 오자,dasi oja
I had the best day,최고의 하루였어요,choegoui haruyeosseoyo
Amusement parks make everyone happy,놀이공원은 모두를 행복하게 해요,norigongwoneun modureul haengbokhage haeyo
Bring comfortable shoes,편한 신발을 신고 오세요,pyeonhan sinbareul singo oseyo
Apply sunscreen if it's sunny,햇볕이 강하면 선크림을 바르세요,haetbyeochi ganghamyeon seonkeurimeul bareuseyo
Let's go on one more ride,한 개만 더 타자,han gaeman deo taja
Today was unforgettable,오늘은 잊을 수 없는 날이었어요,oneureun ijeul su eomneun narieosseoyo
I can't wait to come back,다시 올 날이 기다려져요,dasi ol nari gidaryeojyeoyo
Theme parks are for all ages,놀이공원은 모든 나이에 즐길 수 있어요,norigongwoneun modeun naie jeulgil su isseoyo
Making memories is the best part,추억 만들기가 최고예요,chueok mandeulgiga choegoyeyo
Let's plan our next visit,다음 방문을 계획하자,daeum bangmuneul gyehoekajaAmusement parks create magical moments,놀이공원은 마법 같은 순간을 만들어요,norigongwoneun mabeop gateun sunganeul mandeureoyo
Screaming on rides is part of the fun,놀이기구에서 소리 지르는 게 재미예요,norigigueseo sori jireuneun ge jaemiyeyo
Every visit is a new adventure,방문할 때마다 새로운 모험이에요,bangmunhal ttaemada saeroun moheomieyo
