english_text,korean_text,romanization
Dear Mr./Ms.,님께,nimkke
Thank you for your email,이메일 감사드립니다,imeil gamsadeurimnida
I'm writing to inform you,알려드리고자 메일 드립니다,allyeodeurigoja meil deurimnida
Please find attached,첨부 파일을 확인해 주세요,cheombu paireul hwaginhae juseyo
I'm following up on,관련하여 확인 드립니다,gwallyeonhayeo hwagin deurimnida
Could you please reply?,회신 부탁드립니다,hoesin butakdeurimnida
As discussed earlier,앞서 논의한 대로,apseo nonuihan daero
I look forward to your reply,회신 기다리겠습니다,hoesin gidarigetsseumnida
Please let me know if,혹시 문의사항이 있으시면,hoksi munuisahangi isseusimyeon
Best regards,감사합니다,gamsahamnida
Thank you for your understanding,양해해 주셔서 감사합니다,yanghaehae jusyeoseo gamsahamnida
I apologize for the inconvenience,불편을 드려 죄송합니다,bulpyeoneul deuryeo joesonghamnida
I'll get back to you soon,빠른 시일 내 답변 드리겠습니다,ppareun siil nae dapbyeon deurigetsseumnida
For your reference,참고로 말씀드립니다,chamgoro malsseumdeurimnida
Please confirm receipt,수신 확인 부탁드립니다,susin hwagin butakdeurimnida
I'd like to request,요청 드리고자 합니다,yocheong deurigoja hamnida
Regarding the above matter,위 건에 대해,wi geone daehae
I'm sending this on behalf of,을 대신하여 메일 드립니다,eul daesinhayeo meil deurimnida
Please review and approve,검토 및 승인 부탁드립니다,geomto mit seungin butakdeurimnida
I'd like to schedule a meeting,회의 일정을 잡고 싶습니다,hoeui iljeong-eul japgo sipseumnida
The deadline is approaching,마감이 다가오고 있습니다,magami dagaogo itsseumnida
Please share your availability,가능한 시간을 알려주세요,ganeunghan siganeul allyeojuseyo
I've completed the task,업무를 완료했습니다,eopmureul wallyohaetsseumnida
Thank you for your cooperation,협조에 감사드립니다,hyeopjoe gamsadeurimnida
I'm CCing the team,팀원들도 참조에 넣었습니다,timwondeuldo chamjoe neoeotsseumnida
Please disregard the previous email,이전 메일은 무시해 주세요,ijeon meireun musihae juseyo
I sent the wrong attachment,첨부 파일을 잘못 보냈습니다,cheombu paireul jalmot bonaetsseumnida
Here is the corrected version,수정된 버전을 보내드립니다,sujeongdoen beojeuneul bonaedeurimnida
I need your approval by Friday,금요일까지 승인이 필요합니다,geumyoilkkaji seungini piryohamnida
Please forward this to,에게 전달 부탁드립니다,ege jeondal butakdeurimnida
Could you provide more details?,자세한 내용을 알려주시겠어요?,jasehan naeyongeul allyeojusigesseoyo
The meeting has been rescheduled,회의 일정이 변경되었습니다,hoeui iljeong-i byeongyeongdoeotsseumnida
Please note the following,아래 사항을 참고해 주세요,arae sahangeul chamgohae juseyo
I'll be out of office,부재중입니다,bujaejungimnida
I'll respond when I return,복귀 후 답변 드리겠습니다,bokgwi hu dapbyeon deurigetsseumnida
Thank you for the quick response,빠른 답변 감사드립니다,ppareun dapbyeon gamsadeurimnida
I have a question about,에 대해 문의드립니다,e daehae munuideurimnida
Kindly take note,참고 부탁드립니다,chamgo butakdeurimnida
As per our conversation,대화 내용대로,daehwa naeyongdaero
Please handle accordingly,그에 맞게 처리 부탁드립니다,geu-e matge cheori butakdeurimnida
I'm resending the email,메일을 재발송합니다,meireul jaebalsonghamnida
The project has been updated,프로젝트가 업데이트되었습니다,peurojekteuga epdeiteudhoeeotsseumnida
Thank you for your patience,기다려 주셔서 감사합니다,gidaryeo jusyeoseo gamsahamnida
I'll keep you posted,진행 상황을 공유하겠습니다,jinhaeng sanghwangeul gongyuhagesseumnida
Please process at your earliest,빠른 처리 부탁드립니다,ppareun cheori butakdeurimnida
Warmest regards,따뜻한 인사를 드립니다,ttatteutan insareul deurimnida
I hope this email finds you well,안녕하신지요,annyeonghashinjiyeo
In addition to the above,위 사항에 추가하여,wi sahange chugahayeo
Please see below for details,세부 사항은 아래를 참고해 주세요,sebu sahangeun araereul chamgohae juseyo
I need clarification on,에 대해 명확히 해주시면 감사하겠습니다,e daehae myeonghwakhi haejusimyeon gamsahagetsseumnida
This is an urgent matter,긴급 사안입니다,gingeup saanimnida
Please prioritize this,우선 처리 부탁드립니다,useon cheori butakdeurimnida
I appreciate your efforts,노력에 감사드립니다,noryeoge gamsadeurimnida
Shall we discuss this further?,이 건에 대해 추가 논의할까요?,i geone daehae chuga nonuihalkkayo
I'll update the document,문서를 업데이트하겠습니다,munseoreul epdeiteu hagesseumnida
Thank you for your feedback,피드백 감사드립니다,pideubaek gamsadeurimnida
Please do not hesitate to ask,궁금한 점이 있으시면 말씀해 주세요,gunggeumhan jeomi isseusimyeon malssemhae juseyo
I await your instructions,지시를 기다리겠습니다,jisireul gidarigetsseumnida
Thank you in advance,미리 감사드립니다,miri gamsadeurimnida
Have a productive day,좋은 하루 보내세요,joeun haru bonaeseyoI'll send the updated file shortly
