english_text,korean_text,romanization
I love playing sports,운동하는 걸 좋아해요,undonghaneun geol joahaeyo
Let's exercise together,같이 운동하자,gachi undonghaja
The game starts at 7,경기가 7시에 시작해요,gyeonggiga ilgopsie sijakaeyo
Our team won,우리 팀이 이겼어요,uri timi igyeosseoyo
We lost the game,경기에서 졌어요,gyeonggieseo jyeosseoyo
It was a tie,무승부였어요,museungbuyeosseoyo
The score is 3 to 2,점수가 3대 2예요,jeomsuga samdae iyeyo
The referee made a call,심판이 판정했어요,simpani panjeonghaesseoyo
That was a foul,반칙이에요,banchigieyo
The penalty was given,페널티가 주어졌어요,penoltiga jueojyeosseoyo
Time out!,타임아웃!,taimaut
The halftime break,하프타임 휴식,hapeutaim hyusik
The match is intense,경기가 치열해요,gyeonggiga chiyeolhaeyo
The crowd is cheering,관중이 응원하고 있어요,gwanjungi eungweonhago isseoyo
The athlete is in great shape,선수가 컨디션이 좋아요,seonsuga keondisyeoni joayo
The training is tough,훈련이 힘들어요,hullyeoni himdeureoyo
I'm warming up,워밍업 중이에요,womingheob jungieyo
The coach gave instructions,코치가 지시했어요,kochiga jisihaesseoyo
Practice makes perfect,연습이 완벽을 만들어요,yeonseubi wanbyeogeul mandeureoyo
The championship is next month,선수권 대회가 다음 달이에요,seonsugwon daehoega daeum darieyo
We qualified for the finals,결승에 진출했어요,gyeolseunge jinchulhaesseoyo
The gold medal goes to Korea,금메달은 한국에게,geummedareun hangugege
The silver medal,은메달,eunmedal
The bronze medal,동메달,dongmedal
The record was broken,기록이 깨졌어요,girogi kkaejyeosseoyo
A new world record,새 세계 기록,sae segye girok
The Olympics are coming,올림픽이 다가와요,ollimpigi dagawayo
The stadium is packed,경기장이 가득 찼어요,gyeonggijangi gadeuk chasseoyo
I bought a season ticket,시즌권을 샀어요,sijeungwoneul sasseoyo
The away game is far,원정 경기가 멀어요,wonjeong gyeonggiga meoreoyo
The home game is exciting,홈 경기가 신나요,hom gyeonggiga sinnayo
The player was injured,선수가 부상당했어요,seonsuga busangdanghaesseoyo
The substitution was made,선수 교체가 됐어요,seonsu gyochega dwaesseoyo
The strategy worked,전략이 통했어요,jeollyagi tonghaesseoyo
We need better teamwork,팀워크를 개선해야 해요,timwokereul gaeseonhaeya haeyo
The defense was solid,수비가 견고했어요,subiga gyeongohaesseoyo
The offense was aggressive,공격이 공격적이었어요,gonggyeogi gonggyeokjeogiosseoyo
The comeback was amazing,역전이 대단했어요,yeokjeoni daedanhaesseoyo
We're in the lead,우리가 이기고 있어요,uriga igigo isseoyo
We're falling behind,뒤처지고 있어요,dwichiojigo isseoyo
The tournament bracket is out,토너먼트 대진표가 나왔어요,toneomeonteu daejinpyoga nawasseoyo
The MVP award goes to,MVP는,embuipinun
Sportsmanship is important,스포츠맨십이 중요해요,seupocheumaensyibi jungyohaeyo
Fair play always,항상 페어플레이,hangsang peoepeullei
The national anthem plays,국가가 울려요,guggaga ullyeoyo
I follow this team,이 팀을 응원해요,i timeul eungweonhaeyo
The fans are passionate,팬들이 열정적이에요,paendeuri yeoljeongjeogieyo
The league season started,리그 시즌이 시작됐어요,rigeu sijeuni sijakdwaesseoyo
Playoffs are exciting,플레이오프가 신나요,peulleiohpeuga sinnayo
The draft picks are in,드래프트가 끝났어요,deuraepeuteuga kkeunnasseoyo
I love watching sports on TV,스포츠 중계를 좋아해요,seupocheu junggyereul joahaeyo
The commentator is good,해설자가 잘해요,haeseoljaga jalhaeyo
The instant replay confirmed it,비디오 판독이 확인했어요,bidieo pandogi hwaginhaesseoyo
The athletes trained hard,선수들이 열심히 훈련했어요,seonsudeuri yeolsimhi hullyeonhaesseoyo
Never give up,절대 포기하지 마,jeoldae pogihaji ma
Victory tastes sweet,승리의 맛은 달콤해요,seungniui maseun dalkomhaeyo
The opening ceremony was grand,개막식이 성대했어요,gaemaksigi seongdaehaesseoyo
Sports unite people,스포츠는 사람들을 하나로 만들어요,seupocheunun saramdeureul hanaro mandeureoyo
Practice hard play harder,열심히 연습하고 더 열심히 뛰어요,yeolsimhi yeonseubhago deo yeolsimhi ttwiyeoyo
Every game counts,모든 경기가 중요해요,modeun gyeonggiga jungyohaeyo
