english_text,korean_text,romanization
Big,크다,keuda
Small,작다,jakda
Tall or high,높다,nopda
Short or low,낮다,natda
Long,길다,gilda
Short in length,짧다,jjalda
Wide,넓다,neolda
Narrow,좁다,jopda
Heavy,무겁다,mugeopda
Light in weight,가볍다,gabyeopda
Fast,빠르다,ppareuda
Slow,느리다,neurida
Hot,뜨겁다,tteugeopda
Cold,차갑다,chagapda
Warm,따뜻하다,ttatteuthada
Cool,시원하다,siwonhada
New,새롭다,saeropda
Old,오래되다,oraedoeda
Good,좋다,jota
Bad,나쁘다,nappeuda
Pretty,예쁘다,yeppeuda
Handsome,잘생기다,jalsaenggida
Ugly,못생기다,motsaenggida
Cute,귀엽다,gwiyeopda
Kind,친절하다,chinjeolhada
Mean,못되다,motdoeda
Smart,똑똑하다,ttokttokhada
Stupid,바보같다,babogatda
Funny,웃기다,utkkida
Boring,지루하다,jiruhada
Interesting,재미있다,jaemiitda
Difficult,어렵다,eoryeopda
Easy,쉽다,swipda
Busy,바쁘다,bappeuda
Free or not busy,한가하다,hangahada
Expensive,비싸다,bissada
Cheap,싸다,ssada
Delicious,맛있다,masitta
Not tasty,맛없다,madeopda
Spicy,맵다,maepda
Sweet,달다,dalda
Sour,시다,sida
Salty,짜다,jjada
Bitter,쓰다,sseuda
Happy,행복하다,haengbokhada
Sad,슬프다,seulpeuda
Angry,화나다,hwanada
Scared,무섭다,museopda
Lonely,외롭다,oeropda
Tired,피곤하다,pigonhada
Hungry,배고프다,baegopeuda
Full after eating,배부르다,baebureuda
Thirsty,목마르다,mongmareuda
Sleepy,졸리다,jollida
Sick,아프다,apeuda
Healthy,건강하다,geonganghada
Bright,밝다,balkda
Dark,어둡다,eodupda
Clean,깨끗하다,kkaekkeuthada
Dirty,더럽다,deoreopda
