english_text,korean_text,romanization
Let's go to the market,시장에 가자,sijange gaja
Traditional market,전통시장,jeontong sijang
How much is this,이거 얼마예요,igeo eolmayeyo
Can you give me a discount,깎아주세요,kkakkajuseyo
That's too expensive,너무 비싸요,neomu bissayo
Give me a better price,좀 더 싸게 해주세요,jom deo ssage haejuseyo
I'll buy two give me a deal,두 개 살 테니까 깎아주세요,du gae sal tenikka kkakkajuseyo
Last price please,최저가로 해주세요,choejeogaro haejuseyo
I'm just looking,구경만 할게요,gugyeongman halgeyo
Can I try a sample,시식 가능해요,sisik ganeunghaeyo
This is delicious,이거 맛있어요,igeo masisseoyo
One serving please,1인분 주세요,irinbun juseyo
Two servings please,2인분 주세요,iinbun juseyo
Tteokbokki please,떡볶이 주세요,tteokbokki juseyo
Sundae sausage please,순대 주세요,sundae juseyo
Fish cake please,어묵 주세요,eomuk juseyo
Hotteok please,호떡 주세요,hotteok juseyo
Japchae please,잡채 주세요,japchae juseyo
Bindaetteok please,빈대떡 주세요,bindaetteok juseyo
Kimbap please,김밥 주세요,gimbap juseyo
Mandu dumplings please,만두 주세요,mandu juseyo
Fried chicken please,치킨 주세요,chikin juseyo
Corn dog please,핫도그 주세요,hasdogeu juseyo
Egg bread please,계란빵 주세요,gyeranbang juseyo
Grilled skewers please,꼬치 주세요,kkochi juseyo
Spicy rice cake,매운 떡볶이,maeun tteokbokki
Not too spicy please,덜 맵게 해주세요,deol maepge haejuseyo
Extra spicy please,더 맵게 해주세요,deo maepge haejuseyo
With cheese please,치즈 추가해주세요,chijeu chugahaejuseyo
To go please,포장해주세요,pojanghae juseyo
For here please,여기서 먹을게요,yeogiseo meogeulgeyo
Can I have more sauce,소스 더 주세요,soseu deo juseyo
This is really good,진짜 맛있다,jinjja masitda
I'm so full,배불러요,baebulleoyo
What is popular here,여기서 뭐가 유명해요,yeogiseo mwoga yumyeonghaeyo
What do you recommend,뭐가 맛있어요,mwoga masisseoyo
Fresh vegetables,신선한 채소,sinsonhan chaeso
Fresh fruit,신선한 과일,sinsonhan gwail
Seasonal fruit,제철 과일,jecheol gwail
How much per kilogram,1킬로에 얼마예요,ilkiroe eolmayeyo
Give me one kilogram,1킬로 주세요,ilkillo juseyo
Is this fresh today,오늘 만든 거예요,oneul mandeun geoyeyo
It's freshly made,방금 만들었어요,banggeum mandeureosse
The market is crowded,시장이 복잡해요,sijangi bokjaphaeyo
Weekend markets are fun,주말 시장 재밌어요,jumal sijang jaemisseoyo
Night market,야시장,yasijang
Street food alley,먹자골목,meokjagolmok
Famous food street,맛집 거리,matjip geori
Food stall,노점,nojeom
The aroma is amazing,냄새가 좋아요,naemsaega joayo
My mouth is watering,군침 도네요,gunchim doneyo
Take a photo of the food,음식 사진 찍자,eumsik sajin jjikja
Best street food ever,길거리 음식 최고,gilgeori eumsik choego
I want to try everything,다 먹어보고 싶어,da meogeobogo sipeo
It's worth the wait,기다릴 만해요,gidaril manhaeyo
Long line but worth it,줄이 길지만 맛있어요,juri giljiman masisseoyo
Cash is better at the market,시장에서는 현금이 편해요,sijangeseoneun hyeongeumi pyeonhaeyo
Fill your stomach here,여기서 배 채우자,yeogiseo bae chaewuja
The best market in Seoul,서울 최고의 시장,seoul choegoui sijang
I love Korean street food,한국 길거리 음식 최고야,hanguk gilgeori eumsik choegoya
