english_text,korean_text,romanization
I will give it to you (humble),드리겠습니다,deurigetseumnida
I will ask (humble),여쭤보겠습니다,yeojjweobogetseumnida
I saw him/her (humble about self),뵈었습니다,boeotseumnida
I will visit you (humble),찾아뵙겠습니다,chajabopgetseumnida
I am called (humble self-intro),저는 ~라고 합니다,jeoneun ~rago hamnida
I will bring it (humble),가져다 드리겠습니다,gajyeoda deurigetseumnida
I will help you (humble),도와 드리겠습니다,dowa deurigetseumnida
I will show you (humble),보여 드리겠습니다,boyeo deurigetseumnida
I do not know much (humble),잘 모르겠습니다,jal moreugetseumnida
It is my fault (humble),제 잘못입니다,je jalmotimnida
I am lacking (humble),부족합니다,bujokamnida
I have nothing special to say (humble),드릴 말씀이 없습니다,deuril malssumi eopseumnida
Please accept my apology (humble),사과드립니다,sagwadeurimnida
I learned a lot (humble),많이 배웠습니다,mani baewotseumnida
I received your help (humble),도움을 받았습니다,doumeul badatseumnida
I am grateful (humble),감사드립니다,gamsadeurimnida
Please allow me (humble),허락해 주십시오,heorakae jusipsio
I will do as you say,말씀대로 하겠습니다,malsseumdaero hagetseumnida
I will relay the message,전해 드리겠습니다,jeonhae deurigetseumnida
This is not enough (humble),부족하지만 받아 주세요,bujokajiman bada juseyo
I have a question (humble),여쭤볼 게 있습니다,yeojjweobol ge itseumnida
I will be going now (humble),먼저 실례하겠습니다,meonjeo sillyehagetseumnida
Excuse me for interrupting,실례가 되지 않는다면,sillyega doeji anneundamyeon
I will take care of it,제가 처리하겠습니다,jega cheorihagetseumnida
Thank you for waiting,기다려 주셔서 감사합니다,gidaryeo jusyeoseo gamsahamnida
I am sorry for the inconvenience,불편을 드려서 죄송합니다,bulpyeoneul deuryeoseo joesonghamnida
I will contact you,연락 드리겠습니다,yeollak deurigetseumnida
May I come in?,들어가도 될까요?,deureogado doelkkayo?
I will report to you,보고 드리겠습니다,bogo deurigetseumnida
I will explain it,설명 드리겠습니다,seolmyeong deurigetseumnida
I am sorry for being late,늦어서 죄송합니다,neujeoseo joesonghamnida
I will confirm it,확인해 드리겠습니다,hwaginhae deurigetseumnida
I will send it right away,바로 보내 드리겠습니다,baro bonae deurigetseumnida
May I ask something?,한 가지 여쭤봐도 될까요?,han gaji yeojjweobwado doelkkayo?
I will accompany you,함께 가겠습니다,hamkke gagetseumnida
I would like to suggest,제안 드리고 싶습니다,jean deurigo sipseumnida
I will prepare it right away,바로 준비하겠습니다,baro junbihagetseumnida
I will make a reservation,예약해 드리겠습니다,yeyakae deurigetseumnida
I will carry it for you,들어 드리겠습니다,deureo deurigetseumnida
Please give me a chance,기회를 주십시오,gihoereul jusipsio
It is thanks to you,덕분입니다,deokbunimnida
I am not worthy of such praise,과찬이십니다,gwachanisimnida
I will work harder,더 노력하겠습니다,deo noryeokhagetseumnida
I will keep that in mind,명심하겠습니다,myeongsimhagetseumnida
I will be more careful,더 조심하겠습니다,deo josimhagetseumnida
I will follow your advice,조언을 따르겠습니다,joeoneul ttareugetseumnida
Please guide me,지도해 주십시오,jidohae jusipsio
I still have much to learn,아직 배울 게 많습니다,ajik baeul ge manseumnida
Please take care of me,잘 부탁드립니다,jal butakdeurimnida
I owe it all to you,다 선생님 덕분입니다,da seonsaengnim deokbunimnida
I will reflect on my mistakes,반성하겠습니다,banseonghagetseumnida
I appreciate your patience,인내해 주셔서 감사합니다,innaehae jusyeoseo gamsahamnida
Please forgive my ignorance,무지한 점 양해 바랍니다,mujihan jeom yanghae baramnida
I will improve myself,개선하겠습니다,gaeseonhagetseumnida
I will handle it responsibly,책임지고 하겠습니다,chaegimjigo hagetseumnida
I would be honored,영광이겠습니다,yeonggwangigetseumnida
I will not disappoint you,실망시키지 않겠습니다,silmangsikiji anketseumnida
I humbly request,부탁드립니다,butakdeurimnida
I sincerely apologize,진심으로 사과드립니다,jinsimeuro sagwadeurimnida
Please consider my request,부디 고려해 주세요,budi goryeohae juseyo
