english_text,korean_text,romanization
Hangeul Day,한글날,hangeulnal
Korean alphabet,한글,hangeul
King Sejong,세종대왕,sejongdaewang
Hunminjeongeum,훈민정음,hunminjeongeum
Consonant,자음,jaeum
Vowel,모음,moeum
Syllable,음절,eumjeol
Letter,글자,geulja
Writing system,문자 체계,munja chegye
Invention of Hangeul,한글 창제,hangeul changje
Proclamation,반포,banpo
Year 1443,1443년,cheonsa baeksasipsam nyeon
Joseon Dynasty,조선 시대,joseon sidae
Scholars,학자들,hakjadeul
Hall of Worthies,집현전,jiphyeonjeon
Easy to learn,배우기 쉬운,baeugi swiun
For the people,백성을 위한,baekseongeul wihan
Morning writing,아침 글,achim geul
Evening writing,저녁 글,jeonyeok geul
Basic consonants,기본 자음,gibon jaeum
Basic vowels,기본 모음,gibon moeum
Double consonants,쌍자음,ssangjaeum
Complex vowels,복합 모음,bokhap moeum
Final consonant,받침,batchim
Sound,소리,sori
Pronunciation,발음,bareum
Reading,읽기,ilkgi
Writing,쓰기,sseugi
Calligraphy,서예,seoye
Brush writing,붓글씨,butgeulssi
Hangeul beauty,한글의 아름다움,hangeului areumdaum
Korean pride,한국의 자부심,hangugui jabusim
National treasure,국보,gukbo
Cultural heritage,문화유산,munhwayusan
UNESCO,유네스코,yuneseuko
World record,세계 기록,segye girok
Scientific writing system,과학적 문자,gwahakjeok munja
Phonetic system,표음 문자,pyoeum munja
Reading Korean,한국어 읽기,hangugeo ilkgi
Writing Korean,한국어 쓰기,hangugeo sseugi
Korean language,한국어,hangugeo
Mother tongue,모국어,mogugeo
Language preservation,언어 보존,eoneo bojon
Hangeul museum,한글 박물관,hangeul bangmulgwan
Hangeul art,한글 예술,hangeul yesul
Hangeul design,한글 디자인,hangeul dijain
Hangeul font,한글 글꼴,hangeul geulkkol
Hangeul typing,한글 타자,hangeul taja
Keyboard,키보드,kibodeu
Two-set keyboard,두벌식 키보드,dubeolik kibodeu
Korean input method,한글 입력 방식,hangeul imnyeok bangsik
Spelling,맞춤법,matchumbeop
Grammar,문법,munbeop
Dictionary,사전,sajeon
Korean dictionary,국어사전,gugeosajeon
Vocabulary,어휘,eohwi
Expression,표현,pyohyeon
Sentence,문장,munjang
Happy Hangeul Day,한글날 축하해요,hangeulnal chukahaeyo
Hangeul is beautiful,한글은 아름다워요,hangeureun areumdawoyo
I'm learning Korean,한국어를 배우고 있어요,hangugeoreul baeugo isseoyo
King Sejong was great,세종대왕은 위대해요,sejongdaewangeun widaehaeyo
