english_text,korean_text,romanization
I am jealous,질투 나,jiltu na
I feel envious of them,걔가 부러워,gyaega bureuwo
Why are you talking to them?,왜 걔랑 얘기해?,wae gyaerang yaegihae?
I do not like you hanging out with them,걔랑 노는 거 싫어,gyaerang noneun geo sireo
Are you hiding something from me?,나한테 숨기는 거 있어?,nahante sumgineun geo isseo?
Who were you talking to?,누구랑 통화했어?,nugurang tonghwahaesseo?
I saw you looking at them,걔 쳐다보는 거 봤어,gyae cheodaboneun geo bwasseo
You never do that for me,나한테는 그렇게 안 하잖아,nahanteneun geureoke an hajanha
They always get everything,걔는 다 가져,gyaeneun da gajyeo
I want what they have,걔가 가진 거 갖고 싶어,gyaega gajin geo gatgo sipeo
Why do they get all the attention?,왜 걔만 관심받아?,wae gyaeman gwansimbada?
That should have been mine,그건 내 거였어야 했어,geugeon nae geoyeosseoya haesseo
I cannot help feeling jealous,질투가 안 멈춰,jiltuga an meomchwo
It bothers me when you do that,네가 그러면 신경 쓰여,nega geureomyeon singyeong sseuyeo
Am I not enough for you?,내가 부족해?,naega bujokae?
I feel insecure about us,우리 사이가 불안해,uri saiga buranhe
They are always showing off,걔는 맨날 자랑만 해,gyaeneun maennal jarangman hae
I wish I had their talent,걔의 재능이 부러워,gyaeui jaeneungi bureowo
Why does everything come easy to them?,왜 걔만 다 쉬워?,wae gyaeman da swiwo?
I feel like I am not good enough,나는 부족한 것 같아,naneun bujokhan geot gata
Stop making me jealous,질투 나게 하지 마,jiltu nage haji ma
I am green with envy,너무 부러워 죽겠다,neomu bureoeo jukgetda
They did not deserve that,걔는 그럴 자격 없어,gyaeneun geureol jagyeok eopseo
I worked harder than them,나는 걔보다 더 노력했어,naneun gyaeboda deo noryeokhaesseo
Life is so unfair,인생이 너무 불공평해,insaengi neomu bulgongpyeonghae
I am happy for them but also jealous,축하는 하지만 질투도 나,chukaneun hajiman jiltudo na
Why do you keep mentioning them?,왜 자꾸 걔 얘기해?,wae jakku gyae yaegihae?
I wish I was in their position,그 자리에 내가 있었으면 좋겠어,geu jarie naega isseosseumyeon jokgesseo
Their success makes me uncomfortable,걔의 성공이 불편해,gyaeui seonggongi bulpyeonhae
I compare myself to others too much,남들과 너무 비교해,namdeulgwa neomu bigyohae
Jealousy is eating me up,질투가 나를 잡아먹어,jiltuga nareul jabameogeo
I know I should not be jealous but,질투하면 안 되는 건 아는데,jiltumyeon an doeneun geon aneunde
Why did you like their photo?,왜 걔 사진에 좋아요 눌렀어?,wae gyae sajine joayo nulleosseo?
You seem to like them more than me,나보다 걔가 더 좋은 것 같아,naboda gyaega deo joeun geot gata
I am trying not to be jealous,질투 안 하려고 노력 중이야,jiltu an haryeogo noryeok jungiya
It is natural to feel jealous sometimes,가끔 질투하는 건 자연스러워,gakkeum jiltuhaneun geon jayeonseureowo
I admit I am envious,부럽다는 거 인정해,bureopdaneun geo injeonghae
They have it so easy,걔는 참 팔자가 좋다,gyaeneun cham paljaga jota
I feel left behind,나만 뒤처지는 것 같아,naman dwicheojineun geot gata
Everyone else is doing well,다들 잘 나가는데,dadeul jal naganeunde
I want to be as good as them,걔만큼 잘하고 싶어,gyaemankem jalhago sipeo
Why was I not invited?,나는 왜 안 불렀어?,naneun wae an bulleosseo?
They always get picked first,걔는 항상 먼저 뽑혀,gyaeneun hangsang meonjeo ppophyeo
I feel like the odd one out,나만 왕따인 것 같아,naman wangttain geot gata
I deserve that too,나도 그럴 자격 있어,nado geureol jagyeok isseo
Do not compare me to them,나를 걔랑 비교하지 마,nareul gyaerang bigyohaji ma
Jealousy only hurts yourself,질투는 자기만 아프게 해,jiltuneun jagiman apeuge hae
I need to focus on myself,내 자신에 집중해야 해,nae jasine jipjunghaeya hae
Their happiness is not my loss,걔의 행복이 내 불행은 아니야,gyaeui haengbogi nae bulhaengeun aniya
I should be happy with what I have,내가 가진 것에 만족해야 해,naega gajin geose manjokaeya hae
Comparison is the thief of joy,비교는 행복을 빼앗아,bigyoneun haengbogeul ppaeasa
I will use jealousy as motivation,질투를 동기로 삼을 거야,jiltureul donggiro sameul geoya
Everyone has their own pace,다 자기만의 속도가 있어,da jagimanui sogdoga isseo
My turn will come,내 차례도 올 거야,nae charyedo ol geoya
I am grateful for what I have,내가 가진 것에 감사해,naega gajin geose gamsahae
Being envious is normal,부러워하는 건 자연스러워,bureowohaneun geon jayeonseureowo
I will become better than yesterday,어제보다 나은 내가 될 거야,eojeboda naeun naega doel geoya
The grass is always greener,남의 떡이 더 커 보여,namui tteogi deo keo boyeo
I choose to be happy for them,걔를 축하해 주기로 했어,gyaereul chukahae jugiro haesseo
Let me celebrate my own wins,내 성과를 축하하자,nae seonggwareul chukahaja
