english_text,korean_text,romanization
Garden,정원,jeongwon
Korean traditional garden,한국 전통 정원,hanguk jeontong jeongwon
Flower garden,꽃밭,kkotbat
Vegetable garden,채소밭,chaeso bat
Tree,나무,namu
Pine tree,소나무,sonamu
Bamboo,대나무,daenamu
Maple tree,단풍나무,danpungnamu
Cherry blossom tree,벚나무,beotnamu
Flower,꽃,kkot
Rose,장미,jangmi
Chrysanthemum,국화,gukhwa
Lotus,연꽃,yeonkkot
Orchid,난초,nancho
Azalea,진달래,jindallae
Grass,잔디,jandi
Moss,이끼,ikki
Stone,돌,dol
Pond,연못,yeonmot
Waterfall,폭포,pokpo
Bridge,다리,dari
Pavilion,정자,jeongja
Pathway,산책로,sanchaengno
Bench,벤치,benchi
Fence,울타리,ultari
The garden is beautiful,정원이 아름다워요,jeongwoni areumdawoyo
The flowers are in bloom,꽃이 피었어요,kkochi pieosseoyo
The leaves are changing color,단풍이 들었어요,danpungi deureosseoyo
The cherry blossoms are falling,벚꽃이 지고 있어요,beotkkochi jigo isseoyo
Let's take a walk in the garden,정원에서 산책하자,jeongwoneseo sanchaekaja
The air is fresh here,여기 공기가 맑아요,yeogi gonggiga malgayo
I love this scenery,이 경치가 너무 좋아요,i gyeongchiga neomu joayo
Landscape design,조경 설계,jogyeong seolgye
Pruning,가지치기,gajichigi
Watering,물주기,muljugi
Fertilizer,비료,biryo
Soil,흙,heuk
Compost,퇴비,toebi
Sunlight,햇빛,haetbit
Shade,그늘,geuneul
Hedge,생울타리,saengultari
Stepping stones,징검다리,jinggeomdari
Rock garden,석정원,seokjeongwon
Bonsai,분재,bunjae
Potted plant,화분,hwabun
The flowers smell wonderful,꽃 향기가 좋아요,kkot hyanggiga joayo
This tree is very old,이 나무가 아주 오래됐어요,i namuga aju oraedwaesseoyo
It is a peaceful place,평화로운 곳이에요,pyeonghwaroun gosieeyo
Spring garden,봄 정원,bom jeongwon
Summer garden,여름 정원,yeoreum jeongwon
Autumn garden,가을 정원,gaeul jeongwon
Winter garden,겨울 정원,gyeoul jeongwon
The pond has koi fish,연못에 잉어가 있어요,yeonmose ingeoga isseoyo
Garden maintenance,정원 관리,jeongwon gwalli
Botanical garden,식물원,singmurwon
The garden is well maintained,정원이 잘 가꿔져 있어요,jeongwoni jal gakkwojyeo isseoyo
I want a garden like this,이런 정원을 갖고 싶어요,ireon jeongwoneul gatgo sipeoyo
Let's sit and rest here,여기 앉아서 쉬자,yeogi anjaseo swija
The view from here is amazing,여기서 보는 경치가 최고예요,yeogiseo boneun gyeongchiga choegoyeyo
Nature is healing,자연이 치유해 줘요,jayeoni chiyuhae jwoyo
Let's enjoy the scenery,경치를 즐기자,gyeongchireul jeulgija
