english_text,korean_text,romanization
Rose,장미,jangmi
Chrysanthemum,국화,gukhwa
Hibiscus,무궁화,mugunghwa
Cherry blossom,벚꽃,beotkkot
Azalea,진달래,jindallae
Royal azalea,철쭉,cheoljjuk
Magnolia,목련,mongnyeon
Forsythia,개나리,gaenari
Lotus,연꽃,yeonkkot
Sunflower,해바라기,haebaragi
Tulip,튤립,tyullip
Lily,백합,baekhap
Carnation,카네이션,kaneisyeon
Peony,모란,moran
Cosmos,코스모스,koseumoseu
Dandelion,민들레,mindeulle
Violet,제비꽃,jebiggot
Iris,붓꽃,butkkot
Camellia,동백꽃,dongbaekkkot
Plum blossom,매화,maehwa
Apricot blossom,살구꽃,salgukkot
Marigold,금잔화,geumjanhwa
Hydrangea,수국,suguk
Jasmine,자스민,jaseumin
Lavender,라벤더,rabendeo
Daisy,데이지,deiji
Pansy,팬지,paenji
Orchid,난초,nancho
Freesia,프리지아,peurijia
Baby's breath,안개꽃,angaekkot
Balloon flower,도라지꽃,dorajiggot
Morning glory,나팔꽃,napalkkot
Daffodil,수선화,suseonhwa
Zinnia,백일홍,baegil hong
Balsam,봉선화,bongseonhwa
Clover,클로버,keullobeo
Four-leaf clover,네잎 클로버,neip keullobeo
Flower bouquet,꽃다발,kkotdabal
Flower arrangement,꽃꽂이,kkotkkoji
Flower shop,꽃집,kkotjip
Florist,플로리스트,peulloriseuteu
Flower pot,화분,hwabun
Flower bed,화단,hwadan
Flower garden,꽃밭,kkotbat
Petal,꽃잎,kkonnip
Pollen,꽃가루,kkotgaru
Nectar,꿀,kkul
Fragrance,향기,hyanggi
Bloom season,개화 시기,gaehwa sigi
Full bloom,만개,mangae
Flower festival,꽃 축제,kkot chukje
Cherry blossom festival,벚꽃 축제,beotkkot chukje
Pressed flower,압화,aphwa
Dried flower,드라이플라워,deuraibeullaweo
Flower crown,꽃 왕관,kkot wanggwan
Flower tea,꽃차,kkotcha
The flowers are blooming,꽃이 피었어요,kkochi pieosseoyo
The flowers are beautiful,꽃이 예뻐요,kkochi yeppeoyo
I want to buy flowers,꽃을 사고 싶어요,kkocheul sago sipeoyo
Flowers suit you,꽃이 잘 어울려요,kkochi jal eoulleoyo
