english_text,korean_text,romanization
It's delicious,맛있어요,masisseoyo
It's not tasty,맛없어요,maseopseoyo
It's spicy,매워요,maewoyo
It's sweet,달아요,darayo
It's salty,짜요,jjayo
It's sour,셔요,syeoyo
It's bitter,써요,sseoyo
I'm hungry,배고파요,baegopayo
I'm full,배불러요,baebulleoyo
I'm thirsty,목말라요,mongmallayo
What do you want to eat?,뭐 먹고 싶어요?,mwo meokgo sipeoyo
Let's eat together,같이 먹어요,gachi meogeoyo
This is really good,이거 진짜 맛있어요,igeo jinjja masisseoyo
Can I have more?,더 주세요,deo juseyo
That smells good,냄새가 좋아요,naemsaega joayo
It's too spicy for me,저한테 너무 매워요,jeohante neomu maewoyo
I love Korean food,한국 음식을 좋아해요,hanguk eumsigeul joahahaeyo
Have you eaten?,밥 먹었어요?,bap meogeosseoyo
Let's go eat,밥 먹으러 가요,bap meogeureo gayo
It's bland,싱거워요,singgeowoyo
It's savory,고소해요,gosohaeyo
It's chewy,쫄깃해요,jjolgitaeyo
It's crispy,바삭해요,basakaeyo
It's refreshing,시원해요,siwonhaeyo
What's your favorite food?,좋아하는 음식이 뭐예요?,joahaneun eumsigi mwoyeyo
I'll have this one please,이거 주세요,igeo juseyo
The portions are big,양이 많아요,yangi manayo
The portions are small,양이 적어요,yangi jeogeoyo
I can't eat spicy food,매운 거 못 먹어요,maeun geo mot meogeoyo
I'm allergic to this,이것에 알레르기가 있어요,igeose allerleugiga isseoyo
Please make it less spicy,덜 맵게 해주세요,deol maepge haejuseyo
It's perfectly cooked,딱 알맞게 익었어요,ttak almatge igeosseoyo
This tastes like home,집밥 맛이에요,jipbap masieyo
The broth is rich,국물이 진해요,gungmuri jinhaeyo
It's a bit greasy,좀 느끼해요,jom neukkihaeyo
Do you want dessert?,디저트 먹을래요?,dijeoteu meogeullaeyo
I'm on a diet,다이어트 중이에요,daieoteu jungieyo
Let's order delivery,배달 시켜요,baedal sikyeoyo
The food came out fast,음식이 빨리 나왔어요,eumsigi ppalli nawasseoyo
Check please,계산해 주세요,gyesanhae juseyo
I'll treat you,제가 살게요,jega salgeyo
Let's split the bill,각자 내요,gakja naeyo
I want to try that,저거 먹어보고 싶어요,jeogeo meogeobogo sipeoyo
This is my first time trying it,처음 먹어봐요,cheoeum meogeobwayo
It tastes just like the restaurant,식당 맛이에요,sikdang masieyo
Do you cook?,요리해요?,yorihaeyo
I like to cook,요리하는 거 좋아해요,yorihaneun geo joahahaeyo
What's in this dish?,이 요리에 뭐가 들어가요?,i yorie mwoga deureogayo
It needs more salt,소금이 좀 더 필요해요,sogemi jom deo piryohaeyo
It melts in your mouth,입에서 녹아요,ibeseo nogayo
This is addictive,중독성 있어요,jungdokseong isseoyo
I can't stop eating,계속 먹게 돼요,gyesok meokge dwaeyo
Want to try a bite?,한 입 먹어볼래요?,han ip meogeobollaeyo
This side dish is good,이 반찬 맛있어요,i banchan masisseoyo
The kimchi is well fermented,김치가 잘 익었어요,gimchiga jal igeosseoyo
I'm a picky eater,저는 입이 짧아요,jeoneun ibi jjalbayo
I eat everything,저는 뭐든 잘 먹어요,jeoneun mwodeun jal meogeoyo
Let's eat Korean BBQ,고기 구워 먹자,gogi guwo meokja
The rice is perfectly done,밥이 잘 됐어요,babi jal dwaesseoyo
I want something warm,따뜻한 거 먹고 싶어요,ttatteuthan geo meokgo sipeoyo
