english_text,korean_text,romanization
Good morning everyone,안녕하십니까 여러분,annyeonghashimnikka yeoreobun
Today I will present about,오늘 발표할 주제는,oneul balpyohal jujeneun
Let me begin with an overview,개요부터 시작하겠습니다,gaeyobuteo sijakhagesseumnida
As you can see on this slide,이 슬라이드에서 보시다시피,i seullaidueseo bosidahsipi
The main point is,핵심은,haeksimeun
Let me explain this graph,이 그래프를 설명하겠습니다,i geuraepereul seolmyeonghagesseumnida
Moving on to the next topic,다음 주제로 넘어가겠습니다,daeum jujero neomeogagesseumnida
Here are the key findings,주요 발견 사항은 다음과 같습니다,juyo balgyeon sahangeun daeumgwa gatsseumnida
In conclusion,결론적으로,gyeollonjeogeuro
Thank you for your attention,경청해 주셔서 감사합니다,gyeongcheonghae jusyeoseo gamsahamnida
Are there any questions?,질문 있으신가요?,jilmun isseusingayo
That's a great question,좋은 질문입니다,joeun jilmunimnida
Let me address that point,그 부분에 대해 말씀드리겠습니다,geu bubune daehae malsseumdeurigetsseumnida
I'd like to emphasize,강조하고 싶은 것은,gangjohago sipeun geoseun
According to the data,데이터에 따르면,deiteoe ttareumyeon
This chart shows,이 차트가 보여주듯이,i chateu boyeojudeusi
Let me give you an example,예를 들어 설명하겠습니다,yereul deureo seolmyeonghagesseumnida
The objective of this presentation is,이 발표의 목적은,i balpyoui mokjeogeun
First of all,우선,useon
Secondly,두 번째로,du beonjjaero
Lastly,마지막으로,majimageuro
To summarize,요약하자면,yoyakhajamyeon
As I mentioned earlier,앞서 말씀드린 것처럼,apseo malsseumdeurin geotcheoreom
Let me clarify,명확히 하겠습니다,myeonghwakhi hagesseumnida
The results indicate,결과가 보여주는 것은,gyeolgwaga boyeojuneun geoseun
Please look at this figure,이 수치를 봐주세요,i suchireul bwajuseyo
This is important because,이것이 중요한 이유는,igeosi jungyohan iyuneun
Let me share some statistics,통계를 공유하겠습니다,tonggyereul gongyuhagesseumnida
Compared to last year,작년과 비교하면,jangnyeongwa bigyohamyeon
The trend shows,추세를 보면,chusereul bomyeon
I'd like to highlight,부각하고 싶은 것은,bugakhago sipeun geoseun
Please refer to the handout,유인물을 참고해 주세요,yuinmureul chamgohae juseyo
In other words,다시 말해서,dasi malhaeseo
For instance,예를 들면,yereul deulmyeon
This leads us to,이것은 우리를 이끌어,igeoseun urireul ikkeeureo
The purpose of this study is,이 연구의 목적은,i yeongauui mokjeogeun
Based on our research,연구 결과에 기반하여,yeongu gyeolgwae gibanhayeo
Let me walk you through,차근차근 설명해 드리겠습니다,chageunchageun seolmyeonghae deurigetsseumnida
This is a significant finding,이것은 중요한 발견입니다,igeoseun jungyohan balgyeonimnida
As shown in the table,표에서 보이듯이,pyoeseo boiduesi
The implications are,시사점은,sisajeomeun
I recommend that,제안드리고 싶은 것은,jeanderugo sipeun geoseun
The next steps are,다음 단계는,daeum dangyeneun
We should focus on,집중해야 할 부분은,jipjunghaeyahal bubuneun
This requires our attention,주목해야 할 사항입니다,jumokhaeyahal sahang-imnida
Let me wrap up,마무리하겠습니다,mamurihagesseumnida
I appreciate your time,시간 내주셔서 감사합니다,sigan naejusyeoseo gamsahamnida
Please feel free to contact me,언제든 연락 주세요,eonjeduen yeonrak juseyo
In my experience,제 경험상,je gyeongheonsang
This is worth considering,고려해볼 만합니다,goryeohaeboal manhamnida
The data supports this claim,데이터가 이를 뒷받침합니다,deiteoga ireul dwitbatchimhamnida
Let me demonstrate,시연하겠습니다,siyeonhagesseumnida
Please hold your questions until the end,질문은 마지막에 부탁드립니다,jilmuneun majimage butakdeurimnida
I'll take questions now,질문을 받겠습니다,jilmuneul batgetsseumnida
Thank you for this opportunity to present,발표 기회를 주셔서 감사합니다,balpyo gihoereul jusyeoseo gamsahamnida
That concludes my presentation,이상으로 발표를 마치겠습니다,isangeuro balpyoreul machigetsseumnida
I welcome your feedback,피드백을 환영합니다,pideubaekeul hwanyeonghamnida
Does that answer your question?,답변이 되셨나요?,dapbyeoni doesyeonnayo
Please share your thoughts,의견을 들려주세요,uigyeoneul deullyeojuseyo
Visual aids enhance understanding,시각 자료가 이해를 도와줍니다,sigak jaryoga ihaereul dowajumnida
