english_text,korean_text,romanization
Skincare,스킨케어,seukinkeo
Sunscreen,자외선 차단제,jaoeiseon chadanje
Moisturizer,수분 크림,subun keurim
Toner,토너,toneo
Serum,세럼,sereoum
Essence,에센스,esenseu
Eye cream,아이크림,aikeurim
Sheet mask,시트 마스크,siteu maseukeu
Cleansing foam,클렌징 폼,keullenjing pom
Cleansing oil,클렌징 오일,keullenjing oil
Double cleansing,이중 세안,ijung sean
Exfoliator,각질 제거제,gakjil jegeoje
BB cream,비비크림,bibikeurim
CC cream,씨씨크림,ssissikeurim
Cushion compact,쿠션 팩트,kusyeon paekteu
Lip tint,립 틴트,rip tinteu
Lip balm,립밤,ripbam
Mascara,마스카라,maseukara
Eyeliner,아이라이너,airaineo
Foundation,파운데이션,paundeisyeon
Primer,프라이머,peuraimeo
Setting spray,세팅 스프레이,seting seupeurei
Blush,블러셔,beulleosyeo
Highlighter,하이라이터,hairaiteo
Contour,컨투어링,keontueoring
Apply evenly,고르게 바르세요,goreuge bareuseyo
Pat gently,톡톡 두드려 주세요,toktok dudeuryeo juseyo
My skin is dry,피부가 건조해요,pibuga geonjohaeyo
My skin is oily,피부가 지성이에요,pibuga jiseongieyo
Sensitive skin,민감성 피부,mingamseong pibu
Combination skin,복합성 피부,bokhamseong pibu
What is your skin type?,피부 타입이 뭐예요?,pibu taipi mwoyeyo
This product is popular,이 제품이 인기 있어요,i jepumi ingi isseoyo
Where can I buy this?,이거 어디서 살 수 있어요?,igeo eodiseo sal su isseoyo
Is this good for acne?,여드름에 좋은 거예요?,yeodeureum-e joeun geoyeyo
Natural ingredients,천연 성분,cheonyeon seongbun
Hyaluronic acid,히알루론산,hialluronsan
Vitamin C serum,비타민C 세럼,bitamin C sereom
Retinol,레티놀,retinol
Niacinamide,나이아신아마이드,naiashinamaideu
Centella extract,센텔라 추출물,sentella chuchulmul
Snail mucin,달팽이 점액,dalpaengi jeomyaek
Propolis,프로폴리스,peuropeolliseu
Tea tree oil,티트리 오일,titreuri oil
AHA BHA,에이에이치에이 비에이치에이,eieichisei bieichisei
Dermatologist tested,피부과 테스트 완료,pibugwa teseuteu wallyo
This is a bestseller,이거 베스트셀러예요,igeo beseuteuseleoyeyo
Apply before bed,자기 전에 바르세요,jagi jeone bareuseyo
Morning routine,아침 루틴,achim rutin
Night routine,저녁 루틴,jeonyeok rutin
Glass skin,유리 피부,yuri pibu
Dewy look,촉촉한 피부,chokchokhan pibu
Matte finish,매트한 마무리,maeteu han mamuri
This product is amazing,이 제품 진짜 좋아요,i jepum jinjja joayo
Can I get a sample?,샘플 받을 수 있어요?,saempeul badeul su isseoyo
Korean beauty is the best,한국 화장품이 최고예요,hanguk hwajangpumi choegoyeyo
Duty free cosmetics,면세 화장품,myeonse hwajangpum
I use this every day,매일 이거 사용해요,maeil igeo sayonghaeyo
My skin got much better,피부가 많이 좋아졌어요,pibuga mani joajyeosseoyo
Skincare routine,스킨케어 루틴,seukinkeo rutin
Which brand do you recommend?,어떤 브랜드를 추천하세요?,eotteon beuraendeureul chucheonhaseyo
