english_text,korean_text,romanization
Interior design,인테리어,interieo
Interior designer,인테리어 디자이너,interieo dijaineo
Living room,거실,geosil
Bedroom,침실,chimsil
Kitchen,주방,jubang
Bathroom,욕실,yoksil
Study room,서재,seojae
Dressing room,드레스룸,deureseuraum
Storage room,창고,changgo
Furniture,가구,gagu
Sofa,소파,sopa
Table,테이블,teibeul
Chair,의자,uija
Desk,책상,chaeksang
Bookshelf,책장,chaekjang
Bed,침대,chimdae
Wardrobe,옷장,otjang
Dresser,화장대,hwajangdae
Curtain,커튼,keoteun
Blinds,블라인드,beullaindeu
Rug,러그,reogeu
Carpet,카펫,kapeit
Wallpaper,벽지,byeokji
Paint,페인트,peinteu
Tile,타일,tail
Hardwood floor,마루 바닥,maru badak
Lighting fixture,조명 기구,jomyeong gigu
Pendant light,펜던트 조명,pendenteu jomyeong
Floor lamp,스탠드,seutaendeu
Chandelier,샹들리에,syangdeullie
Accent wall,포인트 벽,pointeu byeok
Open floor plan,오픈 구조,opeun gujo
Partition,파티션,patisyeon
Built-in closet,붙박이장,butbagijang
Kitchen island,아일랜드 식탁,aillaendeu siktak
Countertop,조리대,joriae
Cabinet,수납장,sunapjang
Sink,싱크대,singkeudae
Faucet,수도꼭지,sudokkokji
Minimalist style,미니멀 스타일,minimeol seutail
Scandinavian style,북유럽 스타일,bugyureop seutail
Industrial style,인더스트리얼 스타일,indeoseuteurieol seutail
Vintage style,빈티지 스타일,bintiji seutail
Modern style,모던 스타일,modeon seutail
Color scheme,색상 배합,saeksang baehap
Warm tone,따뜻한 톤,ttatteutan ton
Cool tone,차가운 톤,chagaun ton
Natural light,자연 채광,jayeon chaegwang
Indirect lighting,간접 조명,ganjeop jomyeong
Space planning,공간 배치,gonggan baechi
I want to redecorate,인테리어를 바꾸고 싶어요,interieoreul bakkugo sipeoyo
This room feels cozy,이 방이 아늑해요,i bangi aneukaeyo
The space is too small,공간이 너무 좁아요,gonggani neomu jobayo
It feels spacious,넓어 보여요,neolbeo boyeoyo
I like this style,이 스타일이 좋아요,i seutairi joayo
Where did you buy this furniture?,이 가구 어디서 샀어요?,i gagu eodiseo sasseoyo
Let's change the wallpaper,벽지를 바꾸자,byeokjireul bakkuja
The lighting makes a difference,조명이 분위기를 바꿔요,jomyeongi bunwigireul bakkwoyo
Good storage is important,수납이 중요해요,sunabi jungyohaeyo
I need more storage space,수납 공간이 더 필요해요,sunap gonggani deo piryohaeyo
A clean space clears the mind,깨끗한 공간이 마음을 정리해줘요,kkaekkeutan gonggani maeumeul jeongnihae jwoyo
