english_text,korean_text,romanization
I agree,동의해요,donguihaeyo
I totally agree,완전 동의해요,wanjeon donguihaeyo
You are right,맞아요,majayo
That's correct,그게 맞아요,geuge majayo
I think so too,나도 그렇게 생각해요,nado geureoke saenggakhaeyo
Exactly,정확해요,jeonghwakhaeyo
Of course,당연하지요,dangyeonhajiyo
Absolutely,물론이죠,mullonajiyo
I feel the same way,저도 같은 느낌이에요,jeodo gateun neukkimieyo
That makes sense,그 말이 맞아요,geu mari majayo
I support that idea,그 의견 지지해요,geu uigyeon jijihaeyo
Good point,좋은 지적이에요,joeun jijeogieyo
I couldn't agree more,전적으로 동의해요,jeonjeogeuro donguihaeyo
You have a point,일리가 있어요,illiga isseoyo
That's what I think,제 생각도 그래요,je saenggakdo geuraeyo
I disagree,동의 안 해요,dongui an haeyo
I don't think so,그렇게 생각 안 해요,geureoke saenggak an haeyo
That's not right,그건 아니에요,geugeon anieyo
I have a different opinion,다른 의견이 있어요,dareun uigyeoni isseoyo
I see it differently,저는 다르게 봐요,jeoneun dareuge bwayo
That's not true,사실이 아니에요,sasiri anieyo
I'm not sure about that,그건 잘 모르겠어요,geugeon jal moreugessseoyo
I beg to differ,의견이 달라요,uigyeoni dallayo
I'm against that,반대해요,bandaehaeyo
That doesn't make sense,말이 안 돼요,mari an dwaeyo
I don't buy it,믿기 어려워요,mitgi eoryeowoyo
That's debatable,논란이 있는 부분이에요,nollani inneun bubumieyo
Not necessarily,꼭 그렇지는 않아요,kkok geureochineun anayo
I partially agree,부분적으로 동의해요,bubunjeogeuro donguihaeyo
I see your point but,일리 있지만요,illi itjimayo
Maybe but,그럴 수도 있지만요,geureol sudo itjimayo
Let me think about it,좀 생각해볼게요,jom saenggakhaeboylgeyo
I'm on the fence,아직 결정 못 했어요,ajik gyeoljeong mot haesseoyo
Can you explain more,좀 더 설명해줄래요,jom deo seolmyeonghaejullaeyo
Why do you think that,왜 그렇게 생각해요,wae geureoke saenggakhaeyo
I understand your perspective,당신 관점을 이해해요,dangsin gwanjeomeul ihaehaeyo
Let's find a compromise,타협점을 찾아보자,tahyeopjeomeul chaboboja
We need to discuss more,더 논의가 필요해요,deo nonuiga piryohaeyo
I respect your opinion,의견 존중해요,uigyeon jonjunghaeyo
Let's agree to disagree,각자 의견을 존중하자,gakja uigyeoneul jonjunghaja
Fair enough,그럴 수 있어요,geureol su isseoyo
I'll consider that,고려해볼게요,goryeohaebolgeyo
You might be right,당신 말이 맞을 수도 있어요,dangsin mari majeul sudo isseoyo
I changed my mind,생각이 바뀌었어요,saenggagi bakkwieosseoyo
You convinced me,설득당했어요,seoldeukdanghaesseoyo
On second thought,다시 생각해보니,dasi saenggakhaedboni
I was wrong,제가 틀렸어요,jega teullyeosseoyo
You were right after all,역시 당신 말이 맞았어요,yeoksi dangsin mari majasseoyo
That's a good argument,좋은 주장이에요,joeun jujangieyo
I hadn't thought of that,그건 생각 못 했어요,geugeon saenggak mot haesseoyo
Both sides have merits,양쪽 다 일리가 있어요,yangjjok da illiga isseoyo
It depends on the situation,상황에 따라 달라요,sanghwange ttara dallayo
In my honest opinion,솔직히 말하면,soljiki malmyeon
From my experience,제 경험상,je gyeongheomssang
Generally speaking,일반적으로,ilbannjeogeuro
To be honest,솔직히 말해서,soljiki malhaeseo
On the other hand,반면에,banmyeone
However,하지만,hajiman
Nevertheless,그럼에도 불구하고,geureomedo bulguhago
In conclusion,결론적으로,gyeollonjeogeuro
All things considered,전체적으로 보면,jeonchejeogeuro bomyeon
