english_text,korean_text,romanization
Mom,엄마,eomma
Dad,아빠,appa
Older brother (for females),오빠,oppa
Older brother (for males),형,hyeong
Older sister (for females),언니,eonni
Older sister (for males),누나,nuna
Younger sibling,동생,dongsaeng
Grandmother,할머니,halmeoni
Grandfather,할아버지,harabeoji
Uncle (father's side),삼촌,samchon
Aunt (father's brother's wife),숙모,sungmo
Aunt (father's sister),고모,gomo
Uncle (mother's side),외삼촌,oesamchon
Aunt (mother's sister),이모,imo
Cousin,사촌,sachon
Nephew,조카,joka
Niece,조카딸,jokaddal
Son,아들,adeul
Daughter,딸,ttal
Husband,남편,nampyeon
Wife,아내,anae
Father-in-law (husband's father),시아버지,siabeoji
Mother-in-law (husband's mother),시어머니,siemeoni
Father-in-law (wife's father),장인어른,jangineoreun
Mother-in-law (wife's mother),장모님,jangmonim
Brother-in-law,처남,cheonam
Sister-in-law,시누이,sinui
Parents,부모님,bumonim
Family,가족,gajok
Relatives,친척,chincheok
How many siblings do you have?,형제가 몇 명이에요?,hyeongjega myeot myeongieyo
I have one older sister,언니가 한 명 있어요,eonniga han myeong isseoyo
I'm the youngest,저는 막내예요,jeoneun maknayeyo
I'm the oldest,저는 첫째예요,jeoneun cheotjjaeyeyo
I'm an only child,저는 외동이에요,jeoneun oedongieyo
My family is big,우리 가족은 대가족이에요,uri gajogeun daegajogieyo
My family is small,우리 가족은 소가족이에요,uri gajogeun sogajogieyo
I live with my parents,부모님과 같이 살아요,bumonimgwa gachi sarayo
I miss my family,가족이 보고 싶어요,gajogi bogo sipeoyo
My mom is a great cook,엄마가 요리를 잘해요,eommaga yorireul jalhaeyo
My dad is strict,아빠는 엄격해요,appaneun eomgyeokhaeyo
My grandma spoils me,할머니가 저를 많이 챙겨줘요,halmoniga jeoreul mani chaengyeojwoyo
I look like my dad,아빠를 닮았어요,appareul dalmasseoyo
I take after my mom,엄마를 닮았어요,eommareul dalmasseoyo
How old is your child?,아이가 몇 살이에요?,aiga myeot sarieyo
My baby is one year old,아기가 돌이에요,agiga dorieyo
We are a close family,우리 가족은 사이가 좋아요,uri gajogeun saiga joayo
Family comes first,가족이 제일 중요해요,gajogi jeil jungyohaeyo
I respect my parents,부모님을 존경해요,bumonimeul jongyeonghaeyo
My sibling and I are close,동생과 사이가 좋아요,dongsaenggwa saiga joayo
She is my sister-in-law,올케예요,olkeyeyo
He is my brother-in-law,형부예요,hyeongbuyeyo
Great-grandmother,증조할머니,jeungjohalmeoni
Great-grandfather,증조할아버지,jeungjoharabeoji
Twins,쌍둥이,ssangdungi
My family is everything to me,가족이 전부예요,gajogi jeonbuyeyo
Do you have children?,자녀가 있어요?,janyeoga isseoyo
We are expecting a baby,아기를 기다리고 있어요,agireul gidarigo isseoyo
I want a big family,대가족을 원해요,daegajogeul wonhaeyo
Family gathering,가족 모임,gajok moim
