english_text,korean_text,romanization
What,뭐,mwo
Who,누구,nugu
When,언제,eonje
Where,어디,eodi
Why,왜,wae
How,어떻게,eotteoke
How much,얼마,eolma
How many,몇 개,myeot gae
Which one,어느 것,eoneu geot
What is this,이게 뭐예요,ige mwoyeyo
Who is that person,저 사람 누구예요,jeo saram nuguyeyo
When did you arrive,언제 왔어요,eonje wasseoyo
Where are you going,어디 가요,eodi gayo
Why are you crying,왜 울어요,wae ureoyo
How do you do this,이거 어떻게 해요,igeo eotteoke haeyo
How much is it,얼마예요,eolmayeyo
How many people,몇 명이에요,myeot myeongieyo
Which one do you want,어느 것을 원해요,eoneu geoseul wonhaeyo
What's your name,이름이 뭐예요,ireumi mwoyeyo
Who told you,누가 말했어요,nuga malhaesseoyo
When is your birthday,생일이 언제예요,saengiri eonjeyeyo
Where do you live,어디 살아요,eodi sarayo
Why are you late,왜 늦었어요,wae neujeosseoyo
How was it,어땠어요,eottaesseoyo
How old are you,나이가 어떻게 되세요,naiga eotteoke doeseyo
What are you eating,뭐 먹어요,mwo meogeoyo
Who is coming,누가 와요,nuga wayo
When does it open,언제 열어요,eonje yeoreoyo
Where is the bathroom,화장실이 어디예요,hwajangsiri eodiyeyo
Why not,왜 안 돼요,wae an dwaeyo
How long does it take,얼마나 걸려요,eolmana geollyeoyo
How far is it,얼마나 멀어요,eolmana meoreoyo
What time is it,몇 시예요,myeot siyeyo
What happened,무슨 일이에요,museun irieyo
Who did this,누가 이렇게 했어요,nuga ireoke haesseoyo
When will you be back,언제 돌아와요,eonje dorawayo
Where did you buy it,어디서 샀어요,eodiseo sasseoyo
Why do you like it,왜 좋아해요,wae joahaeyo
How do you know,어떻게 알았어요,eotteoke arasseoyo
What do you recommend,뭐 추천해요,mwo chucheonhaeyo
Who is your favorite,누가 제일 좋아요,nuga jeil joayo
When should I come,언제 가면 돼요,eonje gamyeon dwaeyo
Where should we meet,어디서 만날까요,eodiseo mannalkkayo
Why is it expensive,왜 비싸요,wae bissayo
How do I get there,어떻게 가요,eotteoke gayo
What does this mean,이게 무슨 뜻이에요,ige museun tteusieyo
Who wants to go,누가 가고 싶어요,nuga gago sipeoyo
When does it close,언제 닫아요,eonje dadayo
Where is the nearest station,가장 가까운 역이 어디예요,gajang gakkaun yeogi eodiyeyo
Why are you angry,왜 화났어요,wae hwanasseoyo
How can I help you,어떻게 도와드릴까요,eotteoke dowadeurilkkayo
What's the weather like,날씨가 어때요,nalssiga eottaeyo
Who is in charge,담당자가 누구예요,damdangjaga nuguyeyo
When is the deadline,마감이 언제예요,magami eonjeyeyo
Where can I park,어디에 주차해요,eodie juchahaeyo
Why did you change it,왜 바꿨어요,wae bakkwosseoyo
How much longer,얼마나 더 걸려요,eolmana deo geollyeoyo
What size do you need,사이즈가 어떻게 되세요,saizeuga eotteoke doeseyo
Which color do you prefer,어떤 색이 좋아요,eotteon saegi joayo
Is there a problem,문제 있어요?,munje isseoyo
