english_text,korean_text,romanization
Where can I get a taxi,택시 어디서 타요,taeksi eodiseo tayo
Please call a taxi,택시 불러주세요,taeksi bulleojuseyo
To this address please,이 주소로 가주세요,i jusoro gajuseyo
How much will it cost,요금이 얼마예요,yogeumi eolmayeyo
Please use the meter,미터기 켜주세요,miteogi kyeojuseyo
Please go faster,좀 빨리 가주세요,jom ppalli gajuseyo
Please slow down,천천히 가주세요,cheoncheonhi gajuseyo
Please stop here,여기서 세워주세요,yeogiseo sewojuseyo
Stop at the corner,모퉁이에서 세워주세요,motungieseo sewojuseyo
Can you drop me off here,여기서 내려주세요,yeogiseo naeryeojuseyo
Please open the trunk,트렁크 열어주세요,teureonkeu yeoreojuseyo
Is this the right way,이 길이 맞아요,i giri majayo
There's too much traffic,길이 너무 막혀요,giri neomu makhyeoyo
Let's take a different route,다른 길로 가주세요,dareun gillo gajuseyo
Please turn right here,여기서 우회전 해주세요,yeogiseo uhoejeon haejuseyo
Please turn left here,여기서 좌회전 해주세요,yeogiseo jwahoejeon haejuseyo
Go straight please,직진해주세요,jikjinhaejuseyo
Make a U-turn please,유턴해주세요,yuteolhaejuseyo
I'm in a hurry,저 급해요,jeo geupaeyo
Keep the change,거스름돈은 됐어요,geoseureumdon eun dwaesseoyo
Can I pay by card,카드로 결제 돼요,kadeuro gyeolje dwaeyo
Please give me a receipt,영수증 주세요,yeongsujeung juseyo
Where is the bus stop,버스 정류장이 어디예요,beoseu jeongnyujangi eodiyeyo
Which bus goes to Gangnam,강남 가는 버스 몇 번이에요,gangnam ganeun beoseu myeot beonieyo
Does this bus go to Seoul Station,이 버스 서울역 가요,i beoseu seoulyeok gayo
How many stops until there,거기까지 몇 정거장이에요,geogiikkaji myeot jeonggeojangieyo
Please tell me when to get off,내릴 때 알려주세요,naeril ttae allyeojuseyo
I missed my stop,정류장을 지나쳤어요,jeongnyujangeul jinachyeosseoyo
What's the next stop,다음 정류장이 뭐예요,daeum jeongnyujangi mwoyeyo
Tap your transport card,교통카드 찍으세요,gyotongkadeu jjikeuseyo
Recharge my transport card,교통카드 충전해주세요,gyotongkadeu chungjeonhaejuseyo
The bus is full,버스가 만원이에요,beoseuga manwonieyo
Let me through please,지나갈게요,jinagalgeyo
Move to the back please,뒤쪽으로 이동해주세요,dwijjogeuro idonghaejuseyo
Press the bell to stop,하차벨 눌러주세요,hachabell nulleojuseyo
Is this seat taken,이 자리 비었어요,i jari bieosseoyo
Please take a seat,앉으세요,anjeuseyo
Give your seat to the elderly,어르신께 자리 양보하세요,eoreusingge jari yangbohaseyo
Night bus,심야버스,simyabeoseu
Express bus,급행버스,geuphaengbeoseu
City bus,시내버스,sinaebeoseu
Airport bus,공항버스,gonghangbeoseu
The bus is late,버스가 늦어요,beoseuga neujeoyo
How often does the bus come,버스 배차간격이 어떻게 돼요,beoseu baechaganggyeogi eotteoke dwaeyo
Where do I transfer,어디서 환승해요,eodiseo hwanseunghaeyo
Free transfer,무료 환승,muryo hwanseung
Last bus time,막차 시간,makcha sigan
When is the last bus,막차가 몇 시예요,makchaga myeot siyeyo
First bus time,첫차 시간,cheotcha sigan
I'm getting off at the next stop,다음에 내릴게요,daeume naerilgeyo
Thank you driver,기사님 감사합니다,gisanim gamsahamnida
Have a safe trip,안전 운행하세요,anjeon unhaenghaseyo
The fare is affordable,요금이 저렴해요,yogeumi jeoryeomhaeyo
Which exit should I use,몇 번 출구로 나가요,myeot beon chulguro nagayo
The bus terminal is over there,버스 터미널은 저쪽이에요,beoseu teomineorun jeojjogieyo
Long distance bus,시외버스,sioibeoseu
Intercity express bus,고속버스,gosokbeoseu
How long is the ride,소요 시간이 얼마예요,soyo sigani eolmayeyo
Where can I buy a ticket,티켓 어디서 사요,tiket eodiseo sayo
One ticket to Busan please,부산행 티켓 한 장 주세요,busanhaeng tiket han jang juseyo
