english_text,korean_text,romanization
We're moving next week,다음 주에 이사해요,daeum jue isahaeyo
When is your moving day,이사 날짜가 언제예요,isa naljjaga eojeyeyo
I hired a moving company,이사 업체를 불렀어요,isa eopcchereul bulleosseoyo
How much does moving cost,이사 비용이 얼마예요,isa biyongi eolmayeyo
We need to pack everything,짐을 다 싸야 해요,jimeul da ssaya haeyo
I need more boxes,상자가 더 필요해요,sangjaga deo piryohaeyo
Where can I get packing tape,포장 테이프 어디서 살 수 있어요,pojang teipeu eodiseo sal su isseoyo
Be careful with fragile items,깨지는 물건 조심하세요,kkaejineun mulgeon josimhaseyo
Label each box,상자마다 라벨을 붙이세요,sangjamada rabereul buchiseyo
This box goes to the bedroom,이 상자는 침실로 가요,i sangjaneun chimsilro gayo
The movers are here,이사 업체가 왔어요,isa eopcchega wasseoyo
Please be careful with the furniture,가구 조심해 주세요,gagu josimhae juseyo
We need to disassemble this,이것은 분해해야 해요,igeoseun bunhaehaeya haeyo
The sofa won't fit through the door,소파가 문으로 안 들어가요,sopaga muneuro an deureogayo
Use the elevator for heavy items,무거운 것은 엘리베이터를 쓰세요,mugeoun geoseun ellibeiteoreul sseuseyo
Watch out for the stairs,계단 조심하세요,gyedan josimhaseyo
Where should I put this,이거 어디에 놓을까요,igeo eodie noeulkkayo
Put it in the living room,거실에 놓으세요,geosire noeuseyo
We need to clean the old place,이전 집을 청소해야 해요,ijeon jibeul cheongsohaeya haeyo
Did you change the address,주소를 변경하셨어요,jusoreul byeongyeonghasyeosseoyo
I need to update my address,주소를 바꿔야 해요,jusoreul bakkwoya haeyo
We should notify the post office,우체국에 알려야 해요,ucheguge allyeoya haeyo
I ordered jjajangmyeon for the movers,이사 기사님들에게 짜장면을 시켰어요,isa gisanimdeulege jjajangmyeoneul sikyeosseoyo
Eating jjajangmyeon on moving day is tradition,이사 날 짜장면 먹는 게 전통이에요,isa nal jjajangmyeon meongneun ge jeontongieyo
We need to buy rice cakes for neighbors,이웃에게 줄 떡을 사야 해요,iusege jul tteogeul saya haeyo
Here are rice cakes for you,떡 드세요,tteok deuseyo
We just moved in next door,옆집에 이사 왔어요,yeopjibe isa wasseoyo
Nice to meet you we're your new neighbors,새로 이사 왔습니다 잘 부탁드립니다,saero isa wasseumnida jal butakdeurimnida
Did you check the utilities,공과금을 확인하셨어요,gonggwageumeul hwaginhasyeosseoyo
We need to set up internet,인터넷을 설치해야 해요,inteneoseul seolchihaeya haeyo
The gas needs to be turned on,가스를 개통해야 해요,gasereul gaetonghaeya haeyo
We need to register at the district office,주민센터에 전입신고를 해야 해요,juminseonteoe jeonipsingoreul haeya haeyo
The security deposit was expensive,보증금이 비쌌어요,bojeunggeumi bissasseoyo
Monthly rent is due on the first,월세는 매월 1일이에요,wolseneun maewol irireuieyo
I signed the lease,계약서에 서명했어요,gyeyakseoe seomyeonghaesseoyo
The landlord is nice,집주인이 친절해요,jipjuini chinjeolhaeyo
We finally finished unpacking,짐 정리를 드디어 끝냈어요,jim jeongnireul deudieo kkeutnaesseoyo
This place feels like home already,벌써 집 같은 느낌이에요,beolsseo jip gateun neukkimieyo
I miss our old place,이전 집이 그리워요,ijeon jibi geuriwoyo
The new place is much bigger,새 집이 훨씬 커요,sae jibi hwolssin keoyo
We need curtains for the new place,새 집에 커튼이 필요해요,sae jibe keoteoni piryohaeyo
Let's buy new furniture,새 가구를 사자,sae gagureul saja
The moving truck is full,이사 트럭이 가득 찼어요,isa teureogi gadeuk chasseoyo
Don't forget to take everything,빠뜨린 것 없는지 확인하세요,ppattteurin geot eomneunhi hwaginhaseyo
I found something we forgot,빠뜨린 물건을 찾았어요,ppattteurin mulgeoneul chajasseoyo
Moving is so tiring,이사는 정말 피곤해요,isaneun jeongmal pigonhaeyo
I'm exhausted from moving,이사 때문에 지쳤어요,isa ttaemune jichyeosseoyo
Let's rest after unpacking,짐 정리하고 쉬자,jim jeongnihago swija
We need to throw away old stuff,오래된 물건을 버려야 해요,oraedoen mulgeoneul beoryeoya haeyo
I donated the things we don't need,필요 없는 것들은 기부했어요,piryo eomneun geotdeureun gibuhae-sseoyo
The elevator is too small for the fridge,냉장고가 엘리베이터에 안 들어가요,naengjangoga ellibeiteo-e an deureogayo
We'll use the stairs for that,그건 계단으로 올려야 해요,geugeon gyedaneuro ollyeoya haeyo
Be careful not to scratch the walls,벽에 흠집 내지 않게 조심하세요,byeoge heumjip naeji anke josimhaseyo
Everything is finally in place,드디어 다 정리됐어요,deudieo da jeongni-dwaesseoyo
Home sweet home,역시 내 집이 최고예요,yeoksi nae jibi choego-yeyo
The housewarming party is next weekend,집들이는 다음 주말이에요,jipdeurineun daeum jumarieyo
Please come to our housewarming,집들이에 와주세요,jipdeurie wajuseyo
I love our new home,새 집이 마음에 들어요,sae jibi maeume deureoyo
Moving was worth it,이사한 보람이 있어요,isahan borami isseoyo
I'm glad we moved,이사하길 잘했어요,isahagil jalhaesseoyo
