english_text,korean_text,romanization
Who is your bias,최애가 누구야,choeaega nuguya
My bias is the main vocalist,내 최애는 메인 보컬이야,nae choeaegun mein bokeuriya
Bias wrecker,차애,chaae
Stan this group,이 그룹 덕질해,i geurup deokjilhae
I'm a fan of this group,이 그룹 팬이야,i geurup paeniya
Debut stage,데뷔 무대,debwi mudae
Comeback date,컴백 날짜,keombaek nallja
New album is out,새 앨범 나왔어,sae aelbom nawasseo
Title track,타이틀곡,taiteulgok
B-side track,수록곡,surokgok
Music video dropped,뮤직비디오 나왔어,myujikbidio nawasseo
Stream the song,음원 스트리밍 해줘,eumwon seutriming haejwo
Number one on the charts,차트 1위,chateu irwi
They won first place,1위 했어,irwi haesseo
Fan meeting,팬미팅,paenmiting
Concert tickets,콘서트 티켓,konseoteu tiket
I got front row seats,앞자리 잡았어,apjari jabasseo
Light stick,응원봉,eungwonbong
Fan chant,팬챈트,paenchaenteu
Encore stage,앙코르 무대,angkoreu mudae
Photo card,포토카드,potokadeu
I got a rare photo card,레어 포카 뽑았어,reeo poka ppobasseo
Trading photo cards,포카 교환,poka gyohwan
Album unboxing,앨범 언박싱,aelbom eonbaksing
Pre-order the album,앨범 예약 주문,aelbom yeyak jumun
Fandom name,팬덤 이름,paendom ireum
Official fan club,공식 팬클럽,gongsik paenkeulleop
Idol group,아이돌 그룹,aidol geurup
Solo debut,솔로 데뷔,sollo debwi
Sub-unit,유닛,yunit
Center position,센터,senteo
Main dancer,메인 댄서,mein daenseo
Main rapper,메인 래퍼,mein raepeo
Leader of the group,리더,rideo
Maknae is the youngest,막내,mangnae
Visual member,비주얼,bijueol
All-rounder,올라운더,ollraundeo
Fan sign event,팬사인회,paensainhoe
Video call event,영통 팬싸,yeongtong paenssa
Behind the scenes content,비하인드 영상,bihaindeu yeongsang
Reality show,리얼리티 쇼,rieolliti syo
Music show broadcast,음악방송,eumakbangsong
Year-end awards,연말 시상식,yeonmal sisangsik
Rookie of the year,신인상,sininssang
Daesang grand prize,대상,daesang
World tour announced,월드투어 확정,woldetueo hwakjeong
Sold out in seconds,초 만에 매진,cho mane maejin
Scalpers are the worst,암표상 최악,ampyosang choeag
Standing zone,스탠딩석,seutaendingsseok
Seated section,지정석,jijeongseok
They are so talented,실력이 대박,sillyeogi daebak
The choreography is amazing,안무가 미쳤어,anmuga michyeosseo
This song is addictive,이 노래 중독성 있어,i norae jungdokseong isseo
The lyrics are touching,가사가 감동적이야,gasaga gamdongjeogia
They are performing live,라이브 실력 대박,raibeu sillyeok daebak
Their visuals are unreal,비주얼 미쳤다,bijueol michyeotda
I'm so proud of them,내 아이돌이 자랑스러워,nae aidori jarangseurowo
This group saved my life,이 그룹 덕분에 힘냈어,i geurup deokbune himnaesseo
Streaming all night,밤새 스트리밍,bamsae seutriming
Buy multiple albums,앨범 총공,aelbom chonggong
