english_text,korean_text,romanization
Renovation,리모델링,rimodelling
Interior design,인테리어,interieo
Remodeling,개조,gaejo
Demolition,철거,cheolgeo
Construction,공사,gongsa
Blueprint,설계도,seolgyedo
Interior designer,인테리어 디자이너,interieo dijaineo
Contractor,시공업자,sigongeopja
Estimate,견적,gyeonjeok
Budget,예산,yesan
Flooring,바닥재,badakjae
Hardwood floor,원목 마루,wonmok maru
Tile,타일,tail
Wallpaper,벽지,byeokji
Paint,페인트,peinteu
Wall painting,도배,dobae
Ceiling,천장,cheonjang
Lighting,조명,jomyeong
Recessed lighting,매입등,maeipdung
Pendant light,펜던트 조명,pendenteu jomyeong
Kitchen remodel,주방 리모델링,jubang rimodelling
Sink,싱크대,singkeudae
Countertop,조리대,joridae
Cabinet,캐비닛,kaebinit
Built-in closet,붙박이장,butbagijang
Sliding door,미닫이문,midajimun
Window replacement,창문 교체,changmun gyoche
Double glazing,이중창,ijungchang
Insulation,단열,danyeol
Waterproofing,방수,bangsu
Bathroom remodel,욕실 리모델링,yoksil rimodelling
Bathtub,욕조,yokjo
Shower booth,샤워 부스,syawo buseu
Toilet replacement,변기 교체,byeongi gyoche
Plumbing,배관,baegwan
Electrical work,전기 공사,jeongi gongsa
Outlet,콘센트,konsenteu
Switch,스위치,seuwichi
Air conditioning,에어컨 설치,eeokon seolchi
Heating system,난방 시스템,nanbang siseutem
Underfloor heating,온돌,ondol
Ventilation,환기,hwangi
Soundproofing,방음,bangeum
Partition wall,칸막이,kanmagi
Open floor plan,오픈 구조,opeun gujo
Storage space,수납 공간,sunap gonggan
Walk-in closet,드레스룸,deureseumrum
Shoe cabinet,신발장,sinbaljang
Entrance,현관,hyeongwan
Veranda extension,베란다 확장,beranda hwakjang
Smart home,스마트 홈,seumateu hom
Home automation,홈 자동화,hom jadongwha
Before and after,비포 앤 에프터,bipo aen epeuteo
Construction noise,공사 소음,gongsa soeum
Construction period,공사 기간,gongsa gigan
Permit,허가,heoga
How much will it cost,비용이 얼마나 들까요,biyongi eolmana deulkkayo
How long will it take,기간이 얼마나 걸려요,gigani eolmana geollyeoyo
I want to renovate,리모델링 하고 싶어요,rimodelling hago sipeoyo
It's under construction,공사 중이에요,gongsa jungieyo
